Doorway,Reviewer,Date,Event Time,Ins,Outs,Passby_near,Passby_far,Linger,Multi(IN),Multi(OUT),Multi(Passby),Comments
Doorway W1,Eric,25-Mar,10:56:56 AM,1,,,,,,,,
Doorway W1,Eric ,25-Mar,10:57:09 AM,,1,,,,,,,
Doorway W1,Eric,25-Mar,11:01:15 AM,,1,,,,,,,
Doorway W1,Eric,25-Mar,11:02:08 AM,,1,,,,,,,
Doorway W1,Eric ,25-Mar,11:02:13 AM,1,,,,,,,,
Doorway W1,Eric,25-Mar,11:02:14 AM,1,,,,,,,,
Doorway W1,Eric,25-Mar,11:02:34 AM,,,,1,,,,,
Doorway W1,Eric ,25-Mar,11:02:55 AM,,,,1,,,,,
Doorway W1,Eric,25-Mar,11:03:22 AM,,1,,,,,,,
Doorway W1,Eric,25-Mar,11:04:20 AM,,1,,,,,,,
Doorway W1,Eric ,25-Mar,11:04:55 AM,1,,,,,,,,
Doorway W1,Eric,25-Mar,11:05:11 AM,,1,,,,,,,
Doorway W1,Eric,25-Mar,11:05:21 AM,1,,,,,,,,
Doorway W1,Eric ,25-Mar,11:05:22 AM,1,,,,,,,,
Doorway W1,Eric,25-Mar,11:05:50 AM,1,,,,,,,,
Doorway W1,Eric,25-Mar,11:05:53 AM,,1,,,,,,,
Doorway W1,Eric ,25-Mar,11:05:59 AM,,,,,1,,,,
Doorway W1,Eric,25-Mar,11:06:46 AM,1,,,,,,,,
Doorway W1,Eric,25-Mar,11:10:57 AM,,,,,1,,,,
Doorway W1,Eric ,25-Mar,11:11:23 AM,1,,,,,,,,
Doorway W1,Eric,25-Mar,11:13:58 AM,,,,1,,,,,
Doorway W1,Eric,25-Mar,11:14:04 AM,,1,,,,,,,
Doorway W1,Eric ,25-Mar,11:14:39 AM,,1,,,,,,,
Doorway W1,Eric,25-Mar,11:16:30 AM,1,,,,,,,,
Doorway W1,Eric,25-Mar,11:18:09 AM,,1,,,,,,,
Doorway W1,Eric ,25-Mar,11:18:14 AM,1,,,,,,,,
Doorway W1,Eric,25-Mar,11:19:23 AM,1,,,,,,,,
Doorway W1,Eric,25-Mar,11:20:35 AM,,1,,,,,,,
Doorway W1,Eric ,25-Mar,11:39:54 AM,,1,,,,,,,
Doorway W1,Eric,25-Mar,11:48:25 AM,1,,,,,,,,
Doorway W1,Eric,25-Mar,11:51:27 AM,,1,,,,,,,
Doorway W1,Eric ,25-Mar,11:51:53 AM,,1,,,,,,,
Doorway W1,Eric,25-Mar,11:53:42 AM,1,,,,,,,,
Doorway W1,Eric,25-Mar,11:53:44 AM,1,,,,,,,,
Doorway W1,Eric ,25-Mar,11:53:57 AM,1,,,,,,,,
Doorway W1,Eric,25-Mar,11:54:41 AM,,1,,,,,,,
Doorway W1,Eric,25-Mar,11:56:18 AM,1,,,,,,,,
Doorway W1,Eric ,25-Mar,11:56:43 AM,1,,,,,,,,
Doorway W1,Eric,25-Mar,11:59:46 AM,,1,,,,,,,
Doorway W1,Eric,25-Mar,12:00:40 PM,,,,,1,,,,
Doorway W1,Eric ,25-Mar,12:04:13 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,12:04:17 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,12:05:20 PM,1,,,,1,,,,Man stands under waldo and stops then continues to walk IN
Doorway W1,Eric ,25-Mar,12:11:26 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,12:12:07 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,12:14:07 PM,,1,,,,,,,
Doorway W1,Eric ,25-Mar,12:15:13 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,12:15:48 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,12:42:12 PM,1,,,,,,,,
Doorway W1,Eric ,25-Mar,12:28:12 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,12:28:50 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,12:35:22 PM,,1,,,,,,,
Doorway W1,Eric ,25-Mar,12:39:50 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,12:42:57 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,12:58:22 PM,,1,,,,,,,
Doorway W1,Eric ,25-Mar,12:58:55 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,12:59:12 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,12:59:57 PM,1,,,,,,,,
Doorway W1,Eric ,25-Mar,1:00:12 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,1:01:16 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,1:01:21 PM,1,,,,,,,,
Doorway W1,Eric ,25-Mar,1:03:01 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,1:03:07 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,1:05:56 PM,1,,,,,,,,
Doorway W1,Eric ,25-Mar,1:08:04 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,1:09:35 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,1:10:12 PM,1,,,,,,,,
Doorway W1,Eric ,25-Mar,1:23:38 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,1:24:45 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,1:34:04 PM,,1,,,,,,,
Doorway W1,Eric ,25-Mar,1:41:53 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,1:44:36 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,1:50:28 PM,,1,,,,,,,
Doorway W1,Eric ,25-Mar,1:52:26 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,1:56:30 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,1:58:11 PM,1,,,,,,,,
Doorway W1,Eric ,25-Mar,1:58:34 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,2:00:00 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,2:01:20 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,2:04:05 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,2:11:46 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,2:12:29 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,2:14:53 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,2:17:43 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,2:20:26 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,2:21:03 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,2:23:35 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,2:23:47 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,2:25:18 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,2:27:04 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,2:32:47 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,2:39:51 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,2:56:56 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,2:58:59 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,2:59:05 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,2:59:14 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,3:00:11 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,3:01:04 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,3:05:58 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,3:08:34 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,3:16:56 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,3:17:01 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,3:17:24 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,3:17:40 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,3:18:26 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,3:32:40 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,3:33:25 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,3:34:03 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,3:35:14 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,3:35:53 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,3:37:24 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,3:41:10 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,3:48:24 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,3:48:55 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,3:54:16 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,3:54:39 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,3:55:36 PM,,,,,,,1,,
Doorway W1,Eric,25-Mar,3:57:51 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,3:57:53 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,4:02:10 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,4:03:27 PM,,1,,,1,,,,Man stands by edge and then goes OUT
Doorway W1,Eric,25-Mar,4:07:20 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,4:11:01 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,4:14:14 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,4:19:00 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,4:20:06 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,4:22:25 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,4:26:16 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,4:26:30 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,4:26:44 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,4:26:58 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,4:28:12 PM,,,,1,,,,,
Doorway W1,Eric,25-Mar,4:29:39 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,4:29:51 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,4:51:23 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,12:16:52 AM,,1,,,,,,,
Doorway W1,Eric,25-Mar,4:57:25 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,5:11:14 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,5:12:18 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,5:13:16 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,5:26:12 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,5:44:50 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,6:00:33 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,6:09:57 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,6:10:46 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,6:14:13 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,6:15:15 PM,,,,,1,,,,
Doorway W1,Eric,25-Mar,7:03:33 PM,,,,,,,1,,
Doorway W1,Eric,25-Mar,7:20:54 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,7:22:07 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,7:31:33 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,8:10:48 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,8:19:56 PM,1,1,,,,,,,man walks OUT then throws something away and walks IN
Doorway W1,Eric,25-Mar,8:43:29 PM,1,,,,,,,,
Doorway W1,Eric,25-Mar,9:32:48 PM,,1,,,,,,,
Doorway W1,Eric,25-Mar,9:37:10 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,6:59:17 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,7:00:41 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,7:09:46 AM,,,,,1,,,,janitor begins to clean under waldo
Doorway W1,Eric,26-Mar,7:10:23 AM,,,,1,,,,,"Even though the janitor cart is in front of him, the janotor is moving alot behind the cart and Waldo may pick it up as a passby far"
Doorway W1,Eric,26-Mar,7:10:52 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,7:13:40 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,7:57:00 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,8:16:13 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,8:30:12 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,8:30:33 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,8:31:02 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,8:31:40 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,9:10:39 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,9:13:00 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,9:22:27 AM,,,,,,1,,,
Doorway W1,Eric,26-Mar,9:25:22 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,9:25:25 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,9:27:49 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,9:28:48 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,9:26:46 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,9:30:00 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,9:30:28 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,9:30:58 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,9:34:49 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,9:34:56 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,9:42:59 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,10:09:18 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,10:09:58 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:16:12 AM,,,,1,,,,,
Doorway W1,Eric,26-Mar,10:19:21 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:19:26 AM,,,,,1,,,,Janitor stands underneath waldo
Doorway W1,Eric,26-Mar,10:20:03 AM,,1,,,,,,,Man walks OUT while janitor still works underneath waldo
Doorway W1,Eric,26-Mar,10:20:55 AM,1,,,,,,,,Woman walks OUT while janitor still works underneath waldo
Doorway W1,Eric,26-Mar,10:21:07 AM,,1,,,,,,,Man walks OUT while janitor still works underneath waldo
Doorway W1,Eric,26-Mar,10:22:11 AM,,1,,,,,,,janitor moves bag in the OUT direction and waldo may concider this to be an OUT
Doorway W1,Eric,26-Mar,10:23:05 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,10:24:06 AM,,,,1,,,,,
Doorway W1,Eric,26-Mar,10:24:11 AM,,,,,1,,,,
Doorway W1,Eric,26-Mar,10:24:31 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,10:25:48 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:26:03 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:26:23 AM,,,,1,,,,,
Doorway W1,Eric,26-Mar,10:26:28 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,10:27:29 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,10:27:31 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,10:28:21 AM,,,,,,,1,,
Doorway W1,Eric,26-Mar,10:29:13 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:29:31 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:29:33 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,10:31:28 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:31:46 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:32:31 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:33:10 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,10:36:32 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:38:01 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,10:39:05 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,10:39:10 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,10:41:49 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,10:44:11 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,10:44:49 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:46:27 AM,,,,,,,1,,
Doorway W1,Eric,26-Mar,10:49:11 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:50:22 AM,,,,,,,1,,
Doorway W1,Eric,26-Mar,10:50:42 AM,,,,,,,1,,
Doorway W1,Eric,26-Mar,10:50:52 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:51:10 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:51:26 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:52:13 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:52:43 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:53:07 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:53:36 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:54:20 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:54:23 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:54:47 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:55:16 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,10:55:21 AM,,,,,,,1,,
Doorway W1,Eric,26-Mar,10:55:38 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:55:46 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,10:56:14 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:57:26 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,10:58:23 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,11:00:28 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,11:03:00 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,11:04:49 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,11:05:30 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,11:06:54 AM,,,,,,,1,,
Doorway W1,Eric,26-Mar,11:11:02 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,11:13:23 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,11:14:03 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,11:18:54 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,11:23:40 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,11:24:12 AM,1,,,,,,,,Man comes walks IN and then pulls off to the side and stands there
Doorway W1,Eric,26-Mar,11:24:15 AM,,,,,1,,,,
Doorway W1,Eric,26-Mar,11:26:46 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,11:28:06 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,11:41:11 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,11:42:55 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,11:45:08 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,11:45:28 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,11:47:45 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,11:48:43 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,11:49:07 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,11:58:18 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,11:58:20 AM,,1,,,,,,,
Doorway W1,Eric,26-Mar,11:59:22 AM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:02:02 PM,,,,,,,1,,
Doorway W1,Eric,26-Mar,12:02:30 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:06:20 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:13:31 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:13:51 PM,,,,,,,1,,
Doorway W1,Eric,26-Mar,12:14:25 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:14:27 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:14:53 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:15:25 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:15:27 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:15:31 PM,,,,,,,1,,
Doorway W1,Eric,26-Mar,12:15:40 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:15:43 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:15:50 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:15:55 PM,,,,,,,1,,
Doorway W1,Eric,26-Mar,12:16:41 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:17:07 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:17:24 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:17:27 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:17:42 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:17:44 PM,,,,,,1,,,
Doorway W1,Eric,26-Mar,12:17:49 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:18:19 PM,,,,,,,1,,
Doorway W1,Eric,26-Mar,12:18:42 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:18:57 PM,1,1,,,,,,,Woman walks OUT and then walks IN
Doorway W1,Eric,26-Mar,12:19:07 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:20:39 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:21:02 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:21:34 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:21:35 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:21:37 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:21:51 PM,,,,1,,,,,
Doorway W1,Eric,26-Mar,12:22:29 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:22:37 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:22:39 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:23:36 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:24:16 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:24:25 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:24:36 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:24:38 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:25:12 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:25:16 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:25:29 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:25:40 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:25:48 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:25:55 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:26:17 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:26:45 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:27:00 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:27:37 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:27:47 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:29:22 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:29:47 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:29:57 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:30:30 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:30:58 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:32:32 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:33:03 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:35:27 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:36:10 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:37:01 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:40:15 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:44:09 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:50:43 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:54:50 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:55:10 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,12:56:13 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,12:56:24 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:06:01 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:08:04 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:10:30 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:22:45 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:22:51 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,1:32:24 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:32:27 PM,,,,,,,1,,
Doorway W1,Eric,26-Mar,1:44:47 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,1:44:50 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:45:05 PM,,,,,,,1,,
Doorway W1,Eric,26-Mar,1:45:12 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,1:45:20 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,1:45:35 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,1:45:42 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,1:45:50 PM,,,,,,,1,,
Doorway W1,Eric,26-Mar,1:45:10 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,1:46:12 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:46:15 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,1:46:32 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,1:46:44 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,1:48:22 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:48:45 PM,,,,,,1,,,
Doorway W1,Eric,26-Mar,1:49:21 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,1:50:38 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:50:52 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,1:51:23 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:51:56 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:52:21 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:54:25 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:56:32 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,1:57:08 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,1:58:35 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:58:46 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:58:52 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,1:59:14 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,1:59:37 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,2:12:47 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,2:14:22 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,2:24:41 PM,,,,,,,1,,
Doorway W1,Eric,26-Mar,2:46:32 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,2:48:43 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,2:57:35 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,2:59:31 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,3:00:38 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,3:08:27 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,3:11:40 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,3:13:25 PM,1,,,,,,,,
Doorway W1,Eric,26-Mar,3:18:49 PM,,,,,,1,,,
Doorway W1,Eric,26-Mar,3:19:29 PM,,1,,,,,,,
Doorway W1,Eric,26-Mar,3:19:37 PM,,1,,,,,,,
