LabelType,Recover#,TimeDiff,BSidx,BSrecord#,DateTime,PktID,Validity,Total,Ins,Outs,Passbys,gtIdx,DateTime,gtIns,gtOuts,gtPb_near,gt_Pb_far,gtlinger,gtMultiIns,gtMultiOuts,gtMultiPbs
Null,0,,,,,,,,,,,153,1900-03-19 22:32:23,0,0,0,0,1 (entire video),0,0,0
Null,0,,,,,,,,,,,154,1900-03-19 22:33:47,0,0,0,0,1,0,0,0
FPpkt,3,,27,533,1900-03-19 22:36:41,20,Valid,5,0,2,3,,,,,,,,,,
Null,0,,,,,,,,,,,155,1900-03-19 22:40:57,0,0,0,0,1,0,0,0
Null,0,,,,,,,,,,,156,1900-03-19 22:41:42,0,0,0,0,1,0,0,0
Null,0,,,,,,,,,,,157,1900-03-19 22:42:03,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,158,1900-03-19 22:43:12,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,159,1900-03-19 22:45:40,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,160,1900-03-19 22:45:49,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,161,1900-03-19 22:45:59,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,162,1900-03-19 22:46:09,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,163,1900-03-19 22:47:46,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,164,1900-03-19 22:47:59,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,165,1900-03-19 22:48:14,0,1,0,0,0,0,0,0
CONFIRMED,2,9.0,31,538,1900-03-19 22:48:37,1,Valid,5,3,2,0,166,1900-03-19 22:48:28,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,167,1900-03-19 22:53:53,0,0,0,0,0,0,1,0
Null,0,,,,,,,,,,,168,1900-03-20 08:39:11,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,169,1900-03-20 09:03:29,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,170,1900-03-20 09:04:12,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,171,1900-03-20 09:04:24,0,0,0,0,1,0,0,0
CONFIRMED,1,15.0,32,543,1900-03-20 09:04:51,0,Valid,5,0,2,3,172,1900-03-20 09:04:36,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,173,1900-03-20 09:06:36,0,0,0,0,1 (35 seconds),0,0,0
Null,0,,,,,,,,,,,174,1900-03-20 09:07:09,0,1,0,0,0,0,0,0
CONFIRMED,1,10.0,33,552,1900-03-20 09:10:00,1,Valid,5,1,3,1,175,1900-03-20 09:09:50,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,176,1900-03-20 09:21:00,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,177,1900-03-20 09:51:34,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,178,1900-03-20 10:01:37,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,179,1900-03-20 10:03:40,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,180,1900-03-20 10:04:00,0,0,1,0,0,0,0,0
Null,0,,,,,,,,,,,181,1900-03-20 10:32:41,0,0,1,0,0,0,0,0
Null,0,,,,,,,,,,,182,1900-03-20 10:33:38,0,0,0,0,0,0,0,1
Null,0,,,,,,,,,,,183,1900-03-20 10:35:20,0,0,0,0,0,0,0,1
Null,0,,,,,,,,,,,184,1900-03-20 10:35:25,0,0,1,0,0,0,0,0
CONFIRMED,3,8.0,36,570,1900-03-20 10:38:53,5,Valid,5,2,0,3,185,1900-03-20 10:38:45,0,0,0,0,0,0,0,1
Null,0,,,,,,,,,,,186,1900-03-20 10:41:43,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,187,1900-03-20 10:45:43,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,188,1900-03-20 10:46:31,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,189,1900-03-20 10:47:30,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,190,1900-03-20 10:47:48,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,191,1900-03-20 10:48:04,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,192,1900-03-20 10:51:02,0,0,0,1,0,0,0,0
Null,0,,,,,,,,,,,193,1900-03-20 11:05:07,0,0,1,0,0,0,0,0
Null,0,,,,,,,,,,,194,1900-03-20 11:05:22,0,0,0,1,0,0,0,0
