Doorway,Reviewer,Date,Event Time,Ins,Outs,Passby_near,Passby_far,Linger,Multi(IN),Multi(OUT),Multi(Passby),Comments
W0,Kacie,19-Mar,12:33:48 PM,,,,1,,,,,
W0,Kacie,19-Mar,12:34:30 PM,,,,1,,,,,
W0,Kacie,19-Mar,12:34:40 PM,1,,,,,,,,
W0,Kacie,19-Mar,12:34:50 PM,,,,1,,,,,
W0,Kacie,19-Mar,12:35:00 PM,,,,1,,,,,
W0,Kacie,19-Mar,12:35:15 PM,,,,1,,,,,
W0,Kacie,19-Mar,12:36:24 PM,,,,1,,,,,
W0,Kacie,19-Mar,12:39:03 PM,1,,,,,,,,
W0,Kacie,19-Mar,1:26:05 PM,,,,1,,,,,
W0,Kacie,19-Mar,1:34:09 PM,,,,1,,,,,
W0,Kacie,19-Mar,1:34:38 PM,,,,1,,,,,
W0,Kacie,19-Mar,2:06:36 PM,,,,,1 (40 seconds),,,,
W0,Kacie,19-Mar,2:07:15 PM,1,,,,,,,,
W0,Kacie,19-Mar,2:07:31 PM,,,,,1,,,,man lingering then someone walks up and ands him something
W0,Kacie,19-Mar,2:07:36 PM,,,,,1 (entire video),,,,two people lingering in the doorway
W0,Kacie,19-Mar,2:08:41 PM,1,1,,,,,,,
W0,Kacie,19-Mar,2:08:46 PM,,,,,1 (7 seconds),,,,
W0,Kacie,19-Mar,2:08:52 PM,,1,,,,,,,"after lingering in doorway, man walks away"
W0,Kacie,19-Mar,2:22:19 PM,,1,,,,,,,
W0,Kacie,19-Mar,2:22:24 PM,1,,,,,,,,
W0,Kacie,19-Mar,2:22:46 PM,,1,,,,,,,
W0,Kacie,19-Mar,2:34:58 PM,1,,,,,,,,
W0,Kacie,19-Mar,2:37:15 PM,,,,1,,,,,
W0,Kacie,19-Mar,2:42:10 PM,,,,1,,,,,
W0,Kacie,19-Mar,2:44:40 PM,,,,1,,,,,
W0,Kacie,19-Mar,2:58:09 PM,,,,1,,,,,
W0,Kacie,19-Mar,3:23:43 PM,,,,1,,,,,
W0,Kacie,19-Mar,3:53:23 PM,,1,,,,,,,
W0,Kacie,19-Mar,3:56:34 PM,,,,1,,,,,
W0,Kacie,19-Mar,3:56:55 PM,,1,,,,,,,
W0,Kacie,19-Mar,4:00:33 PM,1,,,,,,,,
W0,Kacie,19-Mar,4:06:46 PM,1,,,,,,,,
W0,Kacie,19-Mar,4:09:19 PM,,,,,,,,,"caught the very end, might be an out or passby"
W0,Kacie,19-Mar,4:09:23 PM,,,,1,,,,,
W0,Kacie,19-Mar,4:52:55 PM,,,,1,,,,,
W0,Kacie,19-Mar,4:54:52 PM,,1,,,,,,,
W0,Kacie,19-Mar,4:55:16 PM,1,,,,,,,,
W0,Kacie,19-Mar,4:55:31 PM,,1,,,,,,,
W0,Kacie,19-Mar,5:10:32 PM,,,,1,,,,,
W0,Kacie,19-Mar,6:00:03 PM,,,,1,,,,,
W0,Kacie,19-Mar,6:00:28 PM,,,,1,,,,,
W0,Kacie,19-Mar,6:03:49 PM,,,,1,,,,,
W0,Kacie,19-Mar,6:05:12 PM,,,,1,,,,,
W0,Kacie,19-Mar,6:26:54 PM,1,,,,,,,,
W0,Kacie,19-Mar,6:27:10 PM,,1,,,,,,,door shut
W0,Kacie,19-Mar,8:24:55 PM,,,,1,,,,,
W0,Kacie,19-Mar,10:11:33 PM,,,,,,1,,,door opened
W0,Kacie,19-Mar,10:16:25 PM,,1,,,,,,,
W0,Kacie,19-Mar,10:30:03 PM,,,,,1 (entire video),,,,
W0,Kacie,19-Mar,10:30:18 PM,1,,,,,,,,enters while the other person is still lingering
W0,Kacie,19-Mar,10:31:03 PM,,,,,1 (entire video),,,,
W0,Kacie,19-Mar,10:32:23 PM,,,,,1 (entire video),,,,
W0,Kacie,19-Mar,10:33:47 PM,,,,,1,,,,nicole changing out camera
W0,Kacie,19-Mar,10:40:57 PM,,,,,1,,,,nicole sitting in chair at table in the corner
W0,Kacie,19-Mar,10:41:42 PM,,,,,1,,,,nicole working on waldo
W0,Kacie,19-Mar,10:42:03 PM,1,,,,,,,,jeff entered while nicole was working on waldo in the doorway
W0,Kacie,19-Mar,10:43:12 PM,,,,1,,,,,nicole passes by but then lingers in the corner
W0,Kacie,19-Mar,10:45:40 PM,,1,,,,,,,
W0,Kacie,19-Mar,10:45:49 PM,1,,,,,,,,
W0,Kacie,19-Mar,10:45:59 PM,,1,,,,,,,
W0,Kacie,19-Mar,10:46:09 PM,1,,,,,,,,
W0,Kacie,19-Mar,10:47:46 PM,,1,,,,,,,
W0,Kacie,19-Mar,10:47:59 PM,1,,,,,,,,
W0,Kacie,19-Mar,10:48:14 PM,,1,,,,,,,
W0,Kacie,19-Mar,10:48:28 PM,1,,,,,,,,
W0,Kacie,19-Mar,10:53:53 PM,,,,,,,1,,door shut
W0,Kacie,20-Mar,8:39:11 AM,,,,1,,,,,
W0,Kacie,20-Mar,9:03:29 AM,1,,,,,,,,"door opened, may be a linger when he was typing in code"
W0,Kacie,20-Mar,9:04:12 AM,1,,,,,,,,
W0,Kacie,20-Mar,9:04:24 AM,,,,,1,,,,jacob standing next to table working on waldo
W0,Kacie,20-Mar,9:04:36 AM,,,,1,,,,,
W0,Kacie,20-Mar,9:06:36 AM,,,,,1 (35 seconds),,,,
W0,Kacie,20-Mar,9:07:09 AM,,1,,,,,,,
W0,Kacie,20-Mar,9:09:50 AM,1,,,,,,,,
W0,Kacie,20-Mar,9:21:00 AM,,,,1,,,,,
W0,Kacie,20-Mar,9:51:34 AM,,,,1,,,,,
W0,Kacie,20-Mar,10:01:37 AM,,,,1,,,,,
W0,Kacie,20-Mar,10:03:40 AM,,,,1,,,,,
W0,Kacie,20-Mar,10:04:00 AM,,,1,,,,,,
W0,Kacie,20-Mar,10:32:41 AM,,,1,,,,,,
W0,Kacie,20-Mar,10:33:38 AM,,,,,,,,1,
W0,Kacie,20-Mar,10:35:20 AM,,,,,,,,1,
W0,Kacie,20-Mar,10:35:25 AM,,,1,,,,,,
W0,Kacie,20-Mar,10:38:45 AM,,,,,,,,1,
W0,Kacie,20-Mar,10:41:43 AM,,1,,,,,,,
W0,Kacie,20-Mar,10:45:43 AM,1,,,,,,,,
W0,Kacie,20-Mar,10:46:31 AM,,1,,,,,,,
W0,Kacie,20-Mar,10:47:30 AM,1,,,,,,,,
W0,Kacie,20-Mar,10:47:48 AM,1,,,,,,,,
W0,Kacie,20-Mar,10:48:04 AM,,1,,,,,,,
W0,Kacie,20-Mar,10:51:02 AM,,,,1,,,,,
W0,Kacie,20-Mar,11:05:07 AM,,,1,,,,,,
W0,Kacie,20-Mar,11:05:22 AM,,,,1,,,,,
W0,Kacie,20-Mar,11:10:21 AM,1,,,,,,,,
W0,Kacie,20-Mar,11:14:41 AM,,1,,,,,,,
W0,Kacie,20-Mar,11:25:17 AM,,,1,,,,,,
W0,Kacie,20-Mar,11:26:56 AM,,,1,,,,,,caught the end of the event. could be a passby or out
W0,Kacie,20-Mar,11:28:47 AM,,,,1,,,,,
W0,Kacie,20-Mar,11:31:20 AM,,,,1,,,,,
W0,Kacie,20-Mar,11:39:35 AM,,,,,1,,,,someone standing beside the doorway and then walked away
W0,Kacie,20-Mar,11:39:46 AM,1,,,,,,,,
W0,Kacie,20-Mar,11:39:55 AM,,,,1,,,,,
W0,Kacie,20-Mar,11:40:10 AM,,,,,1 (7 seconds),,,,
W0,Kacie,20-Mar,11:40:17 AM,,1,,,,,,,
W0,Kacie,20-Mar,11:40:22 AM,,,,,1,,,,man on ladder in doorway
W0,Kacie,20-Mar,11:40:34 AM,,,,,1 (entire video),,,,man on ladder in doorway
W0,Kacie,20-Mar,11:41:34 AM,,,,,1 (15 seconds),,,,man on ladder in doorway
W0,Kacie,20-Mar,11:41:49 AM,,1,,,,,,,
W0,Kacie,20-Mar,11:42:07 AM,,1,,,,,,,
W0,Kacie,20-Mar,11:47:12 AM,1,,,,,,,,
W0,Kacie,20-Mar,11:47:49 AM,1,,,,,,,,
W0,Kacie,20-Mar,11:52:23 AM,,,1,,,,,,person kind of pacing back and forth?
W0,Kacie,20-Mar,11:52:34 AM,,,1,,,,,,
W0,Kacie,20-Mar,12:10:36 PM,,,,1,,,,,
W0,Kacie,20-Mar,12:16:47 PM,,,1,,,,,,
W0,Kacie,20-Mar,12:17:34 PM,,,,1,,,,,
W0,Kacie,20-Mar,12:20:41 PM,,,,,1 (45 seconds),,,,stands in the hall and then walks down stairs after 45 seconds
W0,Kacie,20-Mar,12:24:40 PM,,,,,1,,,,man sets up ladder in doorway
W0,Kacie,20-Mar,12:29:20 PM,,,,,1 (30 seconds),,,,man on ladder
W0,Kacie,20-Mar,12:29:51 PM,,1,,,,,,,
W0,Kacie,20-Mar,12:30:46 PM,,,,1,,,,,
W0,Kacie,20-Mar,12:37:17 PM,,,,1,,,,,
W0,Kacie,20-Mar,12:44:39 PM,,1,,,,,,,
W0,Kacie,20-Mar,12:46:36 PM,1,,,,,,,,
W0,Kacie,20-Mar,12:46:52 PM,,,,1,,,,,
W0,Kacie,20-Mar,1:08:46 PM,,,,1,,,,,
W0,Kacie,20-Mar,1:25:18 PM,,,,1,,,,,
W0,Kacie,20-Mar,1:26:18 PM,,,,,,,,1,two people pass by
W0,Kacie,20-Mar,1:26:53 PM,,,,,,1,,,2 people
W0,Kacie,20-Mar,1:27:05 PM,,,,,,,1,,
W0,Kacie,20-Mar,1:27:57 PM,,,,,1 (8 seconds),,,,
W0,Kacie,20-Mar,1:27:38 PM,,1,,,,,,,
W0,Kacie,20-Mar,1:28:34 PM,,,,1,,,,,
W0,Kacie,20-Mar,1:31:26 PM,,,,1,,,,,
W0,Kacie,20-Mar,1:34:42 PM,,1,,,,,,,only caught the end of the event but i believe it was an out
W0,Kacie,20-Mar,1:38:56 PM,,,,1,,,,,
W0,Kacie,20-Mar,1:39:20 PM,,,,1,,,,,
W0,Kacie,20-Mar,1:39:37 PM,,,1,,,,,,
W0,Kacie,20-Mar,1:46:58 PM,,,,1,,,,,
W0,Kacie,20-Mar,1:47:06 PM,,,,1,,,,,
W0,Kacie,20-Mar,1:47:32 PM,,,1,,,,,,
W0,Kacie,20-Mar,1:50:40 PM,,,,1,,,,,
W0,Kacie,20-Mar,1:59:30 PM,,,,1,,,,,caught very end of event so im not positive it was a passby
W0,Kacie,20-Mar,2:05:16 PM,,,,1,,,,,
W0,Kacie,20-Mar,2:06:22 PM,1,,,,,,,,
W0,Kacie,20-Mar,2:07:19 PM,,,,,,,1,,2 people
W0,Kacie,20-Mar,2:11:15 PM,1,,,,,,,,
W0,Kacie,20-Mar,2:16:14 PM,,,,,1,,,,foot in the video by the door for the whole video
W0,Kacie,20-Mar,2:19:22 PM,,,,,1 (15 seconds),,,,
W0,Kacie,20-Mar,2:19:45 PM,,,1,,,,,,
W0,Kacie,20-Mar,2:25:32 PM,,,,1,,,,,
W0,Kacie,20-Mar,2:35:53 PM,,,,,1 (23 seconds),,,,someones leg in view of the camera
W0,Kacie,20-Mar,2:36:16 PM,,,,1,,,,,
W0,Kacie,20-Mar,2:50:03 PM,,1,,,,,,,
W0,Kacie,20-Mar,2:47:02 PM,,1,,,,,,,
W0,Kacie,20-Mar,2:57:38 PM,,,,1,,,,,
W0,Kacie,20-Mar,3:01:50 PM,1,,,,,,,,
W0,Kacie,20-Mar,3:11:36 PM,1,,,,,,,,
W0,Kacie,20-Mar,3:21:46 PM,,1,,,,,,,
W0,Kacie,20-Mar,3:21:50 PM,,,,,1 (60 seconds),,,,person sitting in chair in the corner
W0,Kacie,20-Mar,3:25:00 PM,,,,1,,,,,
W0,Kacie,20-Mar,3:25:40 PM,,,,1,,,,,
W0,Kacie,20-Mar,3:28:08 PM,,,,1,,,,,
W0,Kacie,20-Mar,3:28:28 PM,,,,1,,,,,
W0,Kacie,20-Mar,4:51:24 PM,,1,,,,,,,
W0,Kacie,20-Mar,4:53:36 PM,,,,1,,,,,
W0,Kacie,20-Mar,4:58:35 PM,,,,,1 (25 seconds),,,,
W0,Kacie,20-Mar,4:59:00 PM,,1,,,,,,,
W0,Kacie,20-Mar,4:59:28 PM,1,,,,,,,,
W0,Kacie,20-Mar,5:00:11 PM,,1,,,,,,,
W0,Kacie,20-Mar,5:20:33 PM,1,,,,,,,,
W0,Kacie,20-Mar,5:22:17 PM,,1,,,,,,,door shut
W0,Kacie,21-Mar,7:49:04 AM,1,,,,,,,,door open
W0,Kacie,21-Mar,8:00:19 AM,,,,,1 (entire video),,,,jacob messing with waldo
W0,Kacie,21-Mar,8:00:38 AM,,,,,1 (10 seconds),,,,
W0,Kacie,21-Mar,8:00:49 AM,,1,,,,,,,
W0,Kacie,21-Mar,8:06:34 AM,1,,,,,,,,
W0,Kacie,21-Mar,8:08:03 AM,,1,,,,,,,
W0,Kacie,21-Mar,8:08:16 AM,1,,,,,,,,
W0,Kacie,21-Mar,8:08:33 AM,,1,,,,,,,
W0,Kacie,21-Mar,8:08:53 AM,1,,,,,,,,
W0,Kacie,21-Mar,8:09:24 AM,,1,,,,,,,
W0,Kacie,21-Mar,8:09:52 AM,1,,,,,,,,
W0,Kacie,21-Mar,8:10:29 AM,,1,,,,,,,
W0,Kacie,21-Mar,8:10:48 AM,1,,,,,,,,
W0,Kacie,21-Mar,8:11:53 AM,,1,,,,,,,
W0,Kacie,21-Mar,8:12:45 AM,1,,,,,,,,
W0,Kacie,21-Mar,8:13:11 AM,,1,,,,,,,
W0,Kacie,21-Mar,8:18:23 AM,1,,,,,,,,
W0,Kacie,21-Mar,8:19:02 AM,,1,,,,,,,door shut
W0,Kacie,21-Mar,10:45:50 AM,,,,1,,,,,
W0,Kacie,21-Mar,10:46:32 AM,,,,1,,,,,
W0,Kacie,21-Mar,11:04:18 AM,,,,1,,,,,
W0,Kacie,21-Mar,11:19:37 AM,,,,1,,,,,
W0,Kacie,21-Mar,11:54:14 AM,,,,1,,,,,
W0,Kacie,21-Mar,11:58:50 AM,,,,1,,,,,
W0,Kacie,21-Mar,11:59:40 AM,,,,1,,,,,
W0,Kacie,21-Mar,12:00:00 PM,,,,1,,,,,
W0,Kacie,21-Mar,12:03:01 PM,,,,1,,,,,
W0,Kacie,21-Mar,12:03:44 PM,,,,,1 (7 seconds),,,,person trying to open the door
W0,Kacie,21-Mar,12:03:59 PM,1,,,,,,,,door open
W0,Kacie,21-Mar,12:04:06 PM,,,,1,,,,,
W0,Kacie,21-Mar,12:04:38 PM,,,,1,,,,,
W0,Kacie,21-Mar,12:29:30 PM,,,1,,,,,,
W0,Kacie,21-Mar,12:29:46 PM,,,,1,,,,,
W0,Kacie,21-Mar,12:30:34 PM,,,,1,,,,,
W0,Kacie,21-Mar,12:36:54 PM,,,1,,,,,,
W0,Kacie,21-Mar,12:37:00 PM,,,,1,,,,,
W0,Kacie,21-Mar,12:56:39 PM,,,,1,,,,,
W0,Kacie,21-Mar,1:00:56 PM,,,,1,,,,,
W0,Kacie,21-Mar,1:01:12 PM,,,1,,,,,,
W0,Kacie,21-Mar,1:01:20 PM,,1,,,,,,,
W0,Kacie,21-Mar,1:01:37 PM,,,,1,,,,,
W0,Kacie,21-Mar,1:29:47 PM,,1,,,,,,,
W0,Kacie,21-Mar,1:29:52 PM,,,1,,,,,,person walked out and then turned back to come shut the door
W0,Kacie,21-Mar,1:30:10 PM,1,,,,,,,,
W0,Kacie,21-Mar,1:35:00 PM,,1,,,1 (10 seonds),,,,walks out doorway and then stands there for a few seconds and then keeps walking
W0,Kacie,21-Mar,1:35:14 PM,,,,1,,,,,
W0,Kacie,21-Mar,1:35:18 PM,1,,,,,,,,
W0,Kacie,21-Mar,1:53:40 PM,,,,1,,,,,
W0,Kacie,21-Mar,2:04:30 PM,,1,,,,,,,after walking out he kind of walks in a circle in the hallway
W0,Kacie,21-Mar,2:04:43 PM,1,,,,,,,,
W0,Kacie,21-Mar,2:14:28 PM,,,,1,,,,,
W0,Kacie,21-Mar,2:16:28 PM,,,,1,,,,,
W0,Kacie,21-Mar,2:30:11 PM,,1,,,,,,,
W0,Kacie,21-Mar,2:36:30 PM,1,,,,,,,,
W0,Kacie,21-Mar,2:36:55 PM,,1,,,,,,,door shut
W0,Kacie,21-Mar,2:44:20 PM,,,,1,,,,,
W0,Kacie,21-Mar,2:44:41 PM,,,1,,,,,,
W0,Kacie,21-Mar,2:51:30 PM,1,,,,,,,,door open
W0,Kacie,21-Mar,3:00:56 PM,,,,1,,,,,
W0,Kacie,21-Mar,3:19:51 PM,,1,,,,,,,door shut
W0,Kacie,21-Mar,3:40:56 PM,1,,,,,,,,door open
W0,Kacie,21-Mar,4:42:14 PM,,1,,,,,,,door shut
W0,Kacie,21-Mar,4:44:17 PM,1,,,,,,,,door open
W0,Kacie,21-Mar,4:58:18 PM,,,,1,,,,,
W0,Kacie,21-Mar,5:28:14 PM,,,,,1 (entire video),,,,person standing a couple of feet in front of doorway
W0,Kacie,21-Mar,5:29:14 PM,,,,,1 (35 seconds),,,,
W0,Kacie,21-Mar,5:29:47 PM,,1,,,,,,,
W0,Kacie,21-Mar,5:44:11 PM,,1,,,,,,,door shut
W0,Kacie,21-Mar,6:00:22 PM,,,,1,,,,,
W0,Kacie,21-Mar,7:02:40 PM,,,,1,,,,,
W0,Kacie,22-Mar,8:45:35 AM,1,,,,,,,,door open
W0,Kacie,22-Mar,8:46:04 AM,,,,,1 (10 seconds),,,,jacob messing with waldo
W0,Kacie,22-Mar,8:46:16 AM,,1,,,,,,,
W0,Kacie,22-Mar,8:47:03 AM,,,,,1 (30 seconds),,,,jacob messing with waldo
W0,Kacie,22-Mar,8:47:32 AM,,,,,1 (17 seconds),,,,
W0,Kacie,22-Mar,8:47:50 AM,,1,,,,,,,
W0,Kacie,22-Mar,10:42:00 AM,1,,,,,,,,
W0,Kacie,22-Mar,10:42:04 AM,,,,1,,,,,
W0,Kacie,22-Mar,11:02:00 AM,,,,1,,,,,
W0,Kacie,22-Mar,11:11:53 AM,,1,,,,,,,caught the end of the event so could have also been a passby
W0,Kacie,22-Mar,11:19:04 AM,1,,,,,,,,
W0,Kacie,22-Mar,11:19:46 AM,,,1,,,,,,
W0,Kacie,22-Mar,11:19:53 AM,,,1,,,,,,
W0,Kacie,22-Mar,11:43:40 AM,1,,,,,,,,
W0,Kacie,22-Mar,11:43:48 AM,,1,,,,,,,
W0,Kacie,22-Mar,11:43:55 AM,,,,1,,,,,
W0,Kacie,22-Mar,11:45:47 AM,1,,,,,,,,
W0,Kacie,22-Mar,11:54:33 AM,,,,1,,,,,
W0,Kacie,22-Mar,11:56:48 AM,,,,,1 (7 seconds),,,1,2 people passby
W0,Kacie,22-Mar,11:56:53 AM,1,,,,,,,,
W0,Kacie,22-Mar,11:57:18 AM,,,,1,,,,,
W0,Kacie,22-Mar,12:04:39 PM,,,,1,,,,,
W0,Kacie,22-Mar,12:32:38 PM,,,,1,,,,,
W0,Kacie,22-Mar,12:33:03 PM,,,,1,,,,,
W0,Kacie,22-Mar,12:33:15 PM,,,,1,,,,,
W0,Kacie,22-Mar,12:37:28 PM,,,,1,,,,,person getting in chair in the corner of video
W0,Kacie,22-Mar,1:36:30 PM,,,,1,,,,,
W0,Kacie,22-Mar,1:43:26 PM,,,,1,,,,,
W0,Kacie,22-Mar,2:10:14 PM,1,,,,,,,,
W0,Kacie,22-Mar,2:11:14 PM,,,,,1 (5 seconds),,,,
W0,Kacie,22-Mar,2:11:19 PM,,,1,,,,,,one person passes by really close to the door and then another person basses by far away
W0,Kacie,22-Mar,2:55:02 PM,,,,1,,,,,
W0,Kacie,22-Mar,2:55:15 PM,,,1,,,,,,
W0,Kacie,22-Mar,2:58:30 PM,,1,,,,,,,
W0,Kacie,22-Mar,3:00:00 PM,,,,,,,,1,two people walk by and one shuts the door
W0,Kacie,22-Mar,3:00:04 PM,,,,,,,,1,2 people passby very closely
W0,Kacie,22-Mar,3:09:06 PM,,,,1,,,,,
W0,Kacie,22-Mar,3:58:20 PM,,,,1,,,,,
W0,Kacie,22-Mar,4:06:33 PM,,,,1,,,,,
W0,Kacie,22-Mar,4:16:56 PM,1,,,,,,,,door open
W0,Kacie,22-Mar,4:17:13 PM,,,,1,,,,,
W0,Kacie,22-Mar,4:17:22 PM,,1,,,,,,,
W0,Kacie,22-Mar,4:22:13 PM,1,,,,,,,,
W0,Kacie,22-Mar,4:22:24 PM,,1,,,,,,,
W0,Kacie,22-Mar,4:40:11 PM,,,,,,1,,,4 people in
W0,Kacie,22-Mar,4:40:18 PM,,,,,,1,,,3 people in and then stood in front of the doorway
W0,Kacie,22-Mar,4:40:27 PM,,1,,,,,,,little girl walked out
W0,Kacie,22-Mar,4:40:35 PM,1,,,,,,,,
