Trevor,  ID: 0,out,lab_out,18,1,5988,5987,0,6912,6912,1,924
Trevor,  ID: 1,out,hallway_out,26,1,4630,4629,0,5240,5240,1,100
Trevor,  ID: 5,in,office_in,5,8870,14113,5243,1,12086,12085,8869,2027
Trevor,  ID: 0,out,lab_out,19,1,5720,5719,0,6535,6535,1,815
Trevor,  ID: 1,out,hallway_out,28,1,4774,4773,0,5588,5588,1,10788
Trevor,  ID: 5,in,office_in,6,7989,11797,3808,0,11074,11074,7989,723
Trevor,  ID: 0,out,lab_out,20,1,5584,5583,0,6470,6470,1,886
Trevor,  ID: 1,out,hallway_out,30,0,4388,4388,1,5374,5373,1,18000
Trevor,  ID: 5,in,office_in,7,9147,13766,4619,0,12096,12096,9147,1670
Trevor,  ID: 5,in,office_in,8,0,9062,9062,1,9062,9061,1,0
Trevor,  ID: 0,out,lab_out,21,1,5726,5725,0,6501,6501,1,775
Trevor,  ID: 1,out,hallway_out,32,1,4304,4303,0,5046,5046,1,8420
Trevor,  ID: 5,in,office_in,9,1777,6302,4525,2560,4294959856,4294962240,4301,24959
Trevor,  ID: 0,out,lab_out,22,1,6302,6301,0,6980,6980,1,678
Trevor,  ID: 1,out,hallway_out,34,1,4539,4538,0,5244,5244,1,971
Trevor,  ID: 5,in,office_in,10,8735,13667,4932,1,12025,12024,8734,1642
Trevor, -- ID: 5,in,office_in,11,0,1,1,1,1,0,1,0
Trevor,  ID: 0,out,lab_out,23,1,5584,5583,0,6096,6096,1,512
Trevor,  ID: 1,out,hallway_out,36,0,4622,4622,1,5121,5120,1,2546
Trevor,  ID: 5,in,office_in,12,651,4907,4256,0,1006,8720,13088,6100
Trevor,  ID: 0,out,lab_out,24,1,5746,5745,0,6366,6366,1,620
Trevor,  ID: 1,out,hallway_out,38,1,4410,4409,0,5273,5273,1,21066
Trevor,  ID: 5,in,office_in,13,2690,6978,4288,0,6023,6023,2690,955
Trevor,  ID: 0,out,lab_out,25,1,5858,5857,0,6403,6403,1,545
Trevor,  ID: 1,out,hallway_out,40,1,4633,4632,0,5608,5608,1,8664
Trevor,  ID: 5,in,office_in,14,2741,8703,5962,0,7271,7271,2741,1432
Trevor,  ID: 0,out,lab_out,26,1,6602,6601,0,7146,7146,1,544
Trevor,  ID: 1,out,hallway_out,42,980,4271,3291,0,5016,5016,980,233
Trevor,  ID: 5,in,office_in,15,8834,13602,4768,0,12052,12052,8834,1550
Trevor,  ID: 0,out,lab_out,27,1,6467,6466,0,7116,7116,1,649
Trevor,  ID: 1,out,hallway_out,44,1,4880,4879,0,5623,5623,1,16868
Trevor,  ID: 5,in,office_in,16,7747,11797,4050,0,10725,10725,7747,1072
Trevor,  ID: 0,out,lab_out,28,1,5755,5754,1,6334,6333,0,579
Trevor,  ID: 1,out,hallway_out,46,1,4633,4632,0,5255,5255,1,1315
Trevor,  ID: 5,in,office_in,17,10964,17396,6432,0,14656,14656,10964,2740
Trevor,  ID: 0,out,lab_out,29,1,5204,5203,0,5821,5821,1,617
Trevor,  ID: 1,out,hallway_out,48,1,4877,4876,1,6096,6095,0,1217
Trevor,  ID: 5,in,office_in,18,11562,17008,5446,0,16091,16091,11562,917
Trevor,  ID: 0,out,lab_out,30,1,5986,5985,0,6975,6975,1,989
Trevor,  ID: 1,out,hallway_out,50,1,5133,5132,0,5754,5754,1,16996
Trevor,  ID: 5,in,office_in,19,9178,15137,5959,0,13229,13229,9178,1908
Trevor,  ID: 0,out,lab_out,31,1,4796,4795,0,5511,5511,1,715
Trevor,  ID: 1,out,hallway_out,52,1,4765,4764,0,5630,5630,1,108
Trevor,  ID: 5,in,office_in,20,11095,16469,5374,1,14315,14314,11094,2154
Trevor,  ID: 0,out,lab_out,32,1,6193,6192,0,6810,6810,1,617
Trevor,  ID: 1,out,hallway_out,54,1,4634,4633,0,5256,5256,1,100
Trevor,  ID: 5,in,office_in,21,1,14428,14427,0,12640,12640,1,1788
Trevor,  ID: 0,out,lab_out,33,1,6941,6940,0,7487,7487,1,546
Trevor,  ID: 1,out,hallway_out,56,1,4647,4646,0,5380,5380,1,1244
Trevor,  ID: 5,in,office_in,22,9621,14627,5006,0,12958,12958,9621,1669
Trevor,  ID: 0,out,lab_out,34,1,5958,5957,0,6538,6538,1,580
Trevor,  ID: 1,out,hallway_out,58,1,5116,5115,0,5738,5738,1,4196
Trevor,  ID: 5,in,office_in,23,8703,14185,5482,0,12396,12396,8703,1789
Trevor,  ID: 0,out,lab_out,35,1,6270,6269,0,7051,7051,1,781
Trevor,  ID: 1,out,hallway_out,60,1,4870,4869,0,5493,5493,1,357
Trevor,  ID: 5,in,office_in,24,10035,16949,6914,0,13729,13729,10035,3220
Trevor,  ID: 0,out,lab_out,36,1,5648,5647,0,6468,6468,1,820
Trevor,  ID: 1,out,hallway_out,62,1,4669,4668,0,5897,5897,1,456
Trevor,  ID: 5,in,office_in,25,10133,15344,5211,0,13429,13429,10133,1915
Trevor,  ID: 0,out,lab_out,37,1,6510,6509,1,7393,7392,0,883
Trevor,  ID: 1,out,hallway_out,64,1,5243,5242,0,5985,5985,1,8676
Trevor,  ID: 5,in,office_in,26,3454,8698,5244,0,7267,7267,3454,1431
Trevor,  +ID: 5,in,office_in,31,6524,9858,3334,0,8904,8904,6524,954
Trevor,  +ID: 5,in,office_in,33,7236,11954,4718,0,10763,10763,7236,1191
Trevor,  +ID: 5,in,office_in,35,7477,11935,4458,0,10770,10770,7477,1165
Trevor,  +ID: 5,in,office_in,37,6447,10910,4463,1,9362,9361,6446,1548
Trevor,  +ID: 5,in,office_in,39,6520,11286,4766,0,9618,9618,6520,1668
Trevor,  ID: 5,out,office_out,27,1,5964,5963,1,8707,8706,0,2743
Trevor,  ID: 1,in,hallway_in,66,6711,14498,7787,0,14498,14498,6711,578
Trevor,  ID: 0,in,lab_in,38,5428,10129,4701,0,9275,9275,5428,854
Trevor,  ID: 5,out,office_out,28,1,5960,5959,0,8209,8209,1,2249
Trevor,  ID: 1,in,hallway_in,68,6099,12312,6213,0,12312,12312,6099,2
Trevor,  ID: 0,in,lab_in,39,3852,8790,4938,0,8374,8374,3852,416
Trevor,  --ID: 5,out,office_out,29,0,1,1,1,1,0,1,0
Trevor,  --ID: 5,out,office_out,30,1,4223,4294963718,16983,4294953561,4294960830,4294958273,20462
Trevor,  ID: 1,in,hallway_in,70,5483,13577,8094,0,12117,12117,5483,4272
Trevor,  ID: 0,in,lab_in,40,4739,8926,4187,0,8172,8172,4739,754
Trevor,  ID: 5,out,office_out,1,1,5232,5231,0,7660,7660,1,2428
Trevor,  ID: 1,in,hallway_in,72,4631,12418,7787,0,11197,11197,4631,1481
Trevor,  ID: 0,in,lab_in,41,4405,8450,4045,0,7832,7832,4405,618
Trevor,  ID: 5,out,office_out,2,1,5448,5447,1,6281,6280,0,833
Trevor,  ID: 1,in,hallway_in,74,6097,13894,7797,0,13040,13040,6097,768
Trevor,  ID: 0,in,lab_in,42,3653,8380,4727,0,7830,7830,3653,550
Trevor,  ID: 5,out,office_out,3,1,5853,5852,0,8477,8477,1,2624
Trevor,  ID: 1,in,hallway_in,76,6339,13711,7372,0,12735,12735,6339,4820
Trevor,  ID: 0,in,lab_in,43,4095,8722,4627,0,7731,7731,4095,991
Trevor,  ID: 5,out,office_out,4,1,5850,5849,1,8516,8515,0,2666
Trevor,  ID: 1,in,hallway_in,78,5607,12550,6943,0,12550,12550,5607,12326
Trevor,  ID: 0,in,lab_in,44,4713,9510,4797,0,8728,8728,4713,782
Trevor,  ID: 5,out,office_out,5,1,5483,5482,0,7972,7972,1,2489
Trevor,  ID: 1,in,hallway_in,80,4636,14291,9655,0,14291,14291,4636,4294935568
Trevor,  ID: 0,in,lab_in,45,6182,11216,5034,0,10467,10467,6182,749
Trevor,  ID: 5,out,office_out,6,1,8213,8212,1,9708,9707,0,1495
Trevor,  ID: 1,in,hallway_in,82,4392,13480,9088,0,13480,13480,4392,20497
Trevor,  ID: 0,in,lab_in,46,4096,8965,4869,0,8318,8318,4096,647
Trevor,  ID: 5,out,office_out,7,1,7391,7390,0,8582,8582,1,1191
Trevor,  ID: 1,in,hallway_in,84,4633,8673,4040,0,8672,8672,4633,16649
Trevor,  ID: 0,in,lab_in,47,3965,9139,5174,0,8178,8178,3965,961
Trevor,  ID: 5,out,office_out,8,1,6429,6428,1,9529,9528,0,3100
Trevor,  ID: 1,in,hallway_in,86,4146,14097,9951,0,12389,12389,4146,10116
Trevor,  ID: 0,in,lab_in,48,4743,9921,5178,0,8996,8996,4743,925
Trevor,  ID: 5,out,office_out,9,1,6195,6194,0,8580,8580,1,2385
Trevor,  ID: 1,in,hallway_in,88,4022,14314,10292,0,11996,11996,4022,256
Trevor,  ID: 0,in,lab_in,49,4650,10031,5381,1,9586,9585,4649,445
Trevor,  ID: 5,out,office_out,10,1,5738,5737,1,8955,8954,0,3217
Trevor,  ID: 1,in,hallway_in,90,3292,16035,12743,0,13476,13476,3292,2559
Trevor,  ID: 0,in,lab_in,50,4096,8858,4762,0,8179,8179,4096,679
Trevor,  ID: 5,out,office_out,11,1,3818,3817,0,7633,7633,1,3815
Trevor,  ID: 1,in,hallway_in,92,4757,15975,11218,0,14390,14390,4757,2608
Trevor,  ID: 0,in,lab_in,51,3957,8480,4523,1,7842,7841,3956,638
Trevor,  ID: 5,out,office_out,12,1,5298,5297,0,7445,7445,1,2147
Trevor,  ID: 1,in,hallway_in,94,3779,13035,9256,0,11087,11087,3779,16528
Trevor,  ID: 0,in,lab_in,52,4023,8307,4284,1,7527,7526,4022,780
Trevor,  ID: 5,out,office_out,13,1,5503,5502,0,8125,8125,1,2622
Trevor,  ID: 1,in,hallway_in,96,4758,15344,10586,0,15355,15355,4758,274
Trevor,  ID: 0,in,lab_in,53,5424,9714,4290,1,9163,9162,5423,551
Trevor,  ID: 5,out,office_out,14,1,4857,4856,0,7177,7177,1,2320
Trevor,  ID: 1,in,hallway_in,98,5728,12832,7104,0,12832,12832,5728,9748
Trevor,  ID: 0,in,lab_in,54,4984,10365,5381,0,9612,9612,4984,753
Trevor,  ID: 5,out,office_out,15,1,5862,5861,0,8245,8245,1,2383
Trevor,  ID: 1,in,hallway_in,100,4387,13584,9197,0,12364,12364,4387,4294951112
Trevor,  ID: 0,in,lab_in,55,5222,9989,4767,0,9307,9307,5222,682
Trevor,  ID: 5,out,office_out,16,1,4531,4530,1,7125,7124,0,2594
Trevor,  ID: 1,in,hallway_in,102,5613,11391,5778,1,11391,11390,5612,560
Trevor,  ID: 0,in,lab_in,56,5091,10155,5064,0,9505,9505,5091,650
Trevor,  --ID: 5,out,office_out,17,0,1,1,1,1,0,1,0
Trevor,  ID: 5,out,office_out,18,1,6060,6059,0,8306,8306,1,2246
Trevor,  ID: 1,in,hallway_in,104,5980,13843,7863,0,11893,11893,5980,24976
Trevor,  ID: 0,in,lab_in,57,4475,8725,4250,0,8146,8146,4475,579
Trevor,  ID: 5,out,office_out,19,1,5005,5004,1,7624,7623,0,2619
Trevor,  ID: 1,in,hallway_in,106,5729,12926,7197,0,10730,10730,5729,16565
Trevor,  ID: 0,in,lab_in,58,3987,8035,4048,0,7387,7387,3987,648
Trevor,  ID: 5,out,office_out,20,1,5276,5275,0,7382,7382,1,2106
Trevor,  ID: 1,in,hallway_in,108,5249,11189,5940,0,11188,11188,5249,2057
Trevor,  ID: 0,in,lab_in,59,3858,8348,4490,1,7636,7635,3857,712
Trevor,  ID: 5,out,office_out,21,1,5107,5106,0,7180,7180,1,2073
Trevor,  ID: 1,in,hallway_in,110,5484,12048,6564,0,12058,12058,5484,1288
Trevor,  ID: 0,in,lab_in,60,4847,8998,4151,0,8043,8043,4847,955
Trevor,  ID: 5,out,office_out,22,0,14072,14072,1,17107,17106,1,3035
Trevor,  ID: 1,in,hallway_in,112,4269,12474,8205,0,12484,12484,4269,18
Trevor,  ID: 0,in,lab_in,61,4536,9028,4492,0,8414,8414,4536,614
Trevor,  ID: 5,out,office_out,23,1,5686,5685,0,8310,8310,1,2624
Trevor,  ID: 1,in,hallway_in,114,6469,11933,5464,0,11933,11933,6469,17152
Trevor,  ID: 0,in,lab_in,62,3856,8244,4388,0,7361,7361,3856,883
Trevor,  ID: 5,out,office_out,24,1,5647,5646,0,6363,6363,1,716
Trevor,  ID: 1,in,hallway_in,116,6091,12414,6323,1,12414,12413,6090,14
Trevor,  ID: 0,in,lab_in,63,4540,9164,4624,0,8172,8172,4540,992
Trevor,  ID: 5,out,office_out,25,1,5038,5037,0,7566,7566,1,2528
Trevor,  ID: 1,in,hallway_in,118,4756,13678,8922,0,11759,11759,4756,20290
Trevor,  ID: 0,in,lab_in,64,4614,9450,4836,0,8456,8456,4614,994
Trevor,  ID: 5,out,office_out,26,0,6678,6678,1,9977,9976,1,3299
Trevor,  ID: 1,in,hallway_in,120,4759,14741,9982,0,12545,12545,4759,18354
Trevor,  ID: 0,in,lab_in,65,4645,9817,5172,1,8761,8760,4644,1056
Trevor,  ID: 5,out,office_out,27,1,5604,5603,0,6662,6662,1,1058
Trevor,  ID: 1,in,hallway_in,122,6099,13863,7764,0,13863,13863,6099,9253
Trevor,  ID: 0,in,lab_in,66,3826,8722,4896,0,8038,8038,3826,684
Trevor, +ID: 5,out,office_out,28,1,4628,4627,0,7251,7251,1,2623
Trevor, +ID: 5,out,office_out,30,1,4888,4887,0,7246,7246,1,2358
Trevor, +ID: 5,out,office_out,32,1,4722,4721,0,7517,7517,1,2795
Trevor, +ID: 5,out,office_out,34,1,5006,5005,0,7748,7748,1,2742
Trevor, +ID: 5,out,office_out,36,1,6198,6197,0,9415,9415,1,3217
Trevor, +ID: 5,out,office_out,38,1,5498,5497,0,7892,7892,1,2394
Nicole,  ID: 1,out,hallway_out,126,1,4268,4267,0,5497,5497,16649,3888
Nicole,  ID: 5,in,office_in,41,7915,12916,5001,0,8689,16200,4294947839,4294967269
Nicole,  ID: 0,out,lab_out,70,1,5889,5888,0,6465,6465,1,576
Nicole,  ID: 1,out,hallway_out,128,1,4026,4025,0,5029,24997,4294938635,19487
Nicole,  ID: 5,in,office_in,42,2758,7898,5140,0,5970,5970,2758,1928
Nicole,  ID: 0,out,lab_out,71,1,5626,5625,0,6274,6274,1,648
Nicole,  ID: 1,out,hallway_out,130,1,3041,3040,0,3056,2544,25609,4294941443
Nicole,  ID: 5,in,office_in,43,3073,8410,5337,0,7459,7459,3073,951
Nicole,  ID: 0,out,lab_out,72,1,6168,6167,0,7162,7162,1,994
Nicole,  ID: 1,out,hallway_out,132,1,3797,3796,0,5026,5026,1282,3584
Nicole,  ID: 5,in,office_in,44,2628,7762,5134,0,6674,6674,2628,1088
Nicole,  ID: 0,out,lab_out,73,0,6166,6166,0,6913,6913,0,747
Nicole,  ID: 1,out,hallway_out,134,1,4635,4634,0,5377,5377,3073,950
Nicole,  ID: 5,in,office_in,45,9145,14859,5714,0,13073,4294934546,4294967176,6648
Nicole,  ID: 0,out,lab_out,74,1,5234,5233,0,6226,6226,1,992
Nicole,  ID: 1,out,hallway_out,136,1,4271,4270,0,4939,4939,1,61
Nicole,  ID: 5,in,office_in,46,2395,7394,4999,0,6441,10539,16164,4294967295
Nicole,  ID: 0,out,lab_out,75,1,5379,5378,0,5993,5993,1,614
Nicole,  ID: 1,out,hallway_out,138,1,4634,4633,0,5202,5202,20992,262
Nicole,  ID: 5,in,office_in,47,2835,7836,5001,0,6764,10348,4294967056,4294965236
Nicole,  ID: 0,out,lab_out,76,1,6100,6099,0,6745,6745,1,645
Nicole,  ID: 1,out,hallway_out,140,1,4284,4283,1,5637,5636,0,4294934630
Nicole,  ID: 5,in,office_in,48,9654,15135,5481,0,13467,10393,16163,4294967291
Nicole,  ID: 0,out,lab_out,77,1,5932,5931,0,6991,6991,1,1059
Nicole,  ID: 1,out,hallway_out,142,1,4300,4299,0,5284,5284,513,228
Nicole,  ID: 5,in,office_in,49,2977,7978,5001,1,7025,4464,3904,4294940671
Nicole,  ID: 0,out,lab_out,78,1,6336,6335,0,7184,7184,1,848
Nicole,  ID: 1,out,hallway_out,144,1,5746,5745,0,6488,6488,1,4294959714
Nicole,  ID: 5,in,office_in,50,8836,14553,5717,0,12647,12647,8836,1906
Nicole,  ID: 0,out,lab_out,79,1,6298,6297,0,6951,6951,1,653
Nicole,  ID: 1,out,hallway_out,146,1,4766,4765,0,5984,5984,513,4294949952
Nicole,  ID: 5,in,office_in,51,2866,8312,5446,0,6406,6406,2866,1906
Nicole,  ID: 0,out,lab_out,80,1,5817,5816,0,6811,6811,1,994
Nicole,  ID: 1,out,hallway_out,148,1,4531,4530,0,5398,5398,1,1132
Nicole,  ID: 5,in,office_in,52,3455,10121,6666,0,7738,7738,3455,2383
Nicole,  ID: 0,out,lab_out,81,1,6033,6032,0,6611,6611,1,578
Nicole,  ID: 1,out,hallway_out,150,1,4765,4764,0,5871,5871,1,2050
Nicole,  ID: 5,in,office_in,53,2978,8455,5477,0,7025,7025,2978,1430
Nicole,  ID: 0,out,lab_out,82,1,5783,5782,0,6334,6334,1,551
Nicole,  ID: 1,out,hallway_out,152,1,4502,4501,0,5626,5626,1,4294955046
Nicole,  ID: 5,in,office_in,54,8699,13797,5098,0,13081,13081,8699,716
Nicole,  ID: 0,out,lab_out,83,1,5576,5575,0,6329,6329,1,753
Nicole,  ID: 5,in,office_in,55,2865,8312,5447,1,7114,7113,2864,1198
Nicole,  ID: 0,out,lab_out,84,1,5308,5307,0,6193,6193,1,885
Nicole,  ID: 1,out,hallway_out,156,1,4042,4041,0,5147,5147,1,2625
Nicole,  ID: 5,in,office_in,56,9289,14172,4883,0,13219,12963,16264,4294935295
Nicole,  ID: 0,out,lab_out,85,1,6025,6024,0,6704,6704,1,679
Nicole,  ID: 1,out,hallway_out,158,1,5381,5380,1,6169,6168,0,3600
Nicole,  ID: 5,in,office_in,57,9290,15480,6190,0,13455,13455,9290,2025
Nicole,  ID: 0,out,lab_out,86,1,6195,6194,0,7048,7048,1,853
Nicole,  ID: 1,out,hallway_out,160,1,5490,5489,0,6466,6466,1,22546
Nicole,  ID: 5,in,office_in,58,9530,15245,5715,0,13339,28955,1809,4294967294
Nicole,  ID: 0,out,lab_out,90,0,6189,6189,1,7044,7043,1,855
Nicole,  ID: 1,out,hallway_out,165,1,5487,5486,0,6108,6108,1,4294952044
Nicole,  ID: 5,in,office_in,61,10435,15673,5238,1,14482,31633,3906,4294958335
Nicole,  ID: 0,out,lab_out,92,1,6261,6260,0,6808,6808,1,547
Nicole,  ID: 1,out,hallway_out,167,1,5455,5454,0,6161,6161,1,19400
Nicole,  ID: 5,in,office_in,63,2861,8335,5474,0,6430,6430,2861,1905
Nicole,  ID: 0,out,lab_out,93,1,6402,6401,0,7255,7255,1,853
Nicole,  ID: 1,out,hallway_out,168,1,4894,4893,1,5861,5860,0,15817
Nicole,  ID: 5,in,office_in,64,2971,8447,5476,0,6661,6661,2971,1786
Nicole,  ID: 0,out,lab_out,94,1,6055,6054,0,6843,6843,1,788
Nicole,  ID: 1,out,hallway_out,170,1,5120,5119,0,5860,5860,1,2788
Nicole,  ID: 5,in,office_in,65,9284,14490,5206,0,13056,13056,9284,1434
Nicole,  ID: 0,out,lab_out,95,1,6136,6135,0,6751,6751,1,615
Nicole,  ID: 1,out,hallway_out,172,1,5248,5247,0,5871,5871,1,25957
Nicole,  ID: 5,in,office_in,66,2354,6464,4110,0,5750,5750,2354,714
Nicole,  ID: 0,out,lab_out,96,1,5851,5850,0,6403,6403,1,552
Nicole,  ID: 1,out,hallway_out,174,1,4388,4387,0,5374,5374,1,22989
Nicole,  ID: 5,in,office_in,67,8913,13534,4621,0,12580,12836,1937,4294959102
Nicole,  ID: 0,out,lab_out,97,1,5682,5681,0,6678,6678,1,996
Nicole,  ID: 1,out,hallway_out,176,1,4018,4017,0,5370,5370,1,4294960202
Nicole,  ID: 5,in,office_in,68,10130,14892,4762,0,13462,28822,16256,23039
Nicole,  ID: 0,out,lab_out,98,1,6091,6090,0,6842,6842,1,751
Nicole,  ID: 1,out,hallway_out,178,0,4994,4994,1,5614,5613,1,7524
Nicole,  ID: 5,in,office_in,69,2863,8103,5240,0,6554,6554,2863,1549
Nicole,  ID: 0,out,lab_out,99,1,6296,6295,1,6840,6839,0,544
Nicole,  ID: 1,out,hallway_out,180,1,4993,4992,1,5602,5601,0,2678
Nicole,  ID: 5,in,office_in,70,9422,14423,5001,0,13114,4294939194,3986,4294962687
Nicole,  ID: 0,out,lab_out,100,1,6188,6187,0,6978,6978,1,790
Nicole,  ID: 1,out,hallway_out,182,1,5234,5233,0,5926,5926,1,5132
Nicole,  ID: 5,in,office_in,71,8538,13298,4760,0,11989,11989,8538,1309
Nicole,  ID: 0,out,lab_out,101,1,5991,5990,0,6502,6502,1,511
Nicole,  ID: 5,in,office_in,72,8872,13978,5106,0,12671,12671,8872,1307
Nicole,  ID: 0,out,lab_out,102,1,5930,5929,1,6704,6703,0,774
Nicole,  ID: 1,out,hallway_out,186,1,4749,4748,0,5481,5481,1,5595
Nicole,  ID: 5,in,office_in,73,8706,13946,5240,0,12278,12278,8706,1668
Nicole,  ID: 0,out,lab_out,103,1,5314,5313,0,5859,5859,1,545
Nicole,  ID: 1,out,hallway_out,188,1,4285,4284,0,5514,5514,1,14025
Nicole,  ID: 5,in,office_in,74,8462,13222,4760,0,12032,12032,8462,1190
Nicole,  ID: 0,out,lab_out,104,1,5715,5714,0,6673,6673,1,958
Nicole,  ID: 1,out,hallway_out,190,1,4894,4893,1,5678,5677,0,11067
Nicole,  ID: 5,in,office_in,75,8467,13465,4998,0,11798,9238,16256,4294960382
Nicole,  inID: 5,in,office_in,118,2295,5275,2980,0,4560,4560,2295,715
Nicole,  inID: 5,in,office_in,110,1,4696,4695,0,3933,3933,1,763
Nicole,  inID: 5,in,office_in,112,1,5002,5001,0,4288,4288,1,714
Nicole,  inID: 5,in,office_in,114,1,6912,6911,0,5244,5244,1,1668
Nicole,  inID: 5,in,office_in,116,589,6073,5484,0,4284,4284,589,1789
Nicole,  ID: 5,out,office_out,76,1,4285,4284,0,5832,4296,4294938369,4294942719
Nicole,  ID: 1,in,hallway_in,192,5001,11768,6767,0,11768,11768,5001,34
Nicole,  ID: 0,in,lab_in,105,3616,8239,4623,0,7355,7355,3616,884
Nicole,  ID: 5,out,office_out,77,1,5688,5687,0,8146,8146,1,2458
Nicole,  ID: 1,in,hallway_in,194,5366,12293,6927,0,12293,12293,5366,17697
Nicole,  ID: 0,in,lab_in,106,3655,8521,4866,0,7837,7837,3655,684
Nicole,  ID: 5,out,office_out,78,1,5020,5019,1,5852,5851,0,832
Nicole,  ID: 1,in,hallway_in,196,2681,12517,9836,0,12516,12516,2169,4294953233
Nicole,  ID: 0,in,lab_in,107,3891,7775,3884,0,7775,7775,3891,0
Nicole,  ID: 5,out,office_out,79,1,5132,5131,0,5784,4760,1796,4294942207
Nicole,  ID: 1,in,hallway_in,198,4021,12020,7999,0,12020,12020,4021,2065
Nicole,  ID: 0,in,lab_in,108,3992,8285,4293,0,7735,7735,3992,550
Nicole,  ID: 5,out,office_out,80,1,4185,4184,0,5378,12290,1792,4294959103
Nicole,  ID: 1,in,hallway_in,200,3047,12338,9291,0,10630,10630,3047,4294936974
Nicole,  ID: 0,in,lab_in,109,3819,8076,4257,0,7525,7525,3819,551
Nicole,  ID: 5,out,office_out,81,1,4287,4286,0,5239,5239,1,952
Nicole,  ID: 1,in,hallway_in,202,4633,10332,5699,1,10332,10331,4632,2376
Nicole,  ID: 0,in,lab_in,110,4229,7931,3702,0,7489,7489,4229,442
Nicole,  --ID: 5,out,office_out,82,0,1,1,1,1,0,1,0
Nicole,  ID: 5,out,office_out,83,1,3776,3775,0,4726,4726,1,950
Nicole,  ID: 1,in,hallway_in,204,4512,10696,6184,0,10696,10696,4512,12
Nicole,  ID: 0,in,lab_in,111,3174,7321,4147,0,6981,6981,3174,340
Nicole,  ID: 5,out,office_out,84,1,4172,4171,0,5125,5125,1,953
Nicole,  ID: 1,in,hallway_in,206,3900,11254,7354,0,11254,11254,3900,4294959362
Nicole,  ID: 0,in,lab_in,112,3206,7666,4460,0,7086,7086,3206,580
Nicole,  ID: 5,out,office_out,85,1,5126,5125,0,6762,6762,1,1636
Nicole,  ID: 1,in,hallway_in,208,3533,12720,9187,0,6137,6137,3277,4294942860
Nicole,  ID: 0,in,lab_in,113,5325,8139,2814,0,7866,7866,5325,273
Nicole,  ID: 5,out,office_out,86,1,5202,5201,0,6394,6394,1,1192
Nicole,  ID: 1,in,hallway_in,210,3909,11018,7109,0,11018,11018,3909,4294960416
Nicole,  ID: 0,in,lab_in,114,4612,8485,3873,0,7935,7935,4612,550
Nicole,  ID: 5,out,office_out,87,1,4042,4041,1,4758,4757,0,716
Nicole,  ID: 1,in,hallway_in,212,3533,10913,7380,0,10913,10913,3533,832
Nicole,  ID: 0,in,lab_in,115,3650,8178,4528,0,7633,7633,3650,545
Nicole,  ID: 5,out,office_out,88,1,5000,4999,0,5712,13392,3970,26622
Nicole,  ID: 1,in,hallway_in,214,4151,12218,8067,0,10269,10269,4151,3219
Nicole,  ID: 0,in,lab_in,116,3209,7666,4457,0,7087,7087,3209,579
Nicole,  ID: 5,out,office_out,89,1,4623,4622,0,5302,4294947254,4294938465,24575
Nicole,  ID: 1,in,hallway_in,216,3900,10769,6869,1,10769,10768,3899,4294940969
Nicole,  ID: 0,in,lab_in,117,3412,7933,4521,1,7390,7389,3411,543
Nicole,  ID: 5,out,office_out,90,1,2000,1999,0,10458,10458,1,8458
Nicole,  ID: 1,in,hallway_in,218,4149,11942,7793,0,11953,11953,4149,4294946816
