Nicole,2, out, office_out,1,186,185,0,31,31,1,155
Nicole,2, out, office_out,1,60,59,0,26,26,1,34
Nicole,2, out, office_out,1,168,167,0,26,26,1,142
Nicole,2, out, office_out,1,97,96,0,59,59,1,38
Nicole,2, out, office_out,1,182,181,0,187,187,1,5
Nicole,2, out, office_out,1,229,228,0,243,243,1,14
Nicole,2, out, office_out,1,159,158,0,14,14,1,145
Nicole,2, out, office_out,1,69,68,0,32,32,1,37
Nicole,2, out, office_out,1,255,254,0,115,115,1,140
Nicole,2, out, office_out,1,0,255,0,237,237,1,237
Nicole,2, out, office_out,1,69,68,0,167,167,1,98
Jeff,1, in, hallway_in,206,31,81,0,43,43,206,12
Jeff,1, in, hallway_in,125,80,211,0,80,80,125,0
Jeff,1, in, hallway_in,222,63,97,0,2,2,222,61
Jeff,1, in, hallway_in,231,219,244,0,159,159,231,60
Jeff,1, in, hallway_in,49,72,23,0,168,168,49,96
Jeff,1, in, hallway_in,109,138,29,1,66,65,108,72
Jeff,1, in, hallway_in,230,118,144,0,67,67,230,51
Jeff,1, in, hallway_in,226,212,242,1,212,211,225,0
Jeff,1, in, hallway_in,98,90,248,1,29,28,97,61
Jeff,1, in, hallway_in,108,62,210,0,135,135,108,73
Jeff,1, in, hallway_in,122,70,204,0,254,254,122,184
Jeff,1, in, hallway_in,246,185,195,0,16,16,246,169
Jeff,1, in, hallway_in,232,181,205,0,9,9,232,172
Jeff,1, in, hallway_in,207,151,200,0,88,88,207,63
Jeff,1, in, hallway_in,223,52,85,0,16,16,223,36
Jeff,1, in, hallway_in,96,91,251,0,91,91,96,0
Jeff,1, in, hallway_in,206,110,160,0,110,110,206,0
Jeff,1, in, hallway_in,137,236,99,0,236,236,137,0
Jeff,1, in, hallway_in,218,37,75,0,208,208,218,171
Jeff,1, in, hallway_in,221,20,55,0,20,20,221,0
Jeff,1, in, hallway_in,111,204,93,0,204,204,111,0
Nicole,1, in, hallway_in,162,235,73,0,181,181,162,54
Nicole,1, in, hallway_in,108,166,58,0,19,19,108,147
Nicole,1, in, hallway_in,132,213,81,0,5,5,132,208
Nicole,1, in, hallway_in,109,183,74,0,146,146,109,37
Nicole,1, in, hallway_in,222,0,34,0,98,98,222,98
Nicole,1, in, hallway_in,193,118,181,0,237,237,193,119
Nicole,1, in, hallway_in,121,56,191,0,56,56,121,0
Nicole,1, in, hallway_in,209,206,253,0,206,206,209,0
Nicole,1, in, hallway_in,120,73,209,0,73,73,120,0
Nicole,1, in, hallway_in,218,40,78,0,40,40,218,0
Nicole,1, in, hallway_in,92,32,196,0,31,31,92,1
Nicole,1, in, hallway_in,120,5,141,0,52,52,120,47
Nicole,1, in, hallway_in,125,21,152,0,230,230,125,209
Nicole,1, in, hallway_in,121,186,65,1,141,140,120,45
Nicole,1, in, hallway_in,193,24,87,0,109,109,193,85
Nicole,1, in, hallway_in,133,126,249,0,246,246,133,120
Nicole,1, in, hallway_in,11,223,212,0,162,162,11,61
Nicole,1, in, hallway_in,204,41,93,0,41,41,204,0
Nicole,1, in, hallway_in,27,1,230,0,1,1,27,0
Nicole,1, in, hallway_in,122,104,238,0,188,188,122,84
Nicole,1, in, hallway_in,71,86,15,0,255,255,71,169
Nicole,1, in, hallway_in,51,203,152,0,203,203,51,0
Nicole,1, in, hallway_in,24,143,119,0,98,98,24,45
Nicole,1, in, hallway_in,219,44,81,0,192,192,219,148
Nicole,1, in, hallway_in,33,75,42,0,75,75,33,0
Nicole,1, in, hallway_in,52,188,136,0,18,18,52,170
Nicole,1, in, hallway_in,61,197,136,1,148,147,60,49
Jeff,0, in, lab_in,46,17,227,0,84,84,46,67
Jeff,0, in, lab_in,1,1,0,0,141,141,1,140
Jeff,0, in, lab_in,11,62,51,0,219,219,11,157
Jeff,0, in, lab_in,20,226,206,0,109,109,20,117
Jeff,0, in, lab_in,139,245,106,0,144,144,139,101
Jeff,0, in, lab_in,168,21,109,0,51,51,168,30
Jeff,0, in, lab_in,62,211,149,0,95,95,62,116
Jeff,0, in, lab_in,203,116,169,0,255,255,203,139
Jeff,0, in, lab_in,138,35,153,0,65,65,138,30
Jeff,0, in, lab_in,205,39,90,1,71,70,204,32
Jeff,0, in, lab_in,157,172,15,0,174,174,157,2
Jeff,0, in, lab_in,15,200,185,0,100,100,15,100
Jeff,0, in, lab_in,173,192,19,0,76,76,173,116
Jeff,0, in, lab_in,122,157,35,1,142,141,121,15
Jeff,0, in, lab_in,189,155,222,0,211,211,189,56
Jeff,0, in, lab_in,126,128,2,0,156,156,126,28
Jeff,0, in, lab_in,0,2,2,0,193,193,0,191
Jeff,0, in, lab_in,49,142,93,0,172,172,49,30
Jeff,0, in, lab_in,46,203,157,0,232,232,46,29
Jeff,0, in, lab_in,68,65,253,0,98,98,68,33
Jeff,0, in, lab_in,141,23,138,0,6,6,141,17
Nicole,0, in, lab_in,191,197,6,0,229,229,191,32
Nicole,0, in, lab_in,181,125,200,0,173,173,181,48
Nicole,0, in, lab_in,54,192,138,0,56,56,54,136
Nicole,0, in, lab_in,211,76,121,0,106,106,211,30
Nicole,0, in, lab_in,224,173,205,0,55,55,224,118
Nicole,0, in, lab_in,135,32,153,0,174,174,135,142
Nicole,0, in, lab_in,28,218,190,0,101,101,28,117
Nicole,0, in, lab_in,116,66,206,0,207,207,116,141
Nicole,0, in, lab_in,107,58,207,0,190,190,107,132
Nicole,0, in, lab_in,139,170,31,0,53,53,139,117
Nicole,0, in, lab_in,188,43,111,0,127,127,188,84
Nicole,0, in, lab_in,65,132,67,0,187,187,65,55
Nicole,0, in, lab_in,13,100,87,0,237,237,13,137
Nicole,0, in, lab_in,82,13,187,1,153,152,81,140
Nicole,0, in, lab_in,97,133,36,0,221,221,97,88
Nicole,0, in, lab_in,55,157,102,0,129,129,55,28
Nicole,0, in, lab_in,67,30,219,0,16,16,67,14
Nicole,0, in, lab_in,17,184,167,0,170,170,17,14
Nicole,0, in, lab_in,137,204,67,0,173,173,137,31
Nicole,0, passby_in, lab_in_passby,0,169,169,175,181,6,175,12
Nicole,0, passby_in, lab_in_passby,1,50,49,0,133,133,1,83
Nicole,0, passby_in, lab_in_passby,1,159,158,0,159,159,1,0
Nicole,0, passby_in, lab_in_passby,1,226,225,1,127,126,0,99
Nicole,0, passby_in, lab_in_passby,0,209,209,1,140,139,1,69
Nicole,0, passby_in, lab_in_passby,1,138,137,0,122,122,1,16
Nicole,0, passby_in, lab_in_passby,0,225,225,1,157,156,1,68
Nicole,0, passby_in, lab_in_passby,1,3,2,0,42,42,1,39
Nicole,0, passby_in, lab_in_passby,0,148,148,1,148,147,1,0
Nicole,0, passby_in, lab_in_passby,1,26,25,1,26,25,0,0
Nicole,0, passby_in, lab_in_passby,1,83,82,0,104,104,1,21
Nicole,0, passby_in, lab_in_passby,1,3,2,1,188,187,0,185
Nicole,0, passby_in, lab_in_passby,0,1,1,1,188,187,1,187
Nicole,0, passby_in, lab_in_passby,0,119,119,1,48,47,1,71
Nicole,0, passby_in, lab_in_passby,0,52,52,1,226,225,1,174
Nicole,0, passby_in, lab_in_passby,0,171,171,1,193,192,1,22
Nicole,0, passby_in, lab_in_passby,1,104,103,0,189,189,1,85
Nicole,0, passby_in, lab_in_passby,0,136,136,1,221,220,1,85
Nicole,0, passby_in, lab_in_passby,1,119,118,1,47,46,0,72
Nicole,0, passby_in, lab_in_passby,1,254,253,0,52,52,1,202
Nicole,0, passby_in, lab_in_passby,1,152,151,0,85,85,1,67
Nicole,2, passby_in, office_in_passby,1,110,109,0,110,110,1,0
Nicole,2, passby_in, office_in_passby,1,157,156,0,12,12,1,145
Nicole,2, passby_in, office_in_passby,1,247,246,0,152,152,1,95
Nicole,2, passby_in, office_in_passby,1,204,203,0,134,134,1,70
Nicole,2, passby_in, office_in_passby,0,33,33,1,28,27,1,5
Nicole,2, passby_in, office_in_passby,1,102,101,1,189,188,0,87
Nicole,2, passby_in, office_in_passby,1,143,142,0,241,241,1,98
Nicole,2, passby_in, office_in_passby,1,144,143,0,144,144,1,0
Nicole,0, passby_out, lab_out_passby,1,82,81,0,137,137,1,55
Nicole,0, passby_out, lab_out_passby,255,255,0,0,107,107,255,148
Nicole,0, passby_out, lab_out_passby,255,255,0,0,205,205,255,50
Nicole,0, passby_out, lab_out_passby,255,255,0,1,3,2,254,252
Nicole,0, passby_out, lab_out_passby,255,255,0,1,210,209,254,45
Nicole,0, passby_out, lab_out_passby,255,255,0,0,38,38,255,217
Nicole,0, passby_out, lab_out_passby,255,255,0,0,39,39,255,216
Nicole,0, passby_out, lab_out_passby,0,124,124,255,255,0,255,131
Nicole,0, passby_out, lab_out_passby,255,255,0,0,120,120,255,135
Nicole,0, passby_out, lab_out_passby,255,255,0,0,52,52,255,203
Nicole,0, passby_out, lab_out_passby,255,255,0,0,54,54,255,201
Nicole,0, passby_out, lab_out_passby,255,255,0,0,103,103,255,152
Nicole,0, passby_out, lab_out_passby,1,102,101,255,255,0,254,153
Nicole,2, passby_out, office_out_passby,115,115,0,0,114,114,115,1
Nicole,2, passby_out, office_out_passby,255,255,0,1,180,179,254,75
Nicole,2, passby_out, office_out_passby,193,193,0,1,192,191,192,1
Nicole,2, passby_out, office_out_passby,255,255,0,0,191,191,255,64
Nicole,2, passby_out, office_out_passby,30,76,62,0,29,29,30,47
Nicole,2, passby_out, office_out_passby,169,184,15,0,184,184,169,0
Nicole,2, passby_out, office_out_passby,146,87,197,1,27,26,145,60
Nicole,2, passby_out, office_out_passby,85,171,86,0,84,84,85,87
Nicole,2, passby_out, office_out_passby,255,255,0,0,36,36,255,219
Nicole,2, passby_out, office_out_passby,227,57,86,0,227,227,227,170
Nicole,2, passby_out, office_out_passby,241,241,0,0,240,240,241,1
Nicole,2, passby_out, office_out_passby,215,174,215,0,231,231,215,57
Nicole,2, passby_out, office_out_passby,255,255,0,0,2,2,255,253
Nicole,0, c_door, c_lab_in_door,0,1,1,1,1,0,1,0
Nicole,0, c_door, c_lab_in_door,1,1,0,0,1,1,1,0
Nicole,0, c_door, c_lab_in_door,1,1,0,0,1,1,1,0
Nicole,0, c_door, c_lab_in_door,1,1,0,0,1,1,1,0
Nicole,0, c_door, c_lab_in_door,1,1,0,0,1,1,1,0
Nicole,0, c_door, c_lab_in_door,1,1,0,0,1,1,1,0
Nicole,0, c_door, c_lab_in_door,1,1,0,0,1,1,1,0
Nicole,2, c_door, c_office_in_door,0,1,1,1,1,0,1,0
Nicole,2, c_door, c_office_in_door,0,1,1,1,1,0,1,0
Nicole,2, c_door, c_office_in_door,0,1,1,1,1,0,1,0
Nicole,2, c_door, c_office_in_door,0,1,1,1,1,0,1,0
Nicole,2, c_door, c_office_in_door,1,1,0,1,1,0,0,0
Nicole,2, c_door, c_office_in_door,0,1,1,1,1,0,1,0
Nicole,2, c_door, c_office_in_door,0,1,1,1,1,0,1,0
