LabelType,TimeDiff,BSidx,BSrecord#,Date,Time,PktID,Validity,Total,Ins,Outs,Passbys,gtIdx,Date,Time,gtIns,gtOuts,gtPb_near,gt_Pb_far,gtlinger,gtMultiIns,gtMultiOuts,gtMultiPbs
Null,,,,,,,,,,,,264,14-Mar,11:18:09 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,265,14-Mar,11:23:49 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,266,14-Mar,11:26:31 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,267,14-Mar,11:31:11 AM,0,0,0,0,1,0,0,0
Null,,,,,,,,,,,,268,14-Mar,11:32:06 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,269,14-Mar,11:33:32 AM,0,0,1,0,1,0,0,0
Null,,,,,,,,,,,,270,14-Mar,11:43:03 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,271,14-Mar,11:37:04 AM,0,0,0,0,0,1,0,0
Null,,,,,,,,,,,,272,14-Mar,11:37:27 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,273,14-Mar,11:37:42 AM,0,0,0,0,0,0,0,1
Null,,,,,,,,,,,,274,14-Mar,11:38:27 AM,0,0,0,0,0,0,1,1
Null,,,,,,,,,,,,275,14-Mar,11:50:55 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,276,14-Mar,11:59:52 AM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,277,14-Mar,12:00:09 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,278,14-Mar,12:00:54 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,279,14-Mar,12:01:04 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,280,14-Mar,12:01:20 PM,0,0,0,0,0,0,0,1
Null,,,,,,,,,,,,281,14-Mar,12:01:26 PM,0,0,0,0,0,0,0,1
Null,,,,,,,,,,,,282,14-Mar,12:01:56 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,283,14-Mar,12:02:05 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,284,14-Mar,12:04:40 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,285,14-Mar,12:04:48 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,286,14-Mar,12:04:53 PM,0,0,0,0,1,0,0,0
CONFIRMED,15.0,44,81,14-Mar,12:06:42 PM,0,Valid,5,1,0,4,287,14-Mar,12:06:57 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,288,14-Mar,12:07:37 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,289,14-Mar,12:07:41 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,290,14-Mar,12:07:50 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,291,14-Mar,12:11:35 PM,0,0,0,0,1,0,0,0
Null,,,,,,,,,,,,292,14-Mar,12:11:50 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,293,14-Mar,12:13:33 PM,0,0,0,0,1,0,0,0
Null,,,,,,,,,,,,294,14-Mar,12:14:38 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,295,14-Mar,12:14:46 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,296,14-Mar,12:15:32 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,297,14-Mar,12:16:24 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,298,14-Mar,12:16:34 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,299,14-Mar,12:16:48 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,300,14-Mar,12:17:07 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,301,14-Mar,12:17:39 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,302,14-Mar,12:17:49 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,303,14-Mar,12:17:53 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,304,14-Mar,12:20:37 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,305,14-Mar,12:20:41 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,306,14-Mar,12:21:04 PM,0,0,0,0,0,0,0,0
Null,,,,,,,,,,,,307,14-Mar,12:22:23 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,308,14-Mar,12:22:37 PM,0,0,0,0,0,0,0,0
Null,,,,,,,,,,,,309,14-Mar,12:23:21 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,310,14-Mar,12:23:34 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,311,14-Mar,12:23:55 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,312,14-Mar,12:24:05 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,313,14-Mar,12:24:54 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,314,14-Mar,12:25:05 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,315,14-Mar,12:27:54 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,316,14-Mar,12:28:00 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,317,14-Mar,12:28:27 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,318,14-Mar,12:29:52 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,319,14-Mar,12:29:57 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,320,14-Mar,12:32:33 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,321,14-Mar,12:32:52 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,322,14-Mar,12:32:57 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,323,14-Mar,12:33:38 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,324,14-Mar,12:34:29 PM,0,0,0,0,0,0,0,1
Null,,,,,,,,,,,,325,14-Mar,12:34:48 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,326,14-Mar,12:36:31 PM,0,0,0,0,0,0,0,1
Null,,,,,,,,,,,,327,14-Mar,12:36:40 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,328,14-Mar,12:36:43 PM,0,0,0,0,1 (40 seconds),0,0,0
Null,,,,,,,,,,,,329,14-Mar,12:37:11 PM,0,0,0,0,1( enitire video),0,0,0
Null,,,,,,,,,,,,330,14-Mar,12:38:11 PM,0,0,0,0,1 (50 seconds),0,0,0
Null,,,,,,,,,,,,331,14-Mar,12:29:00 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,332,14-Mar,12:40:04 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,333,14-Mar,12:40:09 PM,0,0,0,0,1 (4 seconds),0,0,0
Null,,,,,,,,,,,,334,14-Mar,12:40:14 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,335,14-Mar,12:40:25 PM,0,0,0,0,1 (40 seconds),0,0,0
Null,,,,,,,,,,,,336,14-Mar,12:41:04 PM,0,0,0,0,1 (entire video),0,0,0
Null,,,,,,,,,,,,337,14-Mar,12:41:10 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,338,14-Mar,12:42:14 PM,0,0,0,0,1(enitre video),0,0,0
Null,,,,,,,,,,,,339,14-Mar,12:43:14 PM,0,0,0,0,1 (entire video),0,0,0
Null,,,,,,,,,,,,340,14-Mar,12:43:32 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,341,14-Mar,12:44:14 PM,0,0,0,0,1(entire video),0,0,0
Null,,,,,,,,,,,,342,14-Mar,12:45:11 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,343,14-Mar,12:45:14 PM,0,0,0,0,1 (25 seconds),0,0,0
Null,,,,,,,,,,,,344,14-Mar,12:46:11 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,345,14-Mar,12:46:15 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,346,14-Mar,12:46:56 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,347,14-Mar,12:47:32 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,348,14-Mar,12:48:27 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,349,14-Mar,12:49:25 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,350,14-Mar,12:49:55 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,351,14-Mar,12:54:10 PM,0,0,0,0,1 (40 seconds),0,0,0
Null,,,,,,,,,,,,352,14-Mar,12:54:50 PM,0,0,0,0,1 (entire video),0,0,0
Null,,,,,,,,,,,,353,14-Mar,12:55:51 PM,0,0,0,0,1 (45 seconds),0,0,0
Null,,,,,,,,,,,,354,14-Mar,12:57:05 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,355,14-Mar,12:57:16 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,356,14-Mar,12:59:00 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,357,14-Mar,12:59:12 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,358,14-Mar,12:59:23 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,359,14-Mar,12:59:35 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,360,14-Mar,12:59:49 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,361,14-Mar,1:00:03 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,362,14-Mar,1:00:22 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,363,14-Mar,1:00:39 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,364,14-Mar,1:00:56 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,365,14-Mar,1:01:12 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,366,14-Mar,1:01:41 PM,0,0,0,0,1 (20 seconds),0,0,0
Null,,,,,,,,,,,,367,14-Mar,1:02:00 PM,0,0,0,0,1 (entire video),0,0,0
Null,,,,,,,,,,,,368,14-Mar,1:03:02 PM,0,0,0,0,1 (8 seconds),0,0,0
Null,,,,,,,,,,,,369,14-Mar,1:03:09 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,370,14-Mar,1:03:36 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,371,14-Mar,1:03:42 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,372,14-Mar,1:03:57 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,373,14-Mar,1:04:39 PM,0,0,0,0,1 (20 seconds),0,0,0
Null,,,,,,,,,,,,374,14-Mar,1:05:02 PM,0,0,0,0,1 (entire video),0,0,0
Null,,,,,,,,,,,,375,14-Mar,1:06:02 PM,0,0,0,0,1 (entire video),0,0,0
Null,,,,,,,,,,,,376,14-Mar,1:07:02 PM,0,0,0,0,1 (58 seconds),0,0,0
Null,,,,,,,,,,,,377,14-Mar,1:09:11 PM,0,0,0,0,1 (40 seconds),0,0,0
Null,,,,,,,,,,,,378,14-Mar,1:14:04 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,379,14-Mar,1:16:33 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,380,14-Mar,1:17:16 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,381,14-Mar,1:17:55 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,382,14-Mar,1:20:25 PM,0,0,0,0,0,0,0,1
Null,,,,,,,,,,,,383,14-Mar,1:20:58 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,384,14-Mar,1:21:22 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,385,14-Mar,1:32:47 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,386,14-Mar,1:33:03 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,387,14-Mar,1:50:50 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,388,14-Mar,1:50:56 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,389,14-Mar,1:51:01 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,390,14-Mar,1:51:08 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,391,14-Mar,1:51:36 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,392,14-Mar,1:52:02 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,393,14-Mar,1:54:23 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,394,14-Mar,1:57:08 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,395,14-Mar,1:57:21 PM,0,0,0,0,0,0,0,1
Null,,,,,,,,,,,,396,14-Mar,2:12:52 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,397,14-Mar,2:15:35 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,398,14-Mar,2:16:04 PM,0,0,0,0,1 (30 seconds),0,0,0
Null,,,,,,,,,,,,399,14-Mar,2:16:34 PM,0,0,0,0,1 ( 10 seconds),0,0,0
Null,,,,,,,,,,,,400,14-Mar,2:16:45 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,401,14-Mar,2:21:15 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,402,14-Mar,2:25:03 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,403,14-Mar,2:25:25 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,404,14-Mar,2:38:23 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,405,14-Mar,2:38:32 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,406,14-Mar,2:38:57 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,407,14-Mar,2:52:57 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,408,14-Mar,2:53:13 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,409,14-Mar,2:55:24 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,410,14-Mar,2:56:03 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,411,14-Mar,2:56:42 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,412,14-Mar,2:56:51 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,413,14-Mar,2:57:20 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,414,14-Mar,3:00:14 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,415,14-Mar,3:07:44 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,416,14-Mar,3:08:18 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,417,14-Mar,3:09:09 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,418,14-Mar,3:11:01 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,419,14-Mar,3:18:55 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,420,14-Mar,3:19:15 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,421,14-Mar,3:22:02 PM,0,0,0,0,0,0,0,1
Null,,,,,,,,,,,,422,14-Mar,3:22:08 PM,0,0,0,0,0,0,0,1
Null,,,,,,,,,,,,423,14-Mar,3:23:02 PM,0,0,0,0,0,0,0,1
Null,,,,,,,,,,,,424,14-Mar,3:31:08 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,425,14-Mar,3:31:41 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,426,14-Mar,3:32:16 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,427,14-Mar,3:32:38 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,428,14-Mar,3:34:17 PM,0,0,0,0,0,0,1,0
Null,,,,,,,,,,,,429,14-Mar,3:34:47 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,430,14-Mar,3:35:02 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,431,14-Mar,3:35:32 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,432,14-Mar,3:35:53 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,433,14-Mar,3:36:36 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,434,14-Mar,3:40:46 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,435,14-Mar,3:55:04 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,436,14-Mar,3:55:42 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,437,14-Mar,3:55:52 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,438,14-Mar,3:56:02 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,439,14-Mar,3:56:03 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,440,14-Mar,3:56:40 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,441,14-Mar,3:58:21 PM,0,0,0,0,1 (45 seconds),0,0,0
Null,,,,,,,,,,,,442,14-Mar,3:59:06 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,443,14-Mar,4:00:19 PM,0,0,0,0,0,1,0,0
Null,,,,,,,,,,,,444,14-Mar,4:01:42 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,445,14-Mar,4:02:24 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,446,14-Mar,4:02:47 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,447,14-Mar,4:03:17 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,448,14-Mar,4:05:07 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,449,14-Mar,4:05:13 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,450,14-Mar,4:05:28 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,451,14-Mar,4:07:19 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,452,14-Mar,4:08:14 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,453,14-Mar,4:10:17 PM,0,0,0,0,0,0,0,0
Null,,,,,,,,,,,,454,17-Mar,7:10:56 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,455,17-Mar,7:27:41 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,456,17-Mar,7:32:09 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,457,17-Mar,7:32:42 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,458,17-Mar,7:52:45 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,459,17-Mar,7:54:29 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,460,17-Mar,7:54:44 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,461,17-Mar,7:55:05 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,462,17-Mar,7:55:15 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,463,17-Mar,7:55:26 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,464,17-Mar,7:55:41 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,465,17-Mar,7:55:52 PM,0,1,0,0,0,0,0,0
CONFIRMED,6.0,96,209,17-Mar,7:56:11 PM,38,Valid,5,2,2,1,466,17-Mar,7:56:17 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,467,17-Mar,8:01:50 PM,0,0,0,0,0,1,0,0
Null,,,,,,,,,,,,468,17-Mar,8:03:59 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,469,17-Mar,8:04:08 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,470,17-Mar,8:05:58 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,471,18-Mar,9:04:07 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,472,18-Mar,9:10:28 AM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,473,18-Mar,9:19:25 AM,1,0,0,1,0,0,0,0
Null,,,,,,,,,,,,474,18-Mar,9:20:20 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,475,18-Mar,9:26:22 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,476,18-Mar,9:27:02 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,477,18-Mar,9:27:09 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,478,18-Mar,9:28:09 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,479,18-Mar,9:29:49 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,480,18-Mar,9:30:26 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,481,18-Mar,9:33:35 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,482,18-Mar,9:33:58 AM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,483,18-Mar,10:10:09 AM,0,0,0,0,0,0,0,0
Null,,,,,,,,,,,,484,18-Mar,10:10:15 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,485,18-Mar,10:15:32 AM,0,0,0,0,0,0,0,0
Null,,,,,,,,,,,,486,18-Mar,10:20:03 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,487,18-Mar,10:55:25 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,488,18-Mar,10:55:36 AM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,489,18-Mar,11:35:47 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,490,18-Mar,11:41:05 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,491,18-Mar,11:46:21 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,492,18-Mar,12:03:27 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,493,18-Mar,12:05:39 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,494,18-Mar,12:19:11 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,495,18-Mar,12:19:38 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,496,18-Mar,12:44:19 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,497,18-Mar,12:48:48 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,498,18-Mar,1:16:58 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,499,18-Mar,1:22:12 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,500,18-Mar,1:42:06 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,501,18-Mar,1:44:28 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,502,18-Mar,1:44:48 PM,0,0,0,0,1,0,0,0
Null,,,,,,,,,,,,503,18-Mar,1:44:56 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,504,18-Mar,1:45:03 PM,0,1,0,0,1,0,0,0
Null,,,,,,,,,,,,505,18-Mar,1:45:08 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,506,18-Mar,1:49:39 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,507,18-Mar,1:54:34 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,508,18-Mar,2:03:39 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,509,18-Mar,2:45:42 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,510,18-Mar,2:48:47 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,511,18-Mar,2:51:30 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,512,18-Mar,2:52:35 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,513,18-Mar,2:52:40 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,514,18-Mar,4:34:05 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,515,18-Mar,4:40:42 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,516,18-Mar,4:43:45 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,517,18-Mar,4:52:29 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,518,18-Mar,4:58:42 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,519,18-Mar,4:59:39 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,520,18-Mar,5:02:26 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,521,18-Mar,5:22:42 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,522,18-Mar,5:24:22 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,523,18-Mar,5:46:38 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,524,18-Mar,6:00:52 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,525,18-Mar,6:46:23 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,526,18-Mar,6:48:06 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,527,18-Mar,8:59:07 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,528,18-Mar,9:02:12 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,529,18-Mar,10:02:33 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,530,18-Mar,10:04:07 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,531,18-Mar,10:04:28 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,532,18-Mar,10:06:09 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,533,18-Mar,10:06:18 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,534,18-Mar,11:36:14 PM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,535,19-Mar,7:32:30 AM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,536,19-Mar,8:58:22 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,537,19-Mar,9:00:58 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,538,19-Mar,9:04:30 AM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,539,19-Mar,10:03:42 AM,0,0,0,0,0,1,0,0
Null,,,,,,,,,,,,540,19-Mar,10:12:47 AM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,541,19-Mar,10:16:08 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,542,19-Mar,10:16:28 AM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,543,19-Mar,10:33:32 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,544,19-Mar,10:57:02 AM,0,1,0,0,0,0,0,0
Null,,,,,,,,,,,,545,19-Mar,11:42:29 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,546,19-Mar,11:43:09 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,547,19-Mar,11:51:31 AM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,548,19-Mar,12:02:02 PM,0,0,1,0,0,0,0,0
Null,,,,,,,,,,,,549,19-Mar,12:06:09 PM,1,0,0,0,0,0,0,0
Null,,,,,,,,,,,,550,19-Mar,12:27:56 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,551,19-Mar,12:28:44 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,552,19-Mar,12:28:50 PM,0,0,0,1,0,0,0,0
Null,,,,,,,,,,,,553,19-Mar,12:31:19 PM,0,1,0,0,0,0,0,0
