Record#,Date,Time Stamp,Packet#,Validity,Total,Ins,Outs,Passby
1045,26-Mar,11:29:23 AM,22,Valid,5,0,3,2
1049,26-Mar,11:33:15 AM,23,Valid,5,0,5,0
1052,26-Mar,11:37:11 AM,24,Valid,5,0,0,5
1054,26-Mar,11:42:53 AM,25,Valid,5,0,4,1
1056,26-Mar,11:49:10 AM,26,Valid,5,0,1,4
1058,26-Mar,11:57:02 AM,27,Valid,5,0,2,3
1061,26-Mar,12:04:41 PM,28,Valid,5,0,2,3
1064,26-Mar,12:13:44 PM,29,Valid,5,0,1,4
1066,26-Mar,12:14:20 PM,30,Valid,5,0,1,4
1067,26-Mar,12:15:14 PM,31,Valid,5,1,3,1
1071,26-Mar,12:15:45 PM,32,Valid,5,1,2,2
1073,26-Mar,12:17:07 PM,33,Valid,5,2,1,2
1075,26-Mar,12:18:07 PM,34,Valid,5,2,2,1
1079,26-Mar,12:19:09 PM,35,Valid,5,2,1,2
1084,26-Mar,12:22:33 PM,36,Valid,5,0,0,5
1090,26-Mar,12:25:50 PM,37,Valid,5,0,0,5
1093,26-Mar,12:26:51 PM,38,Valid,5,3,0,2
1095,26-Mar,12:29:24 PM,39,Valid,5,2,0,3
1099,26-Mar,12:31:30 PM,40,Valid,5,2,1,2
1104,26-Mar,12:34:52 PM,41,Valid,5,1,0,4
1110,26-Mar,12:44:00 PM,42,Valid,5,0,0,5
1112,26-Mar,12:49:57 PM,43,Valid,5,2,1,2
1116,26-Mar,12:52:46 PM,44,Valid,5,1,0,4
1120,26-Mar,1:01:40 PM,45,Valid,5,1,1,3
1126,26-Mar,1:44:46 PM,46,Valid,5,0,0,5
1126,26-Mar,1:44:46 PM,47,Valid,5,1,0,4
1128,26-Mar,1:45:35 PM,48,Valid,5,3,1,1
1132,26-Mar,1:46:26 PM,49,Valid,5,0,0,5
1138,26-Mar,1:51:40 PM,50,Valid,5,2,0,3
1142,26-Mar,1:57:22 PM,0,Valid,5,1,0,4
1143,26-Mar,1:59:16 PM,1,Valid,5,1,0,4
1146,26-Mar,3:10:37 PM,2,Valid,5,1,3,1
1146,26-Mar,3:10:37 PM,3,Valid,5,0,3,2
1146,26-Mar,3:10:37 PM,4,Valid,5,2,0,3
1150,26-Mar,3:15:32 PM,5,Valid,5,3,0,2
1154,26-Mar,3:19:22 PM,6,Valid,5,3,1,1
1157,26-Mar,3:21:29 PM,7,Valid,5,2,0,3
1162,26-Mar,3:27:00 PM,8,Valid,5,3,1,1
1167,26-Mar,3:31:24 PM,9,Valid,5,1,0,4
1169,26-Mar,3:55:56 PM,10,Valid,5,1,0,4
1169,26-Mar,3:55:56 PM,11,Valid,5,2,1,2
1174,26-Mar,4:24:46 PM,12,Valid,5,0,3,2
1174,26-Mar,4:24:46 PM,13,Valid,5,1,3,1
1179,26-Mar,7:04:34 PM,0,Valid,5,1,1,3
1179,26-Mar,7:04:34 PM,1,Valid,5,1,2,2
1181,26-Mar,7:05:11 PM,2,Valid,5,1,4,0
1188,27-Mar,8:28:09 AM,0,Valid,5,0,2,3
1188,27-Mar,8:28:09 AM,1,Valid,5,1,2,2
1191,27-Mar,8:30:06 AM,2,Valid,5,3,2,0
1204,27-Mar,9:29:30 AM,3,Valid,5,2,0,3
1204,27-Mar,9:29:30 AM,4,Valid,5,1,1,3
1209,27-Mar,9:33:57 AM,5,Valid,5,3,0,2
1213,27-Mar,9:39:49 AM,6,Valid,5,2,0,3
1217,27-Mar,9:47:31 AM,7,Valid,5,1,0,4
1221,27-Mar,9:53:14 AM,8,Valid,5,2,0,3
1223,27-Mar,10:01:17 AM,9,Valid,5,3,0,2
1225,27-Mar,10:03:48 AM,10,Valid,5,3,1,1
1229,27-Mar,10:07:28 AM,11,Valid,5,3,0,2
1232,27-Mar,10:09:29 AM,12,Valid,5,3,0,2
1243,27-Mar,10:54:30 AM,13,Valid,5,0,2,3
1243,27-Mar,10:54:30 AM,14,Valid,5,0,3,2
1243,27-Mar,10:54:30 AM,15,Valid,5,1,4,0
1247,27-Mar,10:55:30 AM,16,Valid,5,4,1,0
1256,27-Mar,10:59:44 AM,17,Valid,5,2,1,2
1258,27-Mar,11:01:13 AM,18,Valid,5,4,1,0
1263,27-Mar,11:05:48 AM,19,Valid,5,4,1,0
1266,27-Mar,11:14:16 AM,0,Valid,5,4,1,0
1271,27-Mar,11:19:13 AM,0,Valid,5,0,3,2
1275,27-Mar,11:58:16 AM,1,Valid,5,0,2,3
1275,27-Mar,11:58:16 AM,2,Valid,5,0,4,1
1275,27-Mar,11:58:16 AM,3,Valid,5,0,4,1
1277,27-Mar,12:05:02 PM,4,Valid,5,1,3,1
1305,27-Mar,2:29:04 PM,5,Valid,5,1,0,4
1305,27-Mar,2:29:04 PM,6,Valid,5,0,0,5
1305,27-Mar,2:29:04 PM,7,Valid,5,0,0,5
1308,27-Mar,2:32:55 PM,8,Valid,5,1,0,4
1319,27-Mar,3:53:43 PM,9,Valid,5,0,0,5
1319,27-Mar,3:53:43 PM,10,Valid,5,0,0,5
1327,27-Mar,4:22:26 PM,11,Valid,5,1,1,3
1327,27-Mar,4:22:26 PM,12,Valid,5,0,0,5
1333,27-Mar,5:20:04 PM,13,Valid,5,0,0,5
1333,27-Mar,5:20:04 PM,14,Valid,5,2,1,2
1333,27-Mar,5:20:04 PM,15,Valid,5,2,1,2
1336,27-Mar,5:26:17 PM,16,Valid,5,2,0,3
1340,27-Mar,5:29:54 PM,17,Valid,5,0,0,5
1344,27-Mar,5:34:26 PM,18,Valid,5,0,0,5
1346,27-Mar,5:45:51 PM,19,Valid,5,0,1,4
1348,27-Mar,5:51:40 PM,20,Valid,5,0,2,3
1350,27-Mar,5:59:08 PM,21,Valid,5,0,5,0
1352,27-Mar,6:05:35 PM,22,Valid,5,0,4,1
1354,27-Mar,6:13:08 PM,23,Valid,5,0,4,1
1356,27-Mar,6:14:41 PM,24,Valid,5,0,1,4
1358,27-Mar,6:45:11 PM,0,Valid,5,1,2,2
1358,27-Mar,6:45:11 PM,1,Valid,5,0,4,1
1364,28-Mar,8:25:06 AM,5,Valid,5,1,2,2
1364,28-Mar,8:25:06 AM,6,Valid,5,2,1,2
1364,28-Mar,8:25:06 AM,7,Valid,5,1,1,3
1370,28-Mar,9:02:03 AM,8,Valid,5,4,0,1
1370,28-Mar,9:02:03 AM,9,Valid,5,4,0,1
1373,28-Mar,9:19:56 AM,10,Valid,5,2,0,3
1373,28-Mar,9:19:56 AM,11,Valid,5,1,2,2
1378,28-Mar,9:21:43 AM,12,Valid,5,1,0,4
1382,28-Mar,9:23:12 AM,13,Valid,5,1,1,3
1384,28-Mar,9:24:10 AM,14,Valid,5,0,2,3
1389,28-Mar,9:26:13 AM,15,Valid,5,1,0,4
1394,28-Mar,9:28:14 AM,16,Valid,5,4,0,1
1399,28-Mar,9:30:03 AM,17,Valid,5,3,0,2
1402,28-Mar,9:33:25 AM,18,Valid,5,4,0,1
1407,28-Mar,9:37:02 AM,19,Valid,5,2,0,3
1409,28-Mar,9:40:58 AM,20,Valid,5,2,0,3
1411,28-Mar,9:52:15 AM,21,Valid,5,0,2,3
1415,28-Mar,9:54:18 AM,22,Valid,5,2,1,2
1418,28-Mar,9:58:13 AM,23,Valid,5,3,2,0
1421,28-Mar,10:08:14 AM,24,Valid,5,1,2,2
1426,28-Mar,10:41:51 AM,25,Valid,5,0,0,5
1426,28-Mar,10:41:51 AM,26,Valid,5,1,1,3
1427,28-Mar,10:45:52 AM,27,Valid,5,0,1,4
1428,28-Mar,10:46:54 AM,28,Valid,5,0,5,0
1429,28-Mar,10:47:38 AM,29,Valid,5,2,3,0
1431,28-Mar,10:48:47 AM,30,Valid,5,3,2,0
1433,28-Mar,10:50:54 AM,31,Valid,5,3,1,1
1435,28-Mar,10:53:58 AM,0,Valid,5,2,0,3
1436,28-Mar,10:54:57 AM,0,Valid,5,1,1,3
1438,28-Mar,10:56:04 AM,1,Valid,5,2,1,2
1439,28-Mar,10:57:27 AM,2,Valid,5,2,0,3
1441,28-Mar,10:59:50 AM,3,Valid,5,1,3,1
1442,28-Mar,11:01:17 AM,0,Valid,5,0,1,4
1443,28-Mar,11:31:34 AM,1,Valid,5,0,2,3
1443,28-Mar,11:31:34 AM,2,Valid,5,0,4,1
1444,28-Mar,11:41:40 AM,3,Valid,5,0,2,3
1445,28-Mar,11:54:38 AM,4,Valid,5,0,4,1
1446,28-Mar,11:56:41 AM,5,Valid,5,1,2,2
1448,28-Mar,12:03:13 PM,6,Valid,5,2,1,2
1449,28-Mar,12:14:38 PM,7,Valid,5,2,2,1
1451,28-Mar,12:15:09 PM,8,Valid,5,1,4,0
1452,28-Mar,12:16:00 PM,9,Valid,5,2,1,2
1454,28-Mar,12:17:22 PM,10,Valid,5,1,0,4
1457,28-Mar,12:19:32 PM,11,Valid,5,2,1,2
1459,28-Mar,12:23:09 PM,12,Valid,5,0,0,5
1460,28-Mar,12:25:30 PM,13,Valid,5,1,1,3
1462,28-Mar,12:28:40 PM,14,Valid,5,1,0,4
1463,28-Mar,1:00:47 PM,15,Valid,5,2,0,3
1463,28-Mar,1:00:47 PM,16,Valid,5,0,0,5
1465,28-Mar,1:09:34 PM,17,Valid,5,0,0,5
1466,28-Mar,1:45:14 PM,18,Valid,5,0,0,5
1466,28-Mar,1:45:14 PM,19,Valid,5,0,0,5
1466,28-Mar,1:45:14 PM,20,Valid,5,2,0,3
1467,28-Mar,1:46:54 PM,21,Valid,5,0,0,5
1469,28-Mar,1:49:27 PM,22,Valid,5,0,0,5
1471,28-Mar,1:55:36 PM,23,Valid,5,0,0,5
1472,28-Mar,2:03:11 PM,24,Valid,5,0,0,5
1476,28-Mar,3:18:55 PM,25,Valid,5,3,0,2
1476,28-Mar,3:18:55 PM,26,Valid,5,4,0,1
1476,28-Mar,3:18:55 PM,27,Valid,5,1,0,4
1479,28-Mar,3:21:30 PM,28,Valid,5,1,0,4
1483,28-Mar,3:26:36 PM,29,Valid,5,4,1,0
1485,28-Mar,3:33:15 PM,30,Valid,5,4,1,0
1494,28-Mar,4:24:44 PM,0,Valid,5,0,4,1
1494,28-Mar,4:24:44 PM,1,Valid,5,1,4,0
1499,28-Mar,4:58:28 PM,2,Valid,5,4,1,0
1499,28-Mar,4:58:28 PM,3,Valid,5,0,1,4
1509,28-Mar,11:38:07 PM,5,Valid,5,1,3,1
1509,28-Mar,11:38:07 PM,6,Valid,5,2,2,1
1509,28-Mar,11:38:07 PM,7,Valid,5,2,2,1
1511,28-Mar,11:48:50 PM,8,Valid,5,1,2,2
1522,29-Mar,8:53:24 AM,0,Valid,5,2,0,3
1522,29-Mar,8:53:24 AM,1,Valid,5,2,1,2
1524,29-Mar,8:54:33 AM,2,Valid,5,1,0,4
1528,29-Mar,8:57:47 AM,3,Valid,5,1,0,4
1533,29-Mar,9:03:46 AM,4,Valid,5,4,0,1
1537,29-Mar,9:07:50 AM,5,Valid,5,4,0,1
1543,29-Mar,9:52:22 AM,6,Valid,5,1,2,2
1543,29-Mar,9:52:22 AM,7,Valid,5,1,2,2
1545,29-Mar,10:01:04 AM,8,Valid,5,0,2,3
1547,29-Mar,10:36:01 AM,9,Valid,5,0,1,4
1547,29-Mar,10:36:01 AM,10,Valid,5,0,1,4
1549,29-Mar,10:44:26 AM,11,Valid,5,1,3,1
1553,29-Mar,10:46:04 AM,12,Valid,5,1,3,1
1600,30-Mar,2:33:27 PM,13,Valid,5,0,3,2
1624,31-Mar,9:11:52 AM,20,Valid,5,0,0,5
1624,31-Mar,9:11:52 AM,21,Valid,5,0,0,5
1624,31-Mar,9:11:52 AM,22,Valid,5,0,0,5
1626,31-Mar,9:14:41 AM,23,Valid,5,0,0,5
1629,31-Mar,9:16:42 AM,24,Valid,5,0,1,4
1632,31-Mar,9:19:16 AM,25,Valid,5,0,0,5
1634,31-Mar,9:21:44 AM,26,Valid,5,0,0,5
1636,31-Mar,9:27:43 AM,27,Valid,5,0,0,5
1641,31-Mar,1:28:40 PM,29,Valid,5,1,4,0
1641,31-Mar,1:28:40 PM,30,Valid,5,4,1,0
1641,31-Mar,1:28:40 PM,31,Valid,5,1,2,2
1643,31-Mar,1:39:49 PM,32,Valid,5,1,1,3
1644,31-Mar,2:20:12 PM,33,Valid,5,1,1,3
1644,31-Mar,2:20:12 PM,34,Valid,5,2,2,1
1644,31-Mar,2:20:12 PM,35,Valid,5,4,0,1
1647,31-Mar,2:23:27 PM,36,Valid,5,3,2,0
1649,31-Mar,2:47:50 PM,37,Valid,5,2,1,2
1649,31-Mar,2:47:50 PM,38,Valid,5,3,1,1
1651,31-Mar,2:49:04 PM,0,Valid,5,1,3,1
1653,31-Mar,2:57:26 PM,1,Valid,5,1,3,1
1655,31-Mar,3:01:34 PM,2,Valid,5,2,2,1
1658,31-Mar,3:06:59 PM,3,Valid,5,1,4,0
1665,31-Mar,3:50:11 PM,0,Valid,5,2,1,2
1665,31-Mar,3:50:11 PM,1,Valid,5,2,2,1
1667,31-Mar,3:53:25 PM,2,Valid,5,0,2,3
1669,31-Mar,3:58:50 PM,3,Valid,5,1,3,1
1671,31-Mar,4:02:03 PM,4,Valid,5,1,4,0
1673,31-Mar,4:08:30 PM,5,Valid,5,3,1,1
1675,31-Mar,4:49:58 PM,6,Valid,5,1,4,0
1675,31-Mar,4:49:58 PM,7,Valid,5,2,2,1
1675,31-Mar,4:49:58 PM,8,Valid,5,0,3,2
1677,31-Mar,4:54:05 PM,0,Valid,5,2,2,1
1679,31-Mar,5:02:08 PM,1,Valid,5,1,3,1
1686,1-Apr,9:01:10 AM,0,Valid,5,0,0,5
1686,1-Apr,9:01:10 AM,1,Valid,5,0,0,5
1691,1-Apr,9:22:47 AM,2,Valid,5,3,1,1
1691,1-Apr,9:22:47 AM,3,Valid,5,1,2,2
1693,1-Apr,9:26:56 AM,4,Valid,5,2,2,1
1698,1-Apr,10:01:59 AM,0,Valid,5,2,2,1
1702,1-Apr,10:03:19 AM,0,Valid,5,1,1,3
1706,1-Apr,10:04:59 AM,0,Valid,5,2,0,3
1710,1-Apr,10:10:08 AM,0,Valid,5,3,0,2
1712,1-Apr,10:13:31 AM,1,Valid,5,0,3,2
1719,1-Apr,11:03:17 AM,2,Valid,5,1,3,1
1719,1-Apr,11:03:17 AM,3,Valid,5,1,3,1
1721,1-Apr,11:04:20 AM,4,Valid,5,2,1,2
1723,1-Apr,11:05:00 AM,5,Valid,5,2,2,1
1727,1-Apr,11:05:57 AM,6,Valid,5,3,0,2
1732,1-Apr,11:09:38 AM,7,Valid,5,4,0,1
1735,1-Apr,11:11:40 AM,8,Valid,5,2,1,2
1737,1-Apr,11:16:26 AM,9,Valid,5,1,2,2
1739,1-Apr,11:36:20 AM,10,Valid,5,0,3,2
1739,1-Apr,11:36:20 AM,11,Valid,5,0,1,4
1741,1-Apr,11:43:18 AM,12,Valid,5,0,2,3
1743,1-Apr,11:45:54 AM,13,Valid,5,0,3,2
1746,1-Apr,11:49:46 AM,14,Valid,5,0,4,1
1748,1-Apr,11:50:48 AM,15,Valid,5,0,2,3
1750,1-Apr,11:56:20 AM,16,Valid,5,0,1,4
1752,1-Apr,11:58:57 AM,17,Valid,5,0,2,3
1754,1-Apr,11:59:47 AM,18,Valid,5,0,3,2
1756,1-Apr,12:00:27 PM,19,Valid,5,0,4,1
