Record#,Date,Time Stamp,Packet#,Validity,Total,Ins,Outs,Passby
1541,29-Mar,9:50:09 AM,71,Valid,5,4,1,0
1541,29-Mar,9:50:09 AM,72,Valid,5,1,2,2
1541,29-Mar,9:50:09 AM,73,Valid,5,2,3,0
1551,29-Mar,10:44:54 AM,76,Valid,5,3,2,0
1551,29-Mar,10:44:54 AM,77,Valid,5,4,1,0
1551,29-Mar,10:44:54 AM,78,Valid,5,1,2,2
1554,29-Mar,10:46:51 AM,79,Valid,5,1,2,2
1570,29-Mar,12:27:40 PM,4,Valid,5,2,2,1
1570,29-Mar,12:27:40 PM,5,Valid,5,3,2,0
1570,29-Mar,12:27:40 PM,6,Valid,5,3,2,0
1588,29-Mar,4:03:26 PM,4,Valid,5,2,3,0
1588,29-Mar,4:03:26 PM,5,Valid,5,3,2,0
1588,29-Mar,4:03:26 PM,6,Valid,5,3,2,0
1659,31-Mar,3:15:08 PM,0,Valid,5,2,2,1
1659,31-Mar,3:15:08 PM,1,Valid,5,3,2,0
1659,31-Mar,3:15:08 PM,2,Valid,5,2,3,0
1660,31-Mar,3:15:39 PM,3,Valid,5,1,1,3
1663,31-Mar,3:17:57 PM,4,Valid,5,4,1,0
1687,1-Apr,9:17:21 AM,1,Valid,5,4,1,0
1687,1-Apr,9:17:21 AM,2,Valid,5,0,3,2
1687,1-Apr,9:17:21 AM,3,Valid,5,0,2,3
1689,1-Apr,9:22:09 AM,4,Valid,5,3,0,2
1696,1-Apr,10:01:23 AM,5,Valid,5,2,3,0
1696,1-Apr,10:01:23 AM,6,Valid,5,2,2,1
1696,1-Apr,10:01:23 AM,7,Valid,5,4,0,1
1700,1-Apr,10:02:15 AM,8,Valid,5,4,1,0
1701,1-Apr,10:03:13 AM,9,Valid,5,4,0,1
1703,1-Apr,10:04:10 AM,10,Valid,5,5,0,0
1708,1-Apr,10:07:41 AM,11,Valid,5,3,1,1
1713,1-Apr,10:48:11 AM,14,Valid,5,3,1,1
1713,1-Apr,10:48:11 AM,15,Valid,5,3,2,0
1713,1-Apr,10:48:11 AM,16,Valid,5,1,3,1
1715,1-Apr,10:48:50 AM,17,Valid,5,2,3,0
1717,1-Apr,10:52:57 AM,18,Valid,5,4,1,0
1725,1-Apr,11:05:10 AM,19,Valid,5,1,4,0
1725,1-Apr,11:05:10 AM,20,Valid,5,2,1,2
1730,1-Apr,11:08:47 AM,21,Valid,5,3,2,0
1764,1-Apr,12:13:08 PM,25,Valid,5,2,3,0
1764,1-Apr,12:13:08 PM,26,Valid,5,2,3,0
1764,1-Apr,12:13:08 PM,27,Valid,5,2,3,0
1768,1-Apr,12:16:19 PM,28,Valid,5,1,4,0
1780,1-Apr,12:44:55 PM,29,Valid,5,2,3,0
1780,1-Apr,12:44:55 PM,30,Valid,5,2,3,0
1781,1-Apr,12:47:45 PM,31,Valid,5,2,2,1
1784,1-Apr,12:53:43 PM,32,Valid,5,3,2,0
1794,1-Apr,2:27:08 PM,37,Valid,5,1,2,2
1794,1-Apr,2:27:08 PM,38,Valid,5,3,2,0
1794,1-Apr,2:27:08 PM,39,Valid,5,1,4,0
1799,1-Apr,2:29:17 PM,0,Valid,5,2,2,1
1805,1-Apr,3:31:20 PM,3,Valid,5,2,3,0
1805,1-Apr,3:31:20 PM,4,Valid,5,2,3,0
1805,1-Apr,3:31:20 PM,5,Valid,5,3,2,0
1810,1-Apr,3:44:08 PM,6,Valid,5,3,2,0
1810,1-Apr,3:44:08 PM,7,Valid,5,2,3,0
