Missing,,,14-Mar,12:29:57 PM,,,1,,,,,,
Missing,,,14-Mar,12:32:33 PM,,,,1,,,,,
Missing,,,14-Mar,12:32:52 PM,,,,1,,,,,
Missing,,,14-Mar,12:32:57 PM,,,,1,,,,,
Missing,,,14-Mar,12:33:38 PM,,,,1,,,,,
Missing,,,14-Mar,12:34:29 PM,,,,,,,,1,
Missing,,,14-Mar,12:34:48 PM,,,,1,,,,,
Missing,,,14-Mar,12:36:31 PM,,,,,,,,1,
Missing,,,14-Mar,12:36:40 PM,,,,1,,,,,
Missing,,,14-Mar,12:36:43 PM,,,,,1 (40 seconds),,,,
Missing,,,14-Mar,12:37:11 PM,,,,,1( enitire video),,,,
Missing,,,14-Mar,12:38:11 PM,,,,,1 (50 seconds),,,,
Missing,,,14-Mar,12:29:00 PM,,,,1,,,,,
Missing,,,14-Mar,12:40:04 PM,,,,1,,,,,
Missing,,,14-Mar,12:40:09 PM,,,,,1 (4 seconds),,,,
Missing,,,14-Mar,12:40:14 PM,,,,1,,,,,
Missing,,,14-Mar,12:40:25 PM,,,,,1 (40 seconds),,,,
Missing,,,14-Mar,12:41:04 PM,,,,,1 (entire video),,,,
Missing,,,14-Mar,12:41:10 PM,,,,1,,,,,
Missing,,,14-Mar,12:42:14 PM,,,,,1(enitre video),,,,
Missing,,,14-Mar,12:43:14 PM,,,,,1 (entire video),,,,
Missing,,,14-Mar,12:43:32 PM,,,,1,,,,,
Missing,,,14-Mar,12:44:14 PM,,,,,1(entire video),,,,
Missing,,,14-Mar,12:45:11 PM,,,,1,,,,,
Missing,,,14-Mar,12:45:14 PM,,,,,1 (25 seconds),,,,
Missing,,,14-Mar,12:46:11 PM,,,,1,,,,,
Missing,,,14-Mar,12:46:15 PM,,,,1,,,,,
Missing,,,14-Mar,12:46:56 PM,,,,1,,,,,
Missing,,,14-Mar,12:47:32 PM,,1,,,,,,,
Missing,,,14-Mar,12:48:27 PM,1,,,,,,,,
Missing,,,14-Mar,12:49:25 PM,,,,1,,,,,
Missing,,,14-Mar,12:49:55 PM,,,1,,,,,,"caught the very end of it, may have been an out"
Missing,,,14-Mar,12:54:10 PM,,,,,1 (40 seconds),,,,
Missing,,,14-Mar,12:54:50 PM,,,,,1 (entire video),,,,
Missing,,,14-Mar,12:55:51 PM,,,,,1 (45 seconds),,,,nicole still sitting in chair in the corner throughout all of these videos
Missing,,,14-Mar,12:57:05 PM,,1,,,,,,,
Missing,,,14-Mar,12:57:16 PM,1,,,,,,,,
Missing,,,14-Mar,12:59:00 PM,,1,,,,,,,
Missing,,,14-Mar,12:59:12 PM,1,,,,,,,,
Missing,,,14-Mar,12:59:23 PM,,1,,,,,,,
Missing,,,14-Mar,12:59:35 PM,1,,,,,,,,
Missing,,,14-Mar,12:59:49 PM,,1,,,,,,,
Missing,,,14-Mar,1:00:03 PM,1,,,,,,,,
Missing,,,14-Mar,1:00:22 PM,,1,,,,,,,
Missing,,,14-Mar,1:00:39 PM,1,,,,,,,,
Missing,,,14-Mar,1:00:56 PM,,1,,,,,,,
Missing,,,14-Mar,1:01:12 PM,1,,,,,,,,
Missing,,,14-Mar,1:01:41 PM,,,,,1 (20 seconds),,,,
Missing,,,14-Mar,1:02:00 PM,,,,,1 (entire video),,,,nicole working on waldo
Missing,,,14-Mar,1:03:02 PM,,,,,1 (8 seconds),,,,
Missing,,,14-Mar,1:03:09 PM,1,,,,,,,,
Missing,,,14-Mar,1:03:36 PM,,,,1,,,,,
Missing,,,14-Mar,1:03:42 PM,1,,,,,,,,
Missing,,,14-Mar,1:03:57 PM,,1,,,,,,,
Missing,,,14-Mar,1:04:39 PM,,,,,1 (20 seconds),,,,
Missing,,,14-Mar,1:05:02 PM,,,,,1 (entire video),,,,nicole putting parts on waldo
Missing,,,14-Mar,1:06:02 PM,,,,,1 (entire video),,,,nicole putting parts on waldo
Missing,,,14-Mar,1:07:02 PM,,,,,1 (58 seconds),,,,
Missing,,,14-Mar,1:09:11 PM,,,,,1 (40 seconds),,,,
Missing,,,14-Mar,1:14:04 PM,,1,,,,,,,
Missing,,,14-Mar,1:16:33 PM,,,1,,,,,,
Missing,,,14-Mar,1:17:16 PM,,,,1,,,,,
Missing,,,14-Mar,1:17:55 PM,,,1,,,,,,
Missing,,,14-Mar,1:20:25 PM,,,,,,,,1,
Missing,,,14-Mar,1:20:58 PM,,,,1,,,,,
Missing,,,14-Mar,1:21:22 PM,,,,1,,,,,
Missing,,,14-Mar,1:32:47 PM,,,1,,,,,,
Missing,,,14-Mar,1:33:03 PM,,,,1,,,,,
Missing,,,14-Mar,1:50:50 PM,,,,1,,,,,
Missing,,,14-Mar,1:50:56 PM,1,,,,,,,,
Missing,,,14-Mar,1:51:01 PM,,,,1,,,,,
Missing,,,14-Mar,1:51:08 PM,,,,1,,,,,
Missing,,,14-Mar,1:51:36 PM,,,,1,,,,,
Missing,,,14-Mar,1:52:02 PM,,,,1,,,,,
Missing,,,14-Mar,1:54:23 PM,,,,1,,,,,
Missing,,,14-Mar,1:57:08 PM,,,,1,,,,,
Missing,,,14-Mar,1:57:21 PM,,,,,,,,1,
Missing,,,14-Mar,2:12:52 PM,,,1,,,,,,
Missing,,,14-Mar,2:15:35 PM,1,,,,,,,,
