12/8/22 6:52:00,GT,,Waldo,EnOcean,if match,if not match,if match,if not match,,,,,ins ,in  correct,in incorrect,,outs,out correct,out incorrect
12/13/22 14:40:52,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/13/22 14:41:10,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/13/22 14:41:20,out,,out,miss,,,OUT,,,miss,,,,,,,,,
12/13/22 14:43:20,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/13/22 14:44:08,out,,pbout,miss,,,,nope,,miss,,,,,,,,,
12/13/22 14:46:09,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/13/22 14:47:22,out,,out,miss,,,OUT,,,miss,,,,,,,,,
12/13/22 15:00:12,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/13/22 15:02:04,out,,pbout,miss,,,,nope,,miss,,,,,,,,,
12/13/22 15:03:08,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/13/22 15:03:15,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/13/22 15:20:08,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/13/22 15:22:28,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/13/22 15:30:26,out,two people walk out in quick succession a couple of seconds apart,out,hit,,,OUT,,,hit,,,,,,,,,
12/13/22 15:35:05,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/13/22 15:35:39,out,,out,miss,,,OUT,,,miss,,,,,,,,,
12/13/22 15:37:50,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/13/22 15:38:00,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/13/22 15:38:19,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/13/22 15:38:28,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/13/22 15:47:42,out/linger,person (ag chair) walks out then stand under sensor looking at it for 4 seconds,out,hit,,,,,,hit,,,,,,,,,
12/13/22 15:47:47,linger/in,ag chair continues to linger and look at the system for 17 seconds then leaves to the in side,in,,,,,,,,,,,,,,,,
12/13/22 16:19:17,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/13/22 16:19:26,pbout,subject foot comes in view to throw away some trash then exits. A shadow is cast and could be picked up by the sensor,pbout,miss,,,,,,miss,,,,,,,,,
12/13/22 16:24:06,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/13/22 16:25:01,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/13/22 16:26:44,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/13/22 16:29:20,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/13/22 16:37:38,out,,pbout,hit,,,,nope,,hit,,,,,,,,,
12/13/22 16:41:14,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/13/22 16:41:22,out,,out,miss,,,OUT,,,miss,,,,,,,,,
12/13/22 16:43:57,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/13/22 17:22:28,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/13/22 21:27:13,out,,pbout,hit,,,,nope,,hit,,,,,,,,,
12/13/22 21:48:49,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 5:42:17,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 5:45:45,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 5:46:31,out,,out,miss,,,OUT,,,miss,,,,,,,,,
12/14/22 5:48:34,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 7:37:04,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 7:37:58,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 7:38:40,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 7:51:12,out,,pbout,hit,,,,nope,,hit,,,,,,,,,
12/14/22 7:51:19,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 7:52:35,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 7:54:04,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 7:54:52,out,,pbout,miss,,,,nope,,miss,,,,,,,,,
12/14/22 7:57:07,in,lady walks in pushing a highly reflective metal cart,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 8:05:42,out,,pbout,hit,,,,nope,,hit,,,,,,,,,
12/14/22 8:08:53,in,"janitor carrying a broom, otherwise normal",in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 8:10:38,out,"janitor carrying a broom, otherwise normal",out,miss,,,OUT,,,miss,,,,,,,,,
12/14/22 8:14:41,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 8:17:13,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 8:18:11,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 8:21:17,in,"big guy, light shirt, walking slowly",in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 8:30:36,out,"big guy, light shirt, walking slowly",out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 8:31:19,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 8:31:45,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 8:33:04,out,,pbout,hit,,,,nope,,hit,,,,,,,,,
12/14/22 8:34:35,out,,out,miss,,,OUT,,,miss,,,,,,,,,
12/14/22 8:49:19,out,"pauses at trash breifly, then continues out",out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 8:50:58,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 8:53:11,out,,pbout,hit,,,,nope,,hit,,,,,,,,,
12/14/22 8:55:37,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 8:57:59,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 9:08:02,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 9:09:59,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 9:11:09,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 9:12:20,in,walks in dragging a pulley cart,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 9:13:26,out,walks out dragging a pulley cart with white boxes,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 9:17:23,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 9:17:39,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 9:37:25,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 9:38:10,out,,out,miss,,,OUT,,,miss,,,,,,,,,
12/14/22 9:49:55,pbin,person walks in view to toss trash in the trash can,pbout,hit,,,,,,hit,,,,,,,,,
12/14/22 9:50:52,out,,out,miss,,,OUT,,,miss,,,,,,,,,
12/14/22 9:51:08,out,,out,miss,,,OUT,,,miss,,,,,,,,,
12/14/22 9:54:36,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 9:56:08,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 9:57:59,out,person walks out pushing metal cart,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 9:59:27,out,,out,miss,,,OUT,,,miss,,,,,,,,,
12/14/22 10:00:37,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 10:01:28,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 10:03:57,out,,pbout,hit,,,,nope,,hit,,,,,,,,,
12/14/22 10:15:03,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 10:15:24,out,,out,miss,,,OUT,,,miss,,,,,,,,,
12/14/22 10:15:41,in,"two people walk in in quick sucession of each other, maybe a second apart",in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 10:16:55,out,,out,miss,,,OUT,,,miss,,,,,,,,,
12/14/22 10:18:09,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 10:20:54,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 10:30:35,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 10:33:17,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 10:43:02,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 10:43:41,out,,out,miss,,,OUT,,,miss,,,,,,,,,
12/14/22 10:45:50,in,carryingn something - looks like a labtop - reflective in their hands,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 10:50:25,out,carryingn something - looks like a labtop - reflective in their hands,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 10:53:25,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 10:58:15,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 10:59:06,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 10:59:59,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 11:01:01,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 11:01:08,out,,pbout,miss,,,,nope,,miss,,,,,,,,,
12/14/22 11:05:50,out,"three people total go out, two people side by side and a third in quick succession, about 6 seconds",out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 11:10:08,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 11:10:31,out,,out,miss,,,OUT,,,miss,,,,,,,,,
12/14/22 11:10:42,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 11:11:29,out,,out,miss,,,OUT,,,miss,,,,,,,,,
12/14/22 11:11:45,out,,out,miss,,,OUT,,,miss,,,,,,,,,
12/14/22 11:14:09,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 11:24:36,out,,in,hit,,,,nope,,hit,,,,,,,,,
12/14/22 11:30:57,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 11:36:52,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 11:38:42,in,,in,miss,IN,,,,,miss,,,,,,,,,
12/14/22 11:39:36,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 11:40:02,out,,out,,,,OUT,,,miss,,,,,,,,,
12/14/22 12:02:08,out,,pbout,hit,,,,nope,,hit,,,,,,,,,
12/14/22 12:05:18,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 12:05:31,in,,in,,IN,,,,,miss,,,,,,,,,
12/14/22 12:09:00,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 12:10:40,in,,in,,IN,,,,,miss,,,,,,,,,
12/14/22 12:10:45,in,,in,,IN,,,,,miss,,,,,,,,,
12/14/22 12:20:34,in,two people walk in through the doorway at the same time,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 12:21:56,out,two people walk out through the doorway at the same time,out,,,,OUT,,,miss,,,,,,,,,
12/14/22 12:26:34,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 12:34:34,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 12:34:49,out,,pbout,,,,,nope,,miss,,,,,,,,,
12/14/22 12:34:57,out/in,"two people pass through the doorway within the event window, first goes out then the other walks in",in,,,,,,,miss,,,,,,,,,
12/14/22 12:44:40,in,"two people walk in in quick sucession of each other, maybe a second apart",in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 12:49:02,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 12:50:31,in,,in,,IN,,,,,miss,,,,,,,,,
12/14/22 13:14:15,in,walks in pushing reflective metal cart,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 13:23:10,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 13:23:58,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 13:25:24,in,holding something reflective like the inside of a candy wrapper,in,,IN,,,,,miss,,,,,,,,,
12/14/22 13:26:18,out/in,"person walks out to throw something in recycling then turns back around and walks in, about 6 seconds",out/in,hit,,,,,,hit,,,,,,,,,
12/14/22 13:31:39,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 13:35:27,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 13:39:26,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 13:45:40,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 13:49:50,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 13:55:01,out,,pbout,hit,,,,nope,,hit,,,,,,,,,
12/14/22 13:58:35,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 14:00:33,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 14:00:45,out,,out,,,,OUT,,,miss,,,,,,,,,
12/14/22 14:03:08,pbin,"starts to walk in but turns around, probably sets off sensor",pbin,hit,,,,,,hit,,,,,,,,,
12/14/22 14:03:30,out,,out,,,,OUT,,,miss,,,,,,,,,
12/14/22 14:06:52,out,,pbout,hit,,,,nope,,hit,,,,,,,,,
12/14/22 14:12:57,in,two people walk in through the doorway at the same time,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 14:28:31,out,pushing out the metal cart,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 14:29:53,in,,in,,IN,,,,,miss,,,,,,,,,
12/14/22 14:32:32,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 14:34:56,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 14:36:53,in,"janitor carrying a broom, otherwise normal",in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 14:38:27,out,,out,,,,OUT,,,miss,,,,,,,,,
12/14/22 14:41:54,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 14:42:26,in,,in,,IN,,,,,miss,,,,,,,,,
12/14/22 14:43:02,out,,out,,,,OUT,,,miss,,,,,,,,,
12/14/22 14:43:16,out,"janitor carrying a broom, otherwise normal",out,,,,OUT,,,miss,,,,,,,,,
12/14/22 14:44:50,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 14:45:37,in,"two people walk in in quick sucession of each other, maybe a second apart",in,,IN,,,,,miss,,,,,,,,,
12/14/22 14:53:10,out,"two people walk out in quick sucession of each other, maybe a second apart",out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 15:02:49,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 15:05:30,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 15:11:27,out,"subject walks out very slowly looking at phone, about 5 seconds",out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 15:11:45,pbout/linger,"person walks into view, then lingers about 6 seconds",pbout,,,,,,,miss,,,,,,,,,
12/14/22 15:11:51,linger,same person as before,pbout,,,,,,,miss,,,,,,,,,
12/14/22 15:11:52,pbout,person from before finishes linger and exits out,pbout,,,,,,,miss,,,,,,,,,
12/14/22 15:14:03,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 15:19:26,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 15:29:11,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 15:34:57,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 15:37:34,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 15:41:10,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 15:42:58,in,,in,,IN,,,,,miss,,,,,,,,,
12/14/22 15:43:58,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 16:00:02,out,Nicole,pbout,hit,,,,nope,,hit,,,,,,,,,
12/14/22 16:01:04,in,Nicole,in,,IN,,,,,miss,,,,,,,,,
12/14/22 16:51:05,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 16:51:15,in,,in,,IN,,,,,miss,,,,,,,,,
12/14/22 16:51:58,out,,out,,,,OUT,,,miss,,,,,,,,,
12/14/22 16:52:08,in,,in,,IN,,,,,miss,,,,,,,,,
12/14/22 16:53:02,out,,out,,,,OUT,,,miss,,,,,,,,,
12/14/22 16:53:10,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/14/22 16:53:55,out,,out,,,,OUT,,,miss,,,,,,,,,
12/14/22 16:54:06,in,,in,,IN,,,,,miss,,,,,,,,,
12/14/22 17:02:12,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 17:03:14,in,,in,,IN,,,,,miss,,,,,,,,,
12/14/22 17:33:50,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/14/22 17:34:02,in,,in,,IN,,,,,miss,,,,,,,,,
12/14/22 23:42:08,out,,in,hit,,,,nope,,hit,,,,,,,,,
12/14/22 23:54:43,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 6:59:51,in,carrying an umbrella out in front like a sword - otherwise normal,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 7:03:07,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 7:05:33,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 7:30:37,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 7:37:38,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 7:39:08,in,,in,,IN,,,,,miss,,,,,,,,,
12/15/22 8:12:51,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 8:14:10,pbin/linger/out,janitor stops to sweep on the pbin side -  then lingers - then exits out - about 8 seconds,pbout,,,,,,,miss,,,,,,,,,
12/15/22 8:20:43,out,Jacob,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 8:22:17,in,,in,,IN,,,,,miss,,,,,,,,,
12/15/22 8:24:22,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 8:27:31,in,Jacob,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 8:30:05,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 8:31:40,in,,in,,IN,,,,,miss,,,,,,,,,
12/15/22 9:05:38,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 9:06:53,out,,out,,,,OUT,,,miss,,,,,,,,,
12/15/22 9:08:18,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 9:09:16,out,,pbout,,,,,nope,,miss,,,,,,,,,
12/15/22 9:13:24,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 9:15:32,out,,pbout,hit,,,,nope,,hit,,,,,,,,,
12/15/22 9:18:32,in,lady walks in normally but it pushing a reflective metal cart,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 9:27:47,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 9:30:08,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 9:38:35,pbin,person steps into camera close enough to throw something away and switches back to exit on the pbin side without crossing the doorway,in,hit,,,,,,hit,,,,,,,,,
12/15/22 9:38:49,out,,out,,,,OUT,,,miss,,,,,,,,,
12/15/22 9:39:54,in,,in,,IN,,,,,miss,,,,,,,,,
12/15/22 9:40:28,in,,in,,IN,,,,,miss,,,,,,,,,
12/15/22 9:41:50,pbin/in,person steps into camera almost crosses doorway but arm is the only thing that crosses to throw something away and switches back to exit on the pbin side without crossing the doorway,in,hit,,,,,,hit,,,,,,,,,
12/15/22 9:42:41,pbin/in,person (again) steps into camera almost crosses doorway but arm is the only thing that crosses to throw something away and switches back to exit on the pbin side without crossing the doorway,in,,,,,,,miss,,,,,,,,,
12/15/22 9:44:42,pbin,person (again) steps into camera close enough to throw something away and switches back to exit on the pbin side without crossing the doorway,out,hit,,,,,,hit,,,,,,,,,
12/15/22 9:50:57,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 9:53:05,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 10:00:26,pbin,person (again) steps into camera close enough to throw something away and switches back to exit on the pbin side without crossing the doorway,out,hit,,,,,,hit,,,,,,,,,
12/15/22 10:07:43,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 10:09:52,out,,pbout,hit,,,,nope,,hit,,,,,,,,,
12/15/22 10:19:55,out/in,"person goes out to throw something away in the recycling then doubles back to come in, about 5 seconds",in,hit,,,,,,hit,,,,,,,,,
12/15/22 10:52:12,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 10:56:16,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 10:57:59,out,,out,,,,OUT,,,miss,,,,,,,,,
12/15/22 11:00:08,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 11:01:21,in,,in,,IN,,,,,miss,,,,,,,,,
12/15/22 11:13:50,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 11:15:39,in,,in,,IN,,,,,miss,,,,,,,,,
12/15/22 11:17:55,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 11:24:26,out,,pbout,hit,,,,nope,,hit,,,,,,,,,
12/15/22 12:05:35,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 12:06:09,out,,out,,,,OUT,,,miss,,,,,,,,,
12/15/22 12:06:41,out,,out,,,,OUT,,,miss,,,,,,,,,
12/15/22 12:11:55,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 12:31:40,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 12:32:53,out,,pbout,,,,,nope,,miss,,,,,,,,,
12/15/22 13:05:13,pbout/linger/in,person begins to walk in - stands under the sensor to look at it  then continues to walk in - about 6 seconds,in,hit,,,,,,hit,,,,,,,,,
12/15/22 13:12:44,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 13:17:57,in,janitor walks in slowly with cart -  about 4 seconds,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 13:23:00,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 13:29:39,out,,pbout,hit,,,,nope,,hit,,,,,,,,,
12/15/22 13:38:04,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 13:38:20,out,,pbout,,,,,nope,,miss,,,,,,,,,
12/15/22 13:39:01,out,janitor walks out slowly with cart and long light bulbs - about 5 seconds,out/pbout,,,,,nope,,miss,,,,,,,,,
12/15/22 13:54:09,in,Arwa,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 14:11:06,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 14:13:48,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 14:13:59,in,,in,,IN,,,,,miss,,,,,,,,,
12/15/22 14:15:05,out,,out,,,,OUT,,,miss,,,,,,,,,
12/15/22 14:20:14,out,,pbout,,,,,nope,,miss,,,,,,,,,
12/15/22 14:23:06,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 14:25:38,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 14:29:35,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 14:41:10,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 14:43:58,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 14:56:48,pbin/out,person (again) steps into camera almost crosses doorway but arm is the only thing that crosses to throw something away and switches back to exit on the pbin side without crossing the doorway,pbout,hit,,,,,,hit,,,,,,,,,
12/15/22 14:57:09,out,,out,,,,OUT,,,miss,,,,,,,,,
12/15/22 14:59:02,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 15:28:28,out,two people push a metal cart through the doorway together at the same time,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 15:36:39,in,guy pushes reflective cart back in,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 15:43:24,pbin,person (again) steps into camera close enough to throw something away and switches back to exit on the pbin side without crossing the doorway,out/in,hit,,,,,,hit,,,,,,,,,
12/15/22 15:52:47,out,,pbout,hit,,,,nope,,hit,,,,,,,,,
12/15/22 15:54:50,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 15:55:22,out,,out,,,,OUT,,,miss,,,,,,,,,
12/15/22 15:55:52,in,,in,,IN,,,,,miss,,,,,,,,,
12/15/22 16:02:53,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 16:37:04,in,Arwa,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 16:46:39,out,Arwa,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 16:48:48,in,Arwa,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 16:51:51,out,Arwa leaving,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 18:31:43,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 18:53:40,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/15/22 19:11:04,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 21:39:24,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/15/22 21:39:32,out,,out,,,,OUT,,,miss,,,,,,,,,
12/16/22 8:05:11,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 8:07:29,out,,pbout,hit,,,,nope,,hit,,,,,,,,,
12/16/22 8:17:12,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 8:32:59,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/16/22 8:35:53,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 8:36:07,in,,in,,IN,,,,,miss,,,,,,,,,
12/16/22 8:36:21,out,,out,,,,OUT,,,miss,,,,,,,,,
12/16/22 8:37:12,out,,out,,,,OUT,,,miss,,,,,,,,,
12/16/22 8:41:08,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 9:17:53,in,,pbin,hit,,nope,,,,hit,,,,,,,,,
12/16/22 9:21:28,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/16/22 9:41:31,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 9:42:10,out,,out,,,,OUT,,,miss,,,,,,,,,
12/16/22 9:48:10,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/16/22 9:52:07,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 9:54:06,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 9:55:05,out,,out,,,,OUT,,,miss,,,,,,,,,
12/16/22 10:16:32,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 10:35:06,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 10:35:33,out,,pbout,,,,,nope,,miss,,,,,,,,,
12/16/22 11:01:26,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/16/22 11:04:41,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 11:05:42,in,Simeon,in,,IN,,,,,miss,,,,,,,,,
12/16/22 11:10:48,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/16/22 11:16:23,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 11:18:49,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/16/22 11:23:45,in/linger/in,"janitor walks in, stands under the sensor and sweeps, then continues in, about 7 seconds",in/pbout,hit,,,,,,hit,,,,,,,,,
12/16/22 11:26:26,out/linger/out,"janitor walks out, stands under the sensor and sweeps, then continues out, about 7 seconds",pbout,hit,,,,,,hit,,,,,,,,,
12/16/22 12:01:12,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/16/22 12:03:20,in,"lady walking in, pauses to check the trash then continues in, about 4 seconds",in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 12:18:47,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 12:20:07,out,,out,,,,OUT,,,miss,,,,,,,,,
12/16/22 12:20:50,out,,out,hit,,,OUT,,,hit,,,,,,,,,
12/16/22 12:21:41,in,,in,,IN,,,,,miss,,,,,,,,,
12/16/22 12:27:53,out,Simeon,out,hit,,,OUT,,,hit,,,,,,,,,
12/16/22 12:28:57,in,Simeon,in,,IN,,,,,miss,,,,,,,,,
12/16/22 12:31:17,in,,in,hit,IN,,,,,hit,,,,,,,,,
12/16/22 13:25:36,pbout/linger,"janitor lingers to change out recycling and trash bags, about 2 minutes and 30 seconds",,hit,,,,,,hit,,,,,,,,,
