Jeff,11,4,in,lab_in,3387,8483,5096,0,7873,7873,3387,610
Jeff,11,7,in,lab_in,3036,7562,4526,1,6569,6568,3035,993
Jeff,11,8,in,lab_in,4100,9545,5445,0,8934,8934,4100,611
Jeff,11,12,in,lab_in,3622,9307,5685,0,8454,8454,3622,853
Jeff,11,13,in,lab_in,4611,9683,5072,0,8996,8996,4611,687
Jeff,11,14,in,lab_in,3779,9395,5616,0,8674,8674,3779,721
Jeff,11,15,in,lab_in,2907,8285,5378,0,7537,7537,2907,748
Jeff,11,16,in,lab_in,3656,9477,5821,0,8794,8794,3656,683
Jeff,11,18,in,lab_in,4167,9439,5272,0,8828,8828,4167,611
Jeff,11,20,in,lab_in,3047,7768,4721,0,7221,7221,3047,547
Jeff,11,21,in,lab_in,3925,8417,4492,0,7633,7633,3925,784
Jeff,11,22,in,lab_in,3171,8172,5001,1,7318,7317,3170,854
Jeff,11,23,in,lab_in,3988,9532,5544,0,8922,8922,3988,610
Jeff,11,24,in,lab_in,4575,9951,5376,0,9341,9341,4575,610
Jeff,11,27,in,lab_in,4129,9541,5412,1,8688,8687,4128,853
Jeff,11,29,in,lab_in,3182,8696,5514,0,8147,8147,3182,549
Jeff,11,66,in,lab_in,3173,8859,5686,0,7492,7492,3173,1367
Jeff,11,6,in,lab_in,2,8111,8109,1,7425,7424,1,686
Jeff,11,28,in,lab_in,2,9779,9777,0,8924,8924,2,855
Jeff,11,25,in,lab_in,1,8245,8244,0,7428,7428,1,817
Jeff,11,26,in,lab_in,2,9059,9057,0,8445,8445,2,614
Jeff,11,19,in,lab_in,1,8917,8916,0,7454,7454,1,1463
Jeff,11,17,in,lab_in,2,9844,9842,0,8993,8993,2,851
Jeff,11,9,in,lab_in,1,9923,9922,0,9068,9068,1,855
Jeff,11,10,in,lab_in,2,8491,8489,0,7500,7500,2,991
Jeff,11,11,in,lab_in,1,8214,8213,1,7230,7229,0,984
Jeff,11,63,in,lab_in_running,0,3297,3297,1,4455,4454,1,1158
Jeff,11,65,in,lab_in_running,0,2883,2883,1,5718,5717,1,2835
Nicole,11,39,in,lab_in,2937,6712,3775,0,5992,5992,2937,720
Nicole,11,40,in,lab_in,4192,8173,3981,0,7486,7486,4192,687
Nicole,11,41,in,lab_in,3415,8139,4724,0,7322,7322,3415,817
Nicole,11,42,in,lab_in,3925,7902,3977,0,7292,7292,3925,610
Nicole,11,44,in,lab_in,3998,8216,4218,0,7225,7225,3998,991
Nicole,11,45,in,lab_in,3416,8041,4625,0,7187,7187,3416,854
Nicole,11,46,in,lab_in,2666,6950,4284,0,5925,5925,2666,1025
Nicole,11,47,in,lab_in,3417,7662,4245,1,6914,6913,3416,748
Nicole,11,48,in,lab_in,2,8515,8513,0,7661,7661,2,854
Nicole,11,49,in,lab_in,4194,7966,3772,1,7249,7248,4193,717
Nicole,11,50,in,lab_in,3107,7602,4495,0,6646,6646,3107,956
Nicole,11,51,in,lab_in,1,6064,6063,0,4798,4798,1,1266
Nicole,11,52,in,lab_in,1,6065,6064,0,5214,5214,1,851
Nicole,11,53,in,lab_in,3612,7762,4150,0,6918,6918,3612,844
Nicole,11,54,in,lab_in,2830,6741,3911,0,6135,6135,2830,606
Nicole,11,55,in,lab_in,3171,7389,4218,0,6569,6569,3171,820
Nicole,11,56,in,lab_in,3997,8079,4082,1,7260,7259,3996,819
Nicole,11,57,in,lab_in,3961,7974,4013,0,7188,7188,3961,786
Nicole,11,58,in,lab_in,3233,7454,4221,0,6601,6601,3233,853
Nicole,11,59,in,lab_in,4295,9092,4797,1,8000,7999,4294,1092
Nicole,11,60,in,lab_in,1,7046,7045,1,6193,6192,0,853
Nicole,11,61,in,lab_in,4396,8509,4113,1,7656,7655,4395,853
Nicole,11,62,in,lab_in,3418,7529,4111,0,6676,6676,3418,853
Nicole,11,63,in,lab_in,3614,7868,4254,0,6809,6809,3614,1059
Nicole,11,64,in,lab_in,4510,8317,3807,1,7533,7532,4509,784
Nicole,11,65,in,lab_in,4706,8751,4045,0,7896,7896,4706,855
Nicole,11,1,in,lab_in,3378,7389,4011,0,6319,6319,3378,1070
Nicole,11,103,in,lab_in_running,2088,4394,2306,0,3883,3883,2088,511
Nicole,11,2,in,lab_in_running,1568,4044,2476,0,3294,3294,1568,750
Jeff,11,30,out,lab_out,1,6707,6706,0,10600,10600,1,3893
Jeff,11,31,out,lab_out,1,6293,6292,0,6977,6977,1,684
Jeff,11,32,out,lab_out,1,6572,6571,0,7667,7667,1,1095
Jeff,11,33,out,lab_out,1,7316,7315,0,8102,8102,1,786
Jeff,11,34,out,lab_out,1,6441,6440,0,7050,7050,1,609
Jeff,11,35,out,lab_out,0,7253,7253,1,11486,11485,1,4233
Jeff,11,36,out,lab_out,0,5136,5136,1,5719,5718,1,583
Jeff,11,38,out,lab_out,0,5242,5242,1,6063,6062,1,821
Jeff,11,40,out,lab_out,1,6197,6196,0,6980,6980,1,783
Jeff,11,41,out,lab_out,1,6236,6235,0,6955,6955,1,719
Jeff,11,42,out,lab_out,1,6059,6058,0,6808,6808,1,749
Jeff,11,43,out,lab_out,1,6230,6229,0,6719,6719,1,489
Jeff,11,44,out,lab_out,1,5919,5918,0,6601,6601,1,682
