Jeff,11,45,out,lab_out,1,6229,6228,0,7047,7047,1,818
Jeff,11,53,out,lab_out,0,4902,4902,1,1800,1799,1,3102
Jeff,11,67,out,lab_out,1,5513,5512,0,9196,9196,1,3683
Jeff,11,64,out,lab_out_running,1328,3944,2616,0,3295,3295,1328,649
Jeff,11,62,out,lab_out_running,2293,4730,2437,0,4185,4185,2293,545
Nicole,11,17,out,lab_out,1,6466,6465,0,9404,9404,1,2938
Nicole,11,18,out,lab_out,1,5852,5851,1,6812,6811,0,960
Nicole,11,19,out,lab_out,0,5550,5550,1,6538,6537,1,988
Nicole,11,20,out,lab_out,1,6337,6336,0,7192,7192,1,855
Nicole,11,21,out,lab_out,1,5591,5590,0,6918,6918,1,1327
Nicole,11,22,out,lab_out,1,5170,5169,0,6634,6634,1,1464
Nicole,11,23,out,lab_out,1,4352,4351,0,6672,6672,1,2320
Nicole,11,24,out,lab_out,1,5238,5237,0,6089,6089,1,851
Nicole,11,25,out,lab_out,1,5717,5716,1,7185,7184,0,1468
Nicole,11,26,out,lab_out,0,5349,5349,1,6578,6577,1,1229
Nicole,11,27,out,lab_out,0,6605,6605,1,7459,7458,1,854
Nicole,11,28,out,lab_out,1,6231,6230,0,7598,7598,1,1367
Nicole,11,29,out,lab_out,1,5412,5411,0,6396,6396,1,984
Nicole,11,30,out,lab_out,1,5616,5615,0,6435,6435,1,819
Nicole,11,31,out,lab_out,1,4728,4727,0,6189,6189,1,1461
Nicole,11,32,out,lab_out,1,5650,5649,0,7460,7460,1,1810
Nicole,11,33,out,lab_out,1,4932,4931,0,8033,8033,1,3101
Nicole,11,34,out,lab_out,1,5267,5266,0,7216,7216,1,1949
Nicole,11,35,out,lab_out,1,5881,5880,0,6635,6635,1,754
Nicole,11,36,out,lab_out,1,5849,5848,0,8002,8002,1,2153
Nicole,11,37,out,lab_out,1,5483,5482,0,7907,7907,1,2424
Nicole,11,38,out,lab_out,1,4629,4628,0,6100,6100,1,1471
Nicole,11,102,out,lab_out_running,1,2881,2880,0,3873,3873,1,992
Nicole,11,104,out,lab_out_running,0,3018,3018,1,4116,4115,1,1098
Jeff,11,46,pbin,lab_pbin,1,4524,4523,0,4766,4766,1,242
Jeff,11,47,pbin,lab_pbin,0,5928,5928,1,6133,6132,1,205
Jeff,11,48,pbin,lab_pbin,1,3368,3367,0,3611,3611,1,243
Jeff,11,49,pbin,lab_pbin,0,4118,4118,1,4324,4323,1,206
Jeff,11,50,pbin,lab_pbin,0,4284,4284,1,4491,4490,1,207
Jeff,11,51,pbin,lab_pbin,0,6343,6343,1,6546,6545,1,203
Jeff,11,52,pbin,lab_pbin,1,6538,6537,1,6779,6778,0,241
Nicole,11,66,pbin,lab_pbin,1,3642,3641,0,5107,5107,1,1465
Nicole,11,67,pbin,lab_pbin,0,3981,3981,1,4225,4224,1,244
Nicole,11,68,pbin,lab_pbin,0,5618,5618,1,5863,5862,1,245
Nicole,11,69,pbin,lab_pbin,1,3298,3297,0,4153,4153,1,855
Nicole,11,71,pbin,lab_pbin,0,5611,5611,1,5855,5854,1,244
Nicole,11,72,pbin,lab_pbin,0,2921,2921,1,3060,3059,1,139
Nicole,11,73,pbin,lab_pbin,0,4964,4964,1,5750,5749,1,786
Nicole,11,74,pbin,lab_pbin,0,2647,2647,1,2853,2852,1,206
Nicole,11,75,pbin,lab_pbin,0,4391,4391,1,4564,4563,1,173
Nicole,11,76,pbin,lab_pbin,0,3534,3534,1,4146,4145,1,612
Nicole,11,77,pbin,lab_pbin,0,4799,4799,1,5173,5172,1,374
Nicole,11,78,pbin,lab_pbin,0,2922,2922,1,3166,3165,1,244
Nicole,11,79,pbin,lab_pbin,1,4047,4046,0,4291,4291,1,244
Nicole,11,80,pbin,lab_pbin,0,2037,2037,1,2239,2238,1,202
Nicole,11,81,pbin,lab_pbin,0,3050,3050,1,3293,3292,1,243
Nicole,11,82,pbin,lab_pbin,0,3293,3293,1,3293,3292,1,0
Jeff,11,54,pbout,lab_pbout,1,15,14,0,3640,3640,1,3625
Jeff,11,55,pbout,lab_pbout,-1,-1,0,0,3293,3293,1,3294
Jeff,11,56,pbout,lab_pbout,1,14,13,0,3875,3875,1,3861
Jeff,11,57,pbout,lab_pbout,-1,-1,0,0,4618,4618,1,4619
Jeff,11,58,pbout,lab_pbout,-1,-1,0,0,3189,3189,1,3190
Jeff,11,59,pbout,lab_pbout,-1,-1,0,0,7316,7316,1,7317
Jeff,11,61,pbout,lab_pbout,2,2,0,0,2953,2953,2,2951
Nicole,11,83,pbout,lab_pbout,-1,-1,0,0,3425,3425,1,3426
Nicole,11,84,pbout,lab_pbout,-1,-1,0,0,3599,3599,1,3600
Nicole,11,85,pbout,lab_pbout,-1,-1,0,0,3840,3840,1,3841
Nicole,11,86,pbout,lab_pbout,2,2,0,0,3744,3744,2,3742
Nicole,11,87,pbout,lab_pbout,-1,-1,0,0,3804,3804,1,3805
Nicole,11,88,pbout,lab_pbout,-1,-1,0,0,3905,3905,1,3906
Nicole,11,89,pbout,lab_pbout,-1,-1,0,0,3295,3295,1,3296
Nicole,11,90,pbout,lab_pbout,-1,-1,0,0,3390,3390,1,3391
Nicole,11,91,pbout,lab_pbout,-1,-1,0,1,3634,3633,2,3635
Nicole,11,92,pbout,lab_pbout,2,2,0,0,3671,3671,2,3669
Nicole,11,93,pbout,lab_pbout,-1,-1,0,1,3778,3777,2,3779
Nicole,11,94,pbout,lab_pbout,-1,-1,0,0,2956,2956,1,2957
Nicole,11,95,pbout,lab_pbout,-1,-1,0,0,3534,3534,1,3535
Nicole,11,96,pbout,lab_pbout,-1,-1,0,1,3777,3776,2,3778
Nicole,11,97,pbout,lab_pbout,-1,-1,0,0,3289,3289,1,3290
Nicole,11,98,pbout,lab_pbout,-1,-1,0,0,3292,3292,1,3293
Nicole,11,99,pbout,lab_pbout,-1,-1,0,0,2437,2437,1,2438
Nicole,11,100,pbout,lab_pbout,2,2,0,1,3157,3156,1,3155
