bayIDX,bayRecord,bayDate,bayTime,bayIn,bayOut,bayPassby,gtDate,gtTime,gtIns,gtOuts,gtPbN,gtPbF,gtLinger,gt_ll,gtMultiIn,gtMultiOut,gtMultiPb
35,69,14-Mar,11:37:20 AM,3,0,2,14-Mar,11:37:27 AM,0,0,0,1,0,0,1,0,0
36,70,14-Mar,11:38:24 AM,2,2,1,14-Mar,11:38:22 AM,0,0,0,1,0,0,0,1,1
40,74,14-Mar,11:59:06 AM,1,1,3,14-Mar,11:58:52 AM,0,0,0,4,0,0,0,0,0
41,75,14-Mar,12:00:14 PM,0,2,3,14-Mar,12:00:03 PM,0,1,0,1,0,0,0,0,0
42,76,14-Mar,12:01:28 PM,1,2,2,14-Mar,12:01:26 PM,1,1,0,0,1,0,0,0,2
94,209,17-Mar,7:56:11 PM,1,4,0,14-Mar,7:56:17 PM,1,1,0,2,0,0,0,0,0
95,209,17-Mar,7:56:11 PM,1,4,0,17-Mar,7:56:17 PM,2,3,0,0,0,0,0,0,0
96,209,17-Mar,7:56:11 PM,2,2,1,17-Mar,7:56:17 PM,3,2,0,0,0,0,0,0,0
109,364,19-Mar,12:35:18 PM,1,2,2,19-Mar,12:35:15 PM,1,2,0,3,0,0,0,0,0
110,364,19-Mar,12:35:18 PM,0,2,3,19-Mar,12:35:15 PM,1,0,0,4,0,0,0,0,0
112,368,19-Mar,2:08:55 PM,3,0,2,19-Mar,2:08:52 PM,1,0,0,1,0,0,0,0,0
113,368,19-Mar,2:08:55 PM,0,3,2,19-Mar,2:08:52 PM,1,0,0,3,1,1,0,0,0
114,368,19-Mar,2:08:55 PM,0,3,2,19-Mar,2:08:52 PM,1,2,0,0,3,2,0,0,0
124,538,19-Mar,10:48:37 PM,1,2,2,19-Mar,10:48:28 PM,2,2,0,1,0,0,0,0,0
125,538,19-Mar,10:48:37 PM,3,2,0,19-Mar,10:48:28 PM,3,2,0,0,0,0,0,0,0
127,552,20-Mar,9:10:00 AM,1,3,1,20-Mar,9:09:50 AM,1,1,0,1,2,1,0,0,0
128,570,20-Mar,10:38:53 AM,0,3,2,20-Mar,10:38:45 AM,0,0,0,0,0,0,0,0,0
129,570,20-Mar,10:38:53 AM,2,0,3,20-Mar,10:38:45 AM,0,0,1,4,0,0,0,0,0
130,570,20-Mar,10:38:53 AM,2,0,3,20-Mar,10:38:45 AM,0,0,2,0,0,0,0,0,3
131,571,20-Mar,11:52:45 AM,0,5,0,20-Mar,11:52:34 AM,1,0,0,2,2,1,0,0,0
132,571,20-Mar,11:52:45 AM,1,3,1,20-Mar,11:52:34 AM,0,2,0,0,3,2,0,0,0
133,571,20-Mar,11:52:45 AM,2,1,2,20-Mar,11:52:34 AM,2,1,2,0,0,0,0,0,0
139,575,20-Mar,12:47:03 PM,1,1,3,20-Mar,12:46:52 PM,1,1,0,3,0,0,0,0,0
140,607,20-Mar,1:27:13 PM,1,0,4,20-Mar,1:27:05 PM,0,0,0,1,0,0,0,0,0
141,607,20-Mar,1:27:13 PM,1,2,2,20-Mar,1:27:05 PM,0,0,0,1,1,1,1,1,1
142,608,20-Mar,1:31:30 PM,1,2,2,20-Mar,1:31:26 PM,0,1,0,2,0,0,0,0,0
151,612,20-Mar,4:58:43 PM,0,1,4,20-Mar,4:58:35 PM,0,1,0,3,1,1,0,0,0
152,613,20-Mar,4:59:32 PM,1,3,1,20-Mar,4:59:28 PM,1,1,0,0,0,0,0,0,0
154,616,20-Mar,5:20:43 PM,0,0,5,20-Mar,5:20:33 PM,0,1,0,4,0,0,0,0,0
155,616,20-Mar,5:20:43 PM,0,2,3,20-Mar,5:20:33 PM,1,1,0,0,0,0,0,0,0
156,629,21-Mar,8:10:38 AM,2,1,2,21-Mar,8:10:29 AM,2,2,0,0,1,1,0,0,0
157,629,21-Mar,8:10:38 AM,2,3,0,21-Mar,8:10:29 AM,2,3,0,0,0,0,0,0,0
158,641,21-Mar,12:03:15 PM,1,1,3,21-Mar,12:03:01 PM,3,2,0,0,0,0,0,0,0
159,641,21-Mar,12:03:15 PM,3,0,2,21-Mar,12:03:01 PM,0,1,0,4,0,0,0,0,0
160,641,21-Mar,12:03:15 PM,1,1,3,21-Mar,12:03:01 PM,0,0,0,5,0,0,0,0,0
161,642,21-Mar,12:04:19 PM,1,1,3,21-Mar,12:04:06 PM,1,0,0,1,1,1,0,0,0
162,643,21-Mar,1:01:38 PM,3,2,0,21-Mar,1:01:37 PM,0,0,2,3,0,0,0,0,0
163,643,21-Mar,1:01:38 PM,3,1,1,21-Mar,1:01:37 PM,0,1,1,3,0,0,0,0,0
172,651,21-Mar,1:53:44 PM,1,1,3,21-Mar,1:53:40 PM,2,1,0,2,1,1,0,0,0
