bayIDX,bayRecord,bayDate,bayTime,bayIn,bayOut,bayPassby,gtDate,gtTime,gtIns,gtOuts,gtPbN,gtPbF,gtLinger,gt_ll,gtMultiIn,gtMultiOut,gtMultiPb
1,1,14-Mar,10:00:31 AM,2,3,0,14-Mar,10:00:38 AM,2,2,0,1,0,0,0,0,0
2,1,14-Mar,10:00:31 AM,3,2,0,14-Mar,10:00:38 AM,2,3,0,0,0,0,0,0,0
3,1,14-Mar,10:00:31 AM,1,1,3,14-Mar,10:00:38 AM,2,1,0,2,0,0,0,0,0
4,2,14-Mar,10:05:41 AM,2,0,3,14-Mar,10:05:35 AM,0,0,0,1,1,0,1,0,0
5,4,14-Mar,10:08:26 AM,1,1,3,14-Mar,10:08:23 AM,1,1,0,0,0,0,0,0,0
6,7,14-Mar,10:09:47 AM,1,3,1,14-Mar,10:09:51 AM,2,1,0,1,0,0,0,1,0
7,10,14-Mar,10:13:23 AM,0,3,2,14-Mar,10:13:23 AM,1,2,0,0,2,1,0,0,0
8,11,14-Mar,10:15:16 AM,3,2,0,14-Mar,10:15:15 AM,1,1,1,0,1,1,0,0,0
10,13,14-Mar,10:18:17 AM,2,1,2,14-Mar,10:18:13 AM,3,0,0,2,0,0,0,0,0
12,16,14-Mar,10:27:24 AM,0,2,3,14-Mar,10:27:23 AM,1,0,1,3,0,0,0,0,0
14,21,14-Mar,10:31:00 AM,3,1,1,14-Mar,10:30:57 AM,0,0,0,4,0,0,0,0,1
15,24,14-Mar,10:31:48 AM,2,0,3,14-Mar,10:31:44 AM,0,0,0,1,0,0,0,0,3
16,25,14-Mar,10:34:30 AM,1,2,2,14-Mar,10:34:30 AM,2,1,0,2,0,0,0,0,0
17,31,14-Mar,10:49:11 AM,2,1,2,14-Mar,10:49:10 AM,1,0,0,2,0,0,0,0,2
18,31,14-Mar,10:49:11 AM,2,1,2,14-Mar,10:49:10 AM,0,1,0,1,0,0,0,0,0
19,31,14-Mar,10:49:11 AM,2,0,3,14-Mar,10:49:10 AM,2,1,0,2,0,0,0,0,0
20,37,14-Mar,10:51:44 AM,1,1,3,14-Mar,10:51:43 AM,1,1,0,3,0,0,0,0,0
22,43,14-Mar,10:54:46 AM,0,4,1,14-Mar,10:54:47 AM,1,1,0,2,0,0,0,0,0
24,52,14-Mar,10:58:36 AM,1,2,2,14-Mar,10:58:36 AM,2,0,1,1,0,0,0,0,0
26,55,14-Mar,11:01:53 AM,2,2,1,14-Mar,11:01:45 AM,0,3,0,1,0,0,1,0,0
27,58,14-Mar,11:04:45 AM,1,1,3,14-Mar,11:04:42 AM,1,1,1,0,0,0,0,0,0
28,59,14-Mar,11:07:01 AM,1,3,1,14-Mar,11:07:05 AM,1,1,1,1,0,0,0,0,0
29,62,14-Mar,11:12:06 AM,3,2,0,14-Mar,11:12:05 AM,1,1,0,0,0,0,0,0,0
30,63,14-Mar,11:15:44 AM,2,0,3,14-Mar,11:15:40 AM,1,0,0,0,0,0,0,0,0
31,64,14-Mar,11:18:11 AM,1,2,2,14-Mar,11:18:08 AM,2,1,0,0,0,0,0,0,0
32,65,14-Mar,11:23:44 AM,1,2,2,14-Mar,11:23:42 AM,0,0,1,0,0,0,0,0,0
33,68,14-Mar,11:34:08 AM,1,3,1,14-Mar,11:34:03 AM,0,0,0,0,0,0,0,0,0
34,68,14-Mar,11:34:08 AM,0,2,3,14-Mar,11:34:03 AM,1,1,0,1,2,2,0,0,0
