2023-01-11  10:50:44, Stairs,pbin,person comes back to amy's lab
2023-01-11  10:50:51, Stairs,,
2023-01-11  10:50:52, Stairs,,
2023-01-11  10:51:00, Stairs,in,
2023-01-11  10:51:06, Stairs,,
2023-01-11  10:52:51, Stairs,out,
2023-01-11  10:55:14, Stairs,out,
2023-01-11  10:55:41, Stairs,in/in,two people come in a bit spread out but in around 6 seconds
2023-01-11  10:55:48, Stairs,,
2023-01-11  11:05:09, Stairs,,
2023-01-11  11:05:10, Stairs,in,
2023-01-11  11:05:14, Stairs,,
2023-01-11  11:06:17, Stairs,in,
2023-01-11  11:06:21, Stairs,in,
2023-01-11  11:06:40, Stairs,,
2023-01-11  11:06:41, Stairs,in,
2023-01-11  11:06:48, Stairs,,
2023-01-11  11:07:13, Stairs,in,
2023-01-11  11:07:44, Stairs,,
2023-01-11  11:07:47, Stairs,out,
2023-01-11  11:08:08, Stairs,in,
2023-01-11  11:08:12, Stairs,,
2023-01-11  11:08:51, Stairs,in,
2023-01-11  11:08:55, Stairs,,
2023-01-11  11:09:54, Stairs,,
2023-01-11  11:09:56, Stairs,out,
2023-01-11  11:11:28, Stairs,in,
2023-01-11  11:11:32, Stairs,,
2023-01-11  11:13:30, Stairs,in,
2023-01-11  11:13:35, Stairs,,
2023-01-11  11:13:51, Stairs,in,
2023-01-11  11:13:56, Stairs,,
2023-01-11  11:18:23, Stairs,out,
2023-01-11  11:27:12, Stairs,,
2023-01-11  11:27:13, Stairs,pbin/no_event,
2023-01-11  11:27:16, Stairs,pbin,
2023-01-11  11:27:20, Stairs,,
2023-01-11  11:29:23, Stairs,pbin,
2023-01-11  11:29:29, Stairs,,
2023-01-11  11:29:34, Stairs,,
2023-01-11  11:41:50, Stairs,in,
2023-01-11  11:41:54, Stairs,,
2023-01-11  11:41:55, Stairs,,
2023-01-11  11:42:12, Stairs,,
2023-01-11  11:42:13, Stairs,,
2023-01-11  11:42:17, Stairs,out,came out of amy's lab
2023-01-11  11:45:05, Stairs,in,came in to amy's lab
2023-01-11  11:45:09, Stairs,,
2023-01-11  11:52:17, Stairs,,
2023-01-11  11:52:21, Stairs,out,came out of amy's lab
2023-01-11  11:54:15, Stairs,,
2023-01-11  11:54:17, Stairs,out/out/out,"one person exits, probably counts as it's own out, then two people come out together, about 10 seconds"
2023-01-11  11:54:27, Stairs,out,
2023-01-11  11:54:31, Stairs,out/out/out/out/out/out,"six people go out back to back to back, about 13 seconds"
2023-01-11  11:56:38, Stairs,,
2023-01-11  11:56:40, Stairs,out/linger,"out with a bit of a pause before continuing out, about 3 seconds"
2023-01-11  11:56:43, Stairs,,
2023-01-11  12:03:23, Stairs,in/in,"two people come in back to back, about 6 seconds"
2023-01-11  12:03:32, Stairs,,
2023-01-11  12:03:36, Stairs,,
2023-01-11  12:03:44, Stairs,,
2023-01-11  12:04:23, Stairs,,
2023-01-11  12:04:24, Stairs,,
2023-01-11  12:05:22, Stairs,out,
2023-01-11  12:07:58, Stairs,in,
2023-01-11  12:10:58, Stairs,in,
2023-01-11  12:16:55, Stairs,,
2023-01-11  12:23:32, Stairs,in,
2023-01-11  12:23:36, Stairs,,
2023-01-11  12:35:04, Stairs,in,"slowly stops under the sensor to check out the cards on the floor, about 8 seconds"
2023-01-11  12:35:12, Stairs,,
2023-01-11  12:35:22, Stairs,in,
2023-01-11  12:38:00, Stairs,in,"in to amy's lab, pause by door"
2023-01-11  12:38:19, Stairs,,
2023-01-11  12:38:20, Stairs,pbin,out of amy's lab to down the hall
2023-01-11  12:40:03, Stairs,,
2023-01-11  12:40:05, Stairs,pbin,back into amy's lab
2023-01-11  12:40:08, Stairs,,
2023-01-11  12:43:04, Stairs,,
2023-01-11  12:43:05, Stairs,out,out of amy's lab to out
2023-01-11  12:47:34, Stairs,,
2023-01-11  12:52:34, Stairs,in,"in to amy's lab, pause by door"
2023-01-11  12:52:38, Stairs,,
2023-01-11  12:52:39, Stairs,,
2023-01-11  12:53:00, Stairs,,
2023-01-11  12:58:13, Stairs,in,
2023-01-11  12:58:24, Stairs,,
2023-01-11  12:58:27, Stairs,,
2023-01-11  12:59:21, Stairs,,
2023-01-11  12:59:24, Stairs,out,out of amy's lab to out
2023-01-11  13:01:14, Stairs,out,
2023-01-11  13:05:01, Stairs,out,
2023-01-11  13:14:43, Stairs,in,
2023-01-11  13:14:48, Stairs,,
2023-01-11  13:27:13, Stairs,in,
2023-01-11  13:27:18, Stairs,,
2023-01-11  13:40:09, Stairs,,
2023-01-11  13:43:39, Stairs,in,
2023-01-11  13:43:56, Stairs,,
2023-01-11  13:44:09, Stairs,,
2023-01-11  13:44:12, Stairs,,
2023-01-11  13:44:35, Stairs,out,
2023-01-11  13:47:38, Stairs,,
2023-01-11  13:55:09, Stairs,in,
2023-01-11  13:55:14, Stairs,,
2023-01-11  13:55:15, Stairs,,
2023-01-11  14:02:10, Stairs,in,
2023-01-11  14:02:14, Stairs,,
2023-01-11  14:05:27, Stairs,,
2023-01-11  14:05:29, Stairs,out,
2023-01-11  14:07:05, Stairs,in,
2023-01-11  14:10:52, Stairs,out,
2023-01-11  14:12:53, Stairs,out,
2023-01-11  14:13:18, Stairs,,
2023-01-11  14:14:37, Stairs,in,
2023-01-11  14:14:42, Stairs,,
2023-01-11  14:15:40, Stairs,in,
2023-01-11  14:15:44, Stairs,,
2023-01-11  14:16:33, Stairs,in,
2023-01-11  14:16:38, Stairs,,
2023-01-11  14:19:05, Stairs,in,
2023-01-11  14:19:09, Stairs,,
