LabelType,Recover#,TimeDiff,BSidx,BSrecord#,DateTime,PktID,Validity,Total,Ins,Outs,Passbys,gtIdx,DateTime,gtIns,gtOuts,gtPb_near,gt_Pb_far,gtlinger,gtMultiIns,gtMultiOuts,gtMultiPbs
Null,0,,,,,,,,,,,244,1900-03-24 15:57:36,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,245,1900-03-24 16:42:53,0,1,0,0,1,0,0,0
Null,0,,,,,,,,,,,246,1900-03-24 17:25:06,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,247,1900-03-24 17:41:19,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,248,1900-03-24 17:42:48,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,249,1900-03-24 17:51:27,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,250,1900-03-24 18:00:47,0,0,0,0,0,1,0,0
Null,0,,,,,,,,,,,251,1900-03-24 18:12:07,0,0,0,0,0,1,0,0
Null,0,,,,,,,,,,,252,1900-03-24 18:15:34,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,253,1900-03-24 18:16:16,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,254,1900-03-24 18:21:42,0,0,0,0,0,1,0,0
Null,0,,,,,,,,,,,255,1900-03-24 18:29:55,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,256,1900-03-24 18:50:25,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,257,1900-03-24 18:50:36,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,258,1900-03-24 18:55:20,0,1,0,0,0,0,0,0
Null,0,,,,,,,,,,,259,1900-03-24 18:56:36,0,1,0,0,0,1,0,0
Null,0,,,,,,,,,,,260,1900-03-24 18:56:48,0,0,0,0,0,1,0,0
Null,0,,,,,,,,,,,261,1900-03-24 18:56:51,1,0,0,0,0,0,0,0
Null,0,,,,,,,,,,,262,1900-03-24 18:56:54,0,0,0,0,0,1,0,0
Null,0,,,,,,,,,,,263,1900-03-24 18:56:58,0,0,0,0,0,1,0,0
Null,0,,,,,,,,,,,264,1900-03-24 18:57:24,1,0,0,0,0,0,0,0
CONFIRMED,2,6.0,50,810,1900-03-24 18:57:45,7,Valid,5,4,0,1,265,1900-03-24 18:57:39,1,0,0,0,0,0,0,0
