12/9/22 0:01,1,1,16,Valid,2,12,<3,12,<3,12,<3,4,pbout,11,pbout
12/9/22 0:07,1,1,17,Valid,2,12,<3,12,<3,1,pbout,12,<3,0,pbout
12/9/22 0:17,1,1,18,Valid,0,12,<3,12,<3,12,<3,12,<3,12,<3
12/9/22 0:21,1,1,19,Valid,5,5,out,0,in,9,out,0,in,3,out
12/9/22 0:29,1,1,20,Valid,1,0,in,12,<3,12,<3,12,<3,12,<3
12/9/22 0:39,1,1,21,Valid,2,12,<3,12,<3,11,pbout,12,<3,10,in
12/9/22 0:49,1,1,22,Valid,1,12,<3,11,pbout,12,<3,12,<3,12,<3
12/9/22 0:54,1,1,23,Valid,3,12,<3,1,pbout,4,in,1,pbout,12,<3
12/9/22 0:57,1,1,24,Valid,4,12,<3,1,out,0,pbout,0,in,2,in
12/9/22 1:07,2,1,25,Valid,0,12,<3,12,<3,12,<3,12,<3,12,<3
12/9/22 1:15,1,1,26,Valid,3,12,<3,12,<3,11,pbout,5,pbout,2,pbout
12/9/22 1:25,1,1,27,Valid,0,12,<3,12,<3,12,<3,12,<3,12,<3
12/9/22 1:35,1,1,28,Valid,0,12,<3,12,<3,12,<3,12,<3,12,<3
12/9/22 1:45,1,1,29,Valid,0,12,<3,12,<3,12,<3,12,<3,12,<3
12/9/22 1:55,1,1,30,Valid,0,12,<3,12,<3,12,<3,12,<3,12,<3
12/9/22 2:04,1,1,31,Valid,1,12,<3,12,<3,8,pbout,12,<3,12,<3
12/9/22 2:14,1,1,32,Valid,0,12,<3,12,<3,12,<3,12,<3,12,<3
12/9/22 2:24,1,1,33,Valid,0,12,<3,12,<3,12,<3,12,<3,12,<3
12/9/22 2:34,1,1,34,Valid,0,12,<3,12,<3,12,<3,12,<3,12,<3
12/9/22 2:44,1,1,35,Valid,0,12,<3,12,<3,12,<3,12,<3,12,<3
12/9/22 2:54,1,1,36,Valid,0,12,<3,12,<3,12,<3,12,<3,12,<3
12/9/22 3:03,1,1,37,Valid,2,12,<3,8,pbout,12,<3,8,pbout,12,<3
12/9/22 3:13,1,1,38,Valid,0,12,<3,12,<3,12,<3,12,<3,12,<3
12/9/22 3:23,1,1,39,Valid,0,12,<3,12,<3,12,<3,12,<3,12,<3
