,,,,,,,,Waldo:,Detected ppl,,EnOcean,,,,,,
1/19/23 7:54:25, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 7:55:41, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 7:56:29, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 7:58:18, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 8:18:09, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 8:18:54, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 8:31:24, preHW2,2,2,out/out,two people back to back,,,in,1,,hit,,,,,,
1/19/23 8:31:39, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 8:32:06, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 8:32:23, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 8:33:37, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 8:34:39, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 8:39:36, preHW2,1,1,out,,,,pbo,1,,hit,,,,,,
1/19/23 8:59:48, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 9:03:46, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 9:09:27, preHW2,2,2,in/in,two people side by side,,in,in,1,,hit,,,,,,
1/19/23 9:11:57, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 9:12:04, preHW2,1,1,in,,,,-,,,miss,,,,,,
1/19/23 9:12:16, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 9:13:46, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 9:14:26, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 9:14:31, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 9:17:44, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 9:24:54, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 9:25:26, preHW2,2,2,in/in,two people side by side,,in,in,1,,miss,,,,,,
1/19/23 9:25:42, preHW2,2,2,out/out,two people back to back,,out,out,1,,miss,,,,,,
1/19/23 9:27:57, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 9:32:00, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 9:37:14, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 9:44:47, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 9:49:53, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 9:54:02, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 9:56:27, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 10:02:24, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 10:02:41, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 10:04:24, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 10:06:32, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 10:15:01, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 10:17:53, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 10:18:21, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 10:23:00, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 10:23:44, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 10:24:39, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 10:25:07, preHW2,1,1,in,weird in,in,,in,1,,hit,,,,,,
1/19/23 10:26:46, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 10:27:30, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 10:27:39, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 10:28:22, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 10:36:07, preHW2,2,3,out/in,two people different directions,,,pbin/in,2,,hit,,,,,,
1/19/23 10:38:00, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 10:39:47, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 10:42:13, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 10:45:03, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 10:47:32, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 10:48:40, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 10:48:53, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 10:51:04, preHW2,5,3,out/in,"five people, one out followed by 5 in about 8s",,,pbi/out,2,,hit,,,,,,
1/19/23 10:51:14, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 10:51:45, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 10:51:58, preHW2,2,2,in/in,two people side by side,,in,in,1,,miss,,,,,,
1/19/23 10:52:18, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 10:52:29, preHW2,2,2,out/out,two people back to back,,out,out,1,,miss,,,,,,
1/19/23 10:52:42, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 10:52:49, preHW2,1,1,in,,,,pbo,1,,miss,,,,,,
1/19/23 10:53:03, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 10:53:59, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 10:54:31, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 10:54:37, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 10:54:59, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 10:55:49, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 10:56:18, preHW2,2,2,in/in,two people back to back,,in,in,1,,miss,,,,,,
1/19/23 10:57:44, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 10:58:56, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 10:59:14, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 10:59:57, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 11:00:35, preHW2,2,2,in/in,two people side by side,,in,in,1,,miss,,,,,,
1/19/23 11:01:07, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 11:01:18, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 11:02:12, preHW2,1,1,out,,,,pbi,1,,miss,,,,,,
1/19/23 11:02:16, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 11:17:52, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 11:18:35, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 11:19:11, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 11:19:23, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 11:21:55, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 11:23:13, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 11:35:11, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 11:40:41, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 11:41:13, preHW2,2,2,in/in,two people back to back,,in,in,1,,miss,,,,,,
1/19/23 11:44:52, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 11:46:27, preHW2,2,3,out/in,two people different directions,,,in,1,,miss,,,,,,
1/19/23 11:47:51, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 11:48:49, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 11:54:38, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 12:05:57, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 12:09:43, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 12:10:32, preHW2,3,2,out/out,three people out 6s,,out,out,1,,miss,,,,,,
1/19/23 12:10:41, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 12:10:57, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 12:11:02, preHW2,1,1,in,,,,pbo,1,,miss,,,,,,
1/19/23 12:11:13, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 12:11:31, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 12:11:49, preHW2,3,2,out/out,three people go out 6s,,out,out,1,,hit,,,,,,
1/19/23 12:12:03, preHW2,2,2,out/out,two people back to back,,out,out,1,,miss,,,,,,
1/19/23 12:13:22, preHW2,2,2,in/in,two people back to back,,in,in,1,,miss,,,,,,
1/19/23 12:13:36, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 12:14:32, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 12:15:08, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 12:15:15, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 12:15:25, preHW2,3,2,in/in,three people go in 5s,,in,in,1,,miss,,,,,,
1/19/23 12:16:01, preHW2,4,2,in/in,four people go in 6s,,,pbi/pbo,2,,miss,,,,,,
1/19/23 12:16:19, preHW2,2,2,out/out,two people back to back,,out,out,1,,miss,,,,,,
1/19/23 12:16:38, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 12:17:06, preHW2,2,2,out/out,two people back to back,,out,out,1,,miss,,,,,,
1/19/23 12:17:33, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 12:17:43, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 12:17:49, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 12:18:11, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 12:18:54, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 12:19:00, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 12:19:20, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 12:19:28, preHW2,2,3,out/in,two people different directions,,,in,1,,miss,,,,,,
1/19/23 12:19:38, preHW2,1,1,out,,,,in,1,,miss,,,,,,
1/19/23 12:20:01, preHW2,3,3,out/in,three people 11s in in out,,,in/out,2,,miss,,,,,,
1/19/23 12:21:00, preHW2,4,2,in/in,four people 8s,,,in/pbo,2,,hit,,,,,,
1/19/23 12:21:55, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 12:22:13, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 12:22:22, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 12:24:20, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 12:25:28, preHW2,2,2,in/in,two people back to back,,in,in,1,,miss,,,,,,
1/19/23 12:26:14, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 12:30:26, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 12:49:56, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 12:51:52, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 12:58:03, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 12:58:24, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 13:01:16, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 13:04:56, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 13:05:36, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 13:06:23, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 13:10:56, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 13:12:40, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 13:14:49, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 13:15:51, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 13:17:53, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 13:21:43, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 13:30:40, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 13:31:05, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 13:31:27, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 13:32:48, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 13:33:38, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 13:33:48, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 13:34:01, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 13:45:08, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 13:45:17, preHW2,10,2,out/out,ten people eight people walk out about17s then two people go in back to back,,,out/out/in/pbo,4,,miss,,,,,,
1/19/23 13:46:35, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 13:49:26, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 13:53:35, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 13:54:05, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 13:54:37, preHW2,6,2,in/in,six people in 8s,,in,in,1,,hit,,,,,,
1/19/23 13:55:05, preHW2,4,3,out/in,four people different directions 8s,,,in,1,,miss,,,,,,
1/19/23 13:55:20, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 13:55:59, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 13:56:18, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 13:56:56, preHW2,2,2,in/in,two people in side by side,,in,in,1,,miss,,,,,,
1/19/23 13:57:20, preHW2,2,3,out/in,two people different directions,,,in,1,,hit,,,,,,
1/19/23 13:57:26, preHW2,2,3,in/out,two people different directions,,,-,0,,miss,,,,,,
1/19/23 13:57:33, preHW2,2,2,in/in,two people in side by side,,in,in,1,,miss,,,,,,
1/19/23 13:58:11, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 13:58:42, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 13:58:56, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 14:00:04, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 14:00:38, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 14:00:51, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 14:04:44, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 14:05:07, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 14:11:58, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 14:13:00, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 14:22:39, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 14:22:47, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 14:31:26, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 14:44:24, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 14:46:15, preHW2,2,3,in/out,two people different directions,,,in,1,,miss,,,,,,
1/19/23 14:49:47, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 14:51:14, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 14:53:44, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 14:54:22, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 14:54:26, preHW2,1,1,out,,,,pbo,1,,miss,,,,,,
1/19/23 14:57:43, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 14:59:57, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 15:01:08, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 15:03:18, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 15:05:00, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 15:05:50, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 15:11:26, preHW2,4,2,out/out,four people exit out 7s,,out,out,1,,hit,,,,,,
1/19/23 15:11:44, preHW2,4,2,out/out,four people go out 5s,,,out/in,2,,miss,,,,,,
1/19/23 15:11:54, preHW2,4,2,out/out,four people exit out 5s,,out,out,1,,miss,,,,,,
1/19/23 15:12:01, preHW2,5,2,out/out,five people out 5s,,out,out,1,,miss,,,,,,
1/19/23 15:13:45, preHW2,4,3,in/out,"four people, one in then three people go out 6s",,,in,1,,hit,,,,,,
1/19/23 15:14:47, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 15:14:57, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 15:17:04, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 15:24:41, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 15:51:07, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 15:51:49, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 15:52:09, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 15:53:27, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 16:02:01, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 16:04:02, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 16:06:13, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 16:06:52, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 16:09:00, preHW2,1,1,in,,,,pbo,1,,hit,,,,,,
1/19/23 16:11:39, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 16:11:58, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 16:12:15, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 16:13:30, preHW2,1,1,in,,,,pbi,1,,miss,,,,,,
1/19/23 16:25:16, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 16:32:08, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 16:45:06, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 16:45:56, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 16:47:13, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 16:47:47, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 16:47:53, preHW2,2,2,out/out,two people back to back,,out,out,1,,miss,,,,,,
1/19/23 16:49:13, preHW2,2,2,in/in,two people in back to back,,in,in,1,,hit,,,,,,
1/19/23 16:49:22, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 16:49:38, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 16:49:59, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 16:50:39, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 16:52:15, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 16:56:11, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 16:56:42, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 16:58:56, preHW2,2,2,in/in,two people back to back,,in,in,1,,hit,,,,,,
1/19/23 16:59:05, preHW2,2,2,out/out,two people back to back,,out,out,1,,miss,,,,,,
1/19/23 17:03:16, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 17:32:12, preHW2,2,2,in/in,two people in side by side,,in,in,1,,hit,,,,,,
1/19/23 17:32:25, preHW2,2,2,out/out,two people out side by side,,out,out,1,,miss,,,,,,
1/19/23 17:38:32, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 17:39:00, preHW2,3,3,out/linger/out,three people going out one lingers out a bit 9s,,,in/out,2,,miss,,,,,,
1/19/23 17:39:26, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 17:39:32, preHW2,4,2,in/in,four people in 7s,,in,in,1,,miss,,,,,,
1/19/23 17:39:45, preHW2,3,3,out/in,three people different directions 5s,,,in,1,,miss,,,,,,
1/19/23 17:49:27, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 18:02:31, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 18:05:58, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 18:14:02, preHW2,4,2,out/out,four people exit out 7s,,out,out,1,,hit,,,,,,
1/19/23 18:14:11, preHW2,2,2,out/out,two people back to back,,out,out,1,,miss,,,,,,
1/19/23 18:14:21, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 18:27:56, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 19:25:07, preHW2,1,1,out,,,,pbo,1,,hit,,,,,,
1/19/23 19:25:14, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/19/23 19:28:55, preHW2,2,2,in/in,two people back to back,,in,in,1,,hit,,,,,,
1/19/23 20:12:33, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 20:53:34, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 20:54:49, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/19/23 21:14:17, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 21:17:51, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/19/23 21:48:33, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 21:49:35, preHW2,1,1,in,,,,pbo,1,,miss,,,,,,
1/19/23 22:41:37, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/19/23 22:43:46, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 0:04:39, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 0:14:57, preHW2,1,3,linger,janitor and cart,,,out/in,1,,hit,,,,,,
1/20/23 2:17:56, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 2:18:06, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 2:43:52, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 2:44:52, preHW2,1,3,linger,janitor and cart,,,out/pbo/pbo/pbo/in,1,,miss,,,,,,
1/20/23 3:05:21, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 3:06:16, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 6:44:39, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 6:56:36, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 6:58:32, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 7:24:31, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 7:26:08, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 7:26:40, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 8:13:07, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 8:16:52, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 8:52:41, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 8:53:30, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 8:55:47, preHW2,1,1,out,,,,in,1,,hit,,,,,,
1/20/23 8:57:30, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 8:58:27, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 8:59:53, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 9:12:38, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 9:21:41, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 9:25:48, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 9:31:29, preHW2,2,2,out/out,two people side by side,,out,out,1,,hit,,,,,,
1/20/23 9:34:21, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 9:35:48, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 9:49:10, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 9:50:42, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 9:53:44, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 9:55:45, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 9:57:02, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 9:58:45, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 10:00:54, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 10:02:11, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 10:03:44, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 10:06:06, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 10:06:47, preHW2,1,1,out,,,,in,1,,miss,,,,,,
1/20/23 10:09:11, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 10:09:40, preHW2,2,2,in/in,two people side by side,,in,in,1,,miss,,,,,,
1/20/23 10:10:21, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 10:25:36, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 10:42:21, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 10:50:37, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 10:53:48, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 10:54:09, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/20/23 10:57:29, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 11:00:12, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 11:01:34, preHW2,2,2,out/out,two people in back to back,,out,out,1,,miss,,,,,,
1/20/23 11:01:57, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 11:02:04, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/20/23 11:03:06, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 11:03:28, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 11:03:49, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 11:04:10, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 11:05:54, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 11:06:14, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/20/23 11:06:31, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/20/23 11:08:39, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 11:13:11, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 11:14:30, preHW2,2,3,in/out,two people different directions,,,in,1,,hit,,,,,,
1/20/23 11:39:47, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 11:42:56, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/20/23 11:51:58, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 11:53:41, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/20/23 11:58:23, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/20/23 11:59:27, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
