,,,,,,,,Waldo:,Detected ppl,,EnOcean,,,,,,
1/13/23 10:05:22, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 10:08:07, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 10:12:01, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 10:37:06, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 10:39:01, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 10:51:13, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 10:51:32, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/13/23 10:55:52, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 10:57:10, preHW2,1,1,out,,,,pbo,1,,miss,,,,,,
1/13/23 10:57:39, preHW2,2,2,out/out,"two people walk in back to back several seconds apart, about 7 seconds",,out,out,1,,miss,,,,,,
1/13/23 10:57:48, preHW2,1,1,out,,,,in,1,,hit,,,,,,
1/13/23 10:58:00, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 10:58:43, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 10:59:40, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/13/23 11:03:06, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 11:03:21, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 11:03:37, preHW2,3,3,in/out,"three people in, in, out under the sensor in about 5 seconds",,,in,1,,miss,,,,,,
1/13/23 11:03:55, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 11:06:54, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 11:08:22, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 11:08:47, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 11:10:00, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 11:13:43, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 11:59:14, preHW2,2,2,out/out,"two people walk out back to back, about 6 seconds",,out,out,1,,hit,,,,,,
1/13/23 11:59:24, preHW2,4,3,out/out/linger,four people walk out and linger about 11 seconds,,,out/out,2,,miss,,,,,,
1/13/23 11:59:45, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/13/23 11:59:57, preHW2,2,2,out/out,"two people walk out back to back, about 4 seconds",,out,out,1,,miss,,,,,,
1/13/23 12:00:23, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/13/23 12:00:57, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/13/23 12:02:01, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 12:18:58, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 12:19:28, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/13/23 12:20:10, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 12:21:33, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 12:22:18, preHW2,2,2,out/out,"two people walk out side by side, about 4 seconds",,out,out,1,,miss,,,,,,
1/13/23 12:28:54, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 12:30:53, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 12:46:20, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 13:02:15, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 13:47:35, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 13:47:42, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/13/23 13:47:55, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 13:49:05, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/13/23 13:57:20, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 14:00:12, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 14:00:58, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 14:02:29, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 14:03:11, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 14:31:48, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 14:41:28, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 14:44:08, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 14:45:58, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/13/23 14:46:39, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 14:49:38, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 14:50:52, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 14:51:03, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/13/23 15:06:40, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 15:07:01, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/13/23 15:32:53, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 15:34:57, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 15:56:06, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 15:56:16, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 16:19:35, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 16:19:45, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 16:25:37, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 16:28:36, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/13/23 16:54:57, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 16:56:08, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 18:31:03, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 18:32:04, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/13/23 18:34:58, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/13/23 18:35:08, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/16/23 7:39:08, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/16/23 7:40:35, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/16/23 7:44:13, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/16/23 7:45:32, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/16/23 9:41:28, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/16/23 9:47:55, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/16/23 11:37:59, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/16/23 11:42:41, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/16/23 12:16:12, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/16/23 12:17:52, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/16/23 12:35:05, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/16/23 12:36:24, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/16/23 12:53:53, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/16/23 12:55:04, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/16/23 13:11:29, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/16/23 13:19:26, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/16/23 14:00:56, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/16/23 14:05:06, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/16/23 14:29:01, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/16/23 14:33:13, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/16/23 15:13:20, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/16/23 15:15:27, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/16/23 21:21:18, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/16/23 21:21:36, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 5:52:45, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 5:55:50, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 5:56:35, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 5:59:58, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 6:54:31, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 7:01:33, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 7:04:11, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 7:29:08, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 7:34:09, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 7:38:06, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 7:39:36, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 7:40:07, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 7:41:36, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 7:51:05, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 7:53:55, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 7:54:57, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 8:05:13, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 8:05:45, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 8:28:27, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 8:28:33, preHW2,1,1,out,,,,in,1,,miss,,,,,,
1/17/23 8:31:59, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 8:35:54, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 8:40:17, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 8:47:59, preHW2,1,1,out,,,,in,1,,hit,,,,,,
1/17/23 8:48:46, preHW2,2,2,in/in,"two people walk in back to back with a second between , about 5 seconds",,in,in,1,,miss,,,,,,
1/17/23 8:49:32, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 8:51:01, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 8:55:14, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 8:56:28, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 8:57:55, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 8:58:43, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 9:02:26, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 9:05:41, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 9:08:18, preHW2,2,2,in/in,two people walk in side by side,,in,in,1,,hit,,,,,,
1/17/23 9:08:25, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 9:08:45, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 9:11:17, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 9:12:11, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 9:14:41, preHW2,2,2,out/out,"two people walk otu back to back with a second between , about 5 seconds",,out,out,1,,hit,,,,,,
1/17/23 9:14:47, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 9:14:57, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 9:15:15, preHW2,3,2,in/in,"three people walk in back to back to back , about 6 seconds",,in,in,1,,miss,,,,,,
1/17/23 9:16:05, preHW2,3,2,out/out,"three people walk out back to back to side , about 6 seconds",,out,out,1,,miss,,,,,,
1/17/23 9:18:03, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 9:22:57, preHW2,2,2,in/in,two people walk in side by side,,in,in,1,,hit,,,,,,
1/17/23 9:23:15, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 9:23:38, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 9:23:50, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 9:23:56, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 9:24:52, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 9:28:24, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 9:29:04, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 9:29:13, preHW2,1,1,out,,,,in,1,,miss,,,,,,
1/17/23 9:43:49, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 9:43:58, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 9:45:37, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 9:47:43, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 9:52:53, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 9:54:54, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 9:56:41, preHW2,2,2,in/in,"two people walk in side by side, about 5 seconds",,in,in,1,,miss,,,,,,
1/17/23 9:58:40, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 10:00:07, preHW2,2,2,out/out,"two people walk out side by side, about 5 seconds",,out,out,1,,miss,,,,,,
1/17/23 10:01:08, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 10:02:19, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 10:02:42, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 10:03:51, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 10:05:16, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 10:05:20, preHW2,2,3,out/in,two people pass each other under the sensor going different directions,,,pbo,1,,miss,,,,,,
1/17/23 10:06:57, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 10:08:26, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 10:09:07, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 10:12:53, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 10:14:41, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 10:26:10, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 10:26:30, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 10:26:57, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 10:27:14, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 10:28:51, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 10:29:36, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 10:29:43, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 10:30:12, preHW2,1,1,in,"super slow while looking at his phone, about 6 seconds",in,,in,1,,miss,,,,,,
1/17/23 10:30:42, preHW2,5,2,in/in,"five people walk in, about 9 seconds",,,in/out,2,,hit,,,,,,
1/17/23 10:30:59, preHW2,1,3,linger,"students waiting under sensor waiting for class, about 1.29 mins",,,manymanytriggers,1,,miss,,,,,,
1/17/23 10:36:32, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 10:37:07, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 10:37:54, preHW2,2,2,out/out,two people walk out side by side,,out,out,1,,miss,,,,,,
1/17/23 10:37:58, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 10:38:07, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 10:41:17, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 10:42:34, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 10:42:40, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 10:46:12, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 10:46:19, preHW2,1,1,in,,,,pbo,1,,miss,,,,,,
1/17/23 10:52:40, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 10:53:36, preHW2,2,2,in/in,"two people walk in back to back with a couple of seconds between , about 7 seconds",,,in/in,2,,miss,,,,,,
1/17/23 10:53:57, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 10:54:10, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 10:54:42, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 10:55:35, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 10:56:10, preHW2,2,2,in/in,"two people walk in back to back with a second between , about 4 seconds",,in,in,1,,hit,,,,,,
1/17/23 10:56:39, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 10:56:57, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 10:58:22, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 10:59:52, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 11:01:29, preHW2,1,3,in/curiosity,"Sasha walks in stops to look at sensor then continues in, about 5 seconds",,,in/in,1,,hit,,,,,,
1/17/23 11:06:57, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 11:07:42, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 11:08:56, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 11:20:37, preHW2,2,2,in/in,two people walk in side by side,,in,in,1,,hit,,,,,,
1/17/23 11:21:20, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 11:23:48, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 11:27:59, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 11:29:53, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 11:32:56, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 11:44:23, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 11:45:09, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 11:46:09, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 11:46:30, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 11:46:37, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 11:49:11, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 11:57:47, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 12:02:22, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 12:02:28, preHW2,3,3,out/in,"three people out, in, out, in different directions under the sensor, about 5 seconds",,,pbi,1,,miss,,,,,,
1/17/23 12:02:38, preHW2,2,2,out/out,two people walk out side by side,,out,out,1,,miss,,,,,,
1/17/23 12:02:45, preHW2,3,3,out/in,"three people in, in, out, in different directions under the sensor, about 9 seconds",,,in,1,,miss,,,,,,
1/17/23 12:03:07, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 12:03:13, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 12:03:20, preHW2,4,2,out/out,"four people exiting out back to back to back , about 10 seconds",,,pbi/pbo,2,,miss,,,,,,
1/17/23 12:05:16, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 12:05:33, preHW2,2,2,in/in,two people walk in side by side,,in,in,1,,miss,,,,,,
1/17/23 12:06:03, preHW2,2,2,out/out,"two people walk in back to back with a second between , about 4 seconds",,out,out,1,,miss,,,,,,
1/17/23 12:06:58, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 12:07:56, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 12:10:28, preHW2,2,2,in/in,two people walk in side by side,,in,in,1,,hit,,,,,,
1/17/23 12:10:34, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 12:11:52, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 12:12:08, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 12:13:35, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 12:14:33, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 12:14:47, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 12:15:00, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 12:15:35, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 12:15:52, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 12:16:11, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 12:16:27, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 12:16:39, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 12:16:54, preHW2,2,2,out/out,"two people walk out back to back with a couple of seconds between , about 5 seconds",,out,out,1,,miss,,,,,,
1/17/23 12:17:01, preHW2,3,2,in/in,"three people walk in back to back to back , about 7 seconds",,in,in,1,,miss,,,,,,
1/17/23 12:17:18, preHW2,2,3,out/in,"two people go in different directions under the sensor, about 4 seconds",,,in,1,,miss,,,,,,
1/17/23 12:17:27, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 12:17:39, preHW2,1,3,curiosity,"guy goes to exit out then stops to stare at the sensor, about 7 seconds",,,out,1,,miss,,,,,,
1/17/23 12:17:57, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 12:18:29, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 12:18:43, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 12:18:55, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 12:19:24, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 12:19:32, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 12:20:04, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 12:20:50, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 12:21:38, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 12:21:48, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 12:24:21, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 12:24:47, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 12:25:13, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 12:26:05, preHW2,2,2,in/in,"two people walk in back to back with a second between , about 4 seconds",,in,in,1,,miss,,,,,,
1/17/23 12:26:11, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 12:28:29, preHW2,2,2,in/in,,,in,in,1,,hit,,,,,,
1/17/23 12:35:05, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 12:37:28, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 12:44:40, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 12:45:05, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 12:45:12, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 12:48:44, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 12:49:32, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 12:50:53, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 12:52:02, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 12:55:47, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 12:56:24, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 12:58:15, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 12:59:47, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 13:01:27, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 13:02:26, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 13:05:49, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 13:07:15, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 13:07:20, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 13:08:09, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 13:08:19, preHW2,1,1,pbin,shadow from office off camera,,,pbi,1,,miss,,,,,,
1/17/23 13:11:19, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 13:21:44, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 13:24:25, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 13:29:53, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 13:31:05, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 13:32:07, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 13:33:37, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 13:35:12, preHW2,4,2,out/out,four people exit about 10s,,,out/in,2,,hit,,,,,,
1/17/23 13:35:25, preHW2,1,1,out,,,,in,1,,miss,,,,,,
1/17/23 13:35:31, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 13:35:40, preHW2,3,2,out/out,three people walk out back to back about 6 seconds,,out,out,1,,miss,,,,,,
1/17/23 13:35:51, preHW2,3,2,out/out,three people walk out back to back about 5 seconds,,out,out,1,,miss,,,,,,
1/17/23 13:36:10, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 13:37:10, preHW2,2,3,out/linger/in,"two people one goes out, one lingers for about 15 sec under the sensor then the first person returns in, 20s total",,,out/out,2,,hit,,,,,,
1/17/23 13:38:20, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 13:44:02, preHW2,1,1,out,,out,,out,1,,hit,,,,,,
1/17/23 13:46:50, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 13:48:42, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 13:49:02, preHW2,3,3,in/out,"three people, two walk in one walks out in 6s",,,in,1,,hit,,,,,,
1/17/23 13:49:11, preHW2,3,3,out/in,"three people, two walk out one walks in in 6s",,,in,1,,miss,,,,,,
1/17/23 13:49:29, preHW2,2,3,out/in,two people different directions,,,in,1,,miss,,,,,,
1/17/23 13:49:39, preHW2,5,2,in/in,five people walk in about 11s,,,out/in,2,,miss,,,,,,
1/17/23 13:50:01, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
1/17/23 13:50:07, preHW2,6,3,out/in,"six people 2 in, 4 out in about 10s",,,out,1,,miss,,,,,,
1/17/23 13:50:57, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 13:51:27, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 13:51:33, preHW2,1,3,linger,,,,out/pbo,1,,miss,,,,,,
1/17/23 13:52:02, preHW2,2,3,in/out,,,,in,1,,miss,,,,,,
1/17/23 13:52:46, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 13:52:53, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 13:53:07, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 13:53:32, preHW2,1,1,in,,in,,in,1,,hit,,,,,,
1/17/23 13:54:19, preHW2,1,1,pbin,,,,out,1,,miss,,,,,,
1/17/23 13:54:58, preHW2,1,1,in,,in,,in,1,,miss,,,,,,
1/17/23 13:55:31, preHW2,1,1,out,,out,,out,1,,miss,,,,,,
