Jeff, 11, 4, in, lab_in, 3387, 8483, 0, 7873
Jeff, 11, 7, in, lab_in, 3036, 7562, 1, 6569
Jeff, 11, 8, in, lab_in, 4100, 9545, 0, 8934
Jeff, 11, 12, in, lab_in, 3622, 9307, 0, 8454
Jeff, 11, 13, in, lab_in, 4611, 9683, 0, 8996
Jeff, 11, 14, in, lab_in, 3779, 9395, 0, 8674
Jeff, 11, 15, in, lab_in, 2907, 8285, 0, 7537
Jeff, 11, 16, in, lab_in, 3656, 9477, 0, 8794
Jeff, 11, 18, in, lab_in, 4167, 9439, 0, 8828
Jeff, 11, 20, in, lab_in, 3047, 7768, 0, 7221
Jeff, 11, 21, in, lab_in, 3925, 8417, 0, 7633
Jeff, 11, 22, in, lab_in, 3171, 8172, 1, 7318
Jeff, 11, 23, in, lab_in, 3988, 9532, 0, 8922
Jeff, 11, 24, in, lab_in, 4575, 9951, 0, 9341
Jeff, 11, 27, in, lab_in, 4129, 9541, 1, 8688
Jeff, 11, 29, in, lab_in, 3182, 8696, 0, 8147
Jeff, 11, 66, in, lab_in, 3173, 8859, 0, 7492
Jeff, 11, 6, in, lab_in, 2, 8111, 1, 7425
Jeff, 11, 28, in, lab_in, 2, 9779, 0, 8924
Jeff, 11, 25, in, lab_in, 1, 8245, 0, 7428
Jeff, 11, 26, in, lab_in, 2, 9059, 0, 8445
Jeff, 11, 19, in, lab_in, 1, 8917, 0, 7454
Jeff, 11, 17, in, lab_in, 2, 9844, 0, 8993
Jeff, 11, 9, in, lab_in, 1, 9923, 0, 9068
Jeff, 11, 10, in, lab_in, 2, 8491, 0, 7500
Jeff, 11, 11, in, lab_in, 1, 8214, 1, 7230
Jeff, 11, 63, in, lab_in_running, 0, 3297, 1, 4455
Jeff, 11, 65, in, lab_in_running, 0, 2883, 1, 5718
Nicole, 11, 39, in, lab_in, 2937, 6712, 0, 5992
Nicole, 11, 40, in, lab_in, 4192, 8173, 0, 7486
Nicole, 11, 41, in, lab_in, 3415, 8139, 0, 7322
Nicole, 11, 42, in, lab_in, 3925, 7902, 0, 7292
Nicole, 11, 44, in, lab_in, 3998, 8216, 0, 7225
Nicole, 11, 45, in, lab_in, 3416, 8041, 0, 7187
Nicole, 11, 46, in, lab_in, 2666, 6950, 0, 5925
Nicole, 11, 47, in, lab_in, 3417, 7662, 1, 6914
Nicole, 11, 48, in, lab_in, 2, 8515, 0, 7661
Nicole, 11, 49, in, lab_in, 4194, 7966, 1, 7249
Nicole, 11, 50, in, lab_in, 3107, 7602, 0, 6646
Nicole, 11, 51, in, lab_in, 1, 6064, 0, 4798
Nicole, 11, 52, in, lab_in, 1, 6065, 0, 5214
Nicole, 11, 53, in, lab_in, 3612, 7762, 0, 6918
Nicole, 11, 54, in, lab_in, 2830, 6741, 0, 6135
Nicole, 11, 55, in, lab_in, 3171, 7389, 0, 6569
Nicole, 11, 56, in, lab_in, 3997, 8079, 1, 7260
Nicole, 11, 57, in, lab_in, 3961, 7974, 0, 7188
Nicole, 11, 58, in, lab_in, 3233, 7454, 0, 6601
Nicole, 11, 59, in, lab_in, 4295, 9092, 1, 8000
Nicole, 11, 60, in, lab_in, 1, 7046, 1, 6193
Nicole, 11, 61, in, lab_in, 4396, 8509, 1, 7656
Nicole, 11, 62, in, lab_in, 3418, 7529, 0, 6676
Nicole, 11, 63, in, lab_in, 3614, 7868, 0, 6809
Nicole, 11, 64, in, lab_in, 4510, 8317, 1, 7533
Nicole, 11, 65, in, lab_in, 4706, 8751, 0, 7896
Nicole, 11, 1, in, lab_in, 3378, 7389, 0, 6319
Nicole, 11, 103, in, lab_in_running, 2088, 4394, 0, 3883
Nicole, 11, 2, in, lab_in_running, 1568, 4044, 0, 3294
Jeff, 11, 30, out, lab_out, 1, 6707, 0, 10600
Jeff, 11, 31, out, lab_out, 1, 6293, 0, 6977
Jeff, 11, 32, out, lab_out, 1, 6572, 0, 7667
Jeff, 11, 33, out, lab_out, 1, 7316, 0, 8102
Jeff, 11, 34, out, lab_out, 1, 6441, 0, 7050
Jeff, 11, 35, out, lab_out, 0, 7253, 1, 11486
Jeff, 11, 36, out, lab_out, 0, 5136, 1, 5719
Jeff, 11, 38, out, lab_out, 0, 5242, 1, 6063
Jeff, 11, 40, out, lab_out, 1, 6197, 0, 6980
Jeff, 11, 41, out, lab_out, 1, 6236, 0, 6955
Jeff, 11, 42, out, lab_out, 1, 6059, 0, 6808
Jeff, 11, 43, out, lab_out, 1, 6230, 0, 6719
Jeff, 11, 44, out, lab_out, 1, 5919, 0, 6601
Jeff, 11, 45, out, lab_out, 1, 6229, 0, 7047
Jeff, 11, 53, out, lab_out, 0, 4902, 1, 1800
Jeff, 11, 67, out, lab_out, 1, 5513, 0, 9196
Jeff, 11, 64, out, lab_out_running, 1328, 3944, 0, 3295
Jeff, 11, 62, out, lab_out_running, 2293, 4730, 0, 4185
Nicole, 11, 17, out, lab_out, 1, 6466, 0, 9404
Nicole, 11, 18, out, lab_out, 1, 5852, 1, 6812
Nicole, 11, 19, out, lab_out, 0, 5550, 1, 6538
Nicole, 11, 20, out, lab_out, 1, 6337, 0, 7192
Nicole, 11, 21, out, lab_out, 1, 5591, 0, 6918
Nicole, 11, 22, out, lab_out, 1, 5170, 0, 6634
Nicole, 11, 23, out, lab_out, 1, 4352, 0, 6672
Nicole, 11, 24, out, lab_out, 1, 5238, 0, 6089
Nicole, 11, 25, out, lab_out, 1, 5717, 1, 7185
Nicole, 11, 26, out, lab_out, 0, 5349, 1, 6578
Nicole, 11, 27, out, lab_out, 0, 6605, 1, 7459
Nicole, 11, 28, out, lab_out, 1, 6231, 0, 7598
Nicole, 11, 29, out, lab_out, 1, 5412, 0, 6396
Nicole, 11, 30, out, lab_out, 1, 5616, 0, 6435
Nicole, 11, 31, out, lab_out, 1, 4728, 0, 6189
Nicole, 11, 32, out, lab_out, 1, 5650, 0, 7460
Nicole, 11, 33, out, lab_out, 1, 4932, 0, 8033
Nicole, 11, 34, out, lab_out, 1, 5267, 0, 7216
Nicole, 11, 35, out, lab_out, 1, 5881, 0, 6635
Nicole, 11, 36, out, lab_out, 1, 5849, 0, 8002
Nicole, 11, 37, out, lab_out, 1, 5483, 0, 7907
Nicole, 11, 38, out, lab_out, 1, 4629, 0, 6100
Nicole, 11, 102, out, lab_out_running, 1, 2881, 0, 3873
Nicole, 11, 104, out, lab_out_running, 0, 3018, 1, 4116
